DOI,Country Code,Institutions
10.1063/5.0063401,CN,South China Normal Univ
10.1038/s41467-017-00894-w,"DE,RU","Karlsruhe Inst Technol,Johannes Gutenberg Univ Mainz,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevB.96.035441,US,Virginia Tech
10.1103/PhysRevApplied.18.064056,"DK,NL,US","MIT,Delft Univ Technol,Univ Copenhagen"
10.1103/PhysRevLett.131.080401,"CN,JP,US","Chinese Acad Sci,Univ Chinese Acad Sci,Beijing Acad Quantum Informat Sci,South China Univ Technol,RIKEN,Songshan Lake Mat Lab,UCAS,Univ Michigan,Hefei Natl Lab"
10.1103/PhysRevX.11.011027,US,"Univ Wisconsin,Google Res,Syracuse Univ,Northrop Grumman Corp"
10.1103/PhysRevA.100.023844,"RU,KR","Inst for Basic Sci Korea,Natl Univ Sci & Technol MISIS"
10.1109/TCST.2018.2871186,"AU,CN","Univ Sci & Technol China,Univ New South Wales,Australian Natl Univ"
10.1088/1367-2630/aba85a,CN,"Univ Sci & Technol China,Chinese Acad Sci,Univ Chinese Acad Sci,Origin Quantum Comp Co Ltd"
10.1088/1367-2630/aaa643,"IT,SG","Natl Univ Singapore,Nanyang Technol Univ,CNRS UNS NUS NTU Int Joint Res Unit,Univ Catania,INFN Lab Nazl Sud"
10.1103/PRXQuantum.5.020321,US,"Univ Southern Calif,Washington Univ,Georgia Tech Res Inst,NYU,Princeton Univ,Resonant Inc"
10.1088/1367-2630/15/7/075001,DE,"Res Ctr Julich,Rhein Westfal TH Aachen,Julich Aachen Res Alliance"
10.1103/PhysRevX.11.041062,US,Princeton Univ
10.1007/s11434-014-0443-y,CN,Beijing Normal Univ
10.1103/PhysRevA.100.062302,CN,Zhejiang Univ
10.1103/PhysRevX.6.031016,"CA,DK,SE,US","CALTECH,Lund Univ,Univ Copenhagen,Harvard Univ,Univ British Columbia"
10.1063/1.5006745,CN,"Nanjing Univ,Univ Sci & Technol China"
10.1016/j.crhy.2016.07.006,"DK,FR,JP,US","Univ Paris Saclay,Univ Calif Los Angeles,Grad Univ,Aarhus Univ,Univ Tsukuba,Sumitomo Elect Ind Ltd,Japan Atom Energy Agcy,Tokyo Gas Co Ltd,CNRS,Univ Paris 11,ENS Cachan,Univ Montpellier"
10.1007/s11141-024-10342-7,RU,"Moscow Inst Phys & Technol,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr,LD Landau Inst Theoret Phys,Skolkovo Inst Sci & Technol"
10.1103/PhysRevA.101.032333,NL,Delft Univ Technol
10.1103/PhysRevA.93.052302,"CN,JP,GB","Univ Nottingham,Univ Bristol,New York Univ,NYU Shanghai,Res Org Informat & Syst"
10.1103/PhysRevLett.130.193603,CN,"Zhejiang Univ,Hefei Natl Lab"
10.1021/jacs.3c03402,"TD,DE,US","Univ Nebraska,Indiana Univ,Univ Tubingen,Univ Washington"
10.1103/PhysRevA.87.022324,"CN,JP,US,GB","Tsinghua Univ,RIKEN,TNList,Univ Lancaster,NEC Smart Energy Res Labs,Univ Michigan"
10.1364/OE.445444,CN,Southwest Jiaotong Univ
10.1063/5.0023827,"FR,US","Univ Chicago,Argonne Natl Lab,Univ Calif Santa Barbara,Univ Grenoble Alpes,Univ Claude Bernard,Google"
10.1088/1402-4896/ad0d8d,IR,"Yazd Univ,Persian Gulf Univ"
10.1038/s41467-021-25100-w,"FR,NL,PL","Delft Univ Technol,Microsoft Quantum Lab Delft,AGH Univ Sci & Technol,Eindhoven Univ Technol,Netherlands Org Appl Sci Res TNO"
10.1103/PhysRevA.96.012313,"ES,CH","Univ Basel,Barcelona Inst Sci & Technol"
10.1038/s41534-022-00542-2,US,"IBM TJ Watson Res Ctr,IBM Almaden Res Ctr"
10.1038/s41586-018-0719-5,US,"Univ Calif Santa Barbara,Univ Chicago,Argonne Natl Lab"
10.1063/1.5143440,"IN,US","Tata Inst Fundamental Res,Univ Chicago"
10.1073/pnas.1704827114,"FR,GB","Sorbonne Paris Cite,Univ Exeter,CNRS,Univ Grenoble Alpes,PSL Res Univ,INRIA Paris,Ecole Normale Super Lyon"
10.1038/s41534-020-0266-4,JP,"Univ Tokyo,Tokyo Med & Dent Univ,RIKEN"
10.1364/OE.479906,CN,"Xi An Jiao Tong Univ,North China Univ Water Resources & Elect Power,Northwest Inst Nucl Technol"
10.1103/PhysRevApplied.11.044092,"DE,CH","IBM Res Zurich,Forschungszentrum Julich,Rhein Westfal TH Aachen"
10.1088/1367-2630/aaf29e,NL,"Leiden Univ,Delft Univ Technol,IGDORE"
10.1134/S1063776120090137,RU,"Lobachevsky State Univ Nizhny Novgorod,Moscow MV Lomonosov State Univ,All Russia Res Inst Automat,Natl Res Univ"
10.1088/1367-2630/12/9/093031,DE,Tech Univ Munich
10.1103/PhysRevApplied.16.024025,US,Pacific Northwest Natl Lab
10.1103/PRXQuantum.2.030345,"AU,JP,US","Kyoto Univ,Japan Sci & Technol Agcy JST,Univ Sydney,Yale Univ"
10.1038/s42005-022-00875-6,JP,Yokohama Natl Univ
10.1103/PhysRevA.86.022329,"CN,US","Hangzhou Normal Univ,E China Normal Univ,Univ Kansas"
10.1103/PhysRevB.86.024503,ES,"Univ Zaragoza,Fdn ARAID,Univ Pais Vasco UPV EHU,Basque Fdn Sci,CSIC"
10.1088/0953-2048/23/10/105014,CA,D Wave Syst Inc
10.1103/PhysRevLett.133.140402,CN,"Chinese Acad Sci,Univ Chinese Acad Sci,South China Univ Technol,Beijing Acad Quantum Informat Sci,Appl Opt Beijing Normal Univ,Hefei Natl Lab,Hunan Normal Univ,Songshan Lake Mat Lab,UCAS"
10.1103/PhysRevApplied.3.044009,"AU,US","Univ Calif Santa Barbara,Univ Melbourne,Univ Calif Riverside"
10.1103/PhysRevA.93.032322,CA,Univ Waterloo
10.1103/PhysRevA.92.012302,US,CUNY
10.1103/PRXQuantum.2.010322,"AU,CN,US","Univ Sydney,Tsinghua Univ,AWS Ctr Quantum Comp"
10.1140/epjd/e2017-80093-x,"EG,SA","Prince Sattam Bin Abdulaziz Univ,Assiut Univ"
10.1007/s10773-013-1762-5,CN,"Liaocheng Univ,Qufu Normal Univ"
10.1103/PhysRevLett.133.246002,IL,"Bar Ilan Univ,Hebrew Univ Jerusalem"
10.1103/PhysRevA.99.063822,"JP,QA","Hamad Bin Khalifa Univ,NIT Corp,Natl Inst Informat & Commun Technol,Natl Inst Adv Ind Sci & Technol"
10.1103/PhysRevA.88.063823,"JP,US","RIKEN,Univ Michigan"
10.1117/1.JATIS.7.1.011003,US,CALTECH
10.1134/S002136401115015X,CN,S China Normal Univ
10.1088/1674-1056/22/10/100301,"EG,IT,MA,SA","Sohag Univ,Taif Univ,Al Imam Mohammad Ibn Saud Islamic Univ IMSIU,Abdus Salam Int Ctr Theoret Phys,Univ Mohammed V Agdal"
10.1016/j.physb.2012.12.041,IN,Poornaprajna Inst Sci Res
10.1103/PhysRevApplied.21.024058,RU,"Skolkovo Inst Sci & Technol,Moscow Inst Phys & Technol,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevA.100.062321,"AU,CH,VN","Univ Queensland,Thang Long Univ,Univ Sydney,IBM Res Zurich"
10.1103/PhysRevLett.118.103602,DE,"Bayer Akad Wissensch,Tech Univ Munich,Nanosyst Initiat Munich NIM"
10.1063/10.0023896,"SK,UA","Comenius Univ,NAS Ukraine,Kyiv Acad Univ,Slovak Acad Sci"
10.1016/j.optcom.2012.02.063,EG,"Assiut Univ,Al Azhar Univ"
10.1103/PhysRevLett.130.250602,NL,"Delft Univ Technol,Netherlands Org Appl Sci Res TNO"
10.1007/s11128-013-0604-y,CN,"NE Normal Univ,Yanbian Univ"
10.1063/5.0060757,"AU,US","Univ Sydney,Purdue Univ"
10.1103/PhysRevA.84.010301,CN,"Chinese Acad Sci,Wuhan Natl Lab Optoelect,Univ Sci & Technol China,Huazhong Univ Sci & Technol"
10.1002/pssb.201900459,CN,"Nanjing Univ,Nanjing Inst Technol"
10.1038/srep18036,AT,"Univ Innsbruck,Austrian Acad Sci"
10.1103/PhysRevA.110.053710,CN,"Dalian Univ Technol,Liaoning Normal Univ,Dalian Minzu Univ,Qingdao Binhai Univ"
10.1103/PhysRevD.110.114503,JP,"Keio Univ,RIKEN,RIKEN Ctr Quantum Comp RQC,Univ Tokyo"
10.1109/TASC.2023.3277864,US,Univ Rochester
10.1063/5.0032615,AT,"Austrian Acad Sci,Univ Innsbruck"
10.1103/PhysRevLett.105.223601,"CA,CH","ETH,Univ Sherbrooke"
10.1103/PhysRevB.107.L140506,US,"Univ Southern Calif,Georgia Tech Res Inst"
10.1103/PhysRevLett.115.133601,"CA,QA","Univ Waterloo,Qatar Fdn"
10.1088/1402-4896/ad579f,"DE,US","Columbia Univ,Heidelberg Univ,Deutsch Elektronen Synchrotron DESY,Humboldt Univ,IBM TJ Watson Res Ctr,Univ Florida"
10.1088/1361-6668/ac4150,MX,"Inst Tecnol & Estudios Super Monterrey,Inst Nacl Astrofis Opt & Electr"
10.1108/COMPEL-06-2017-0242,"JP,PL,GB","AGH Univ Sci & Technol,Nagoya Univ"
10.1103/PhysRevApplied.19.024066,"DE,IL","Quantum Nanoelect Lab,Bar Ilan Inst Nanotechnol & Adv Mat BINA,Forschungszentrum Julich,Quantum Res Ctr"
10.1103/PhysRevLett.121.060503,"FI,DE","Bayer Akad Wissensch,Tech Univ Munich,Nanosyst Initiat Munich,Aalto Univ"
10.1038/ncomms11018,"CN,US","Chinese Acad Sci,Zhejiang Univ,Univ Kansas,Tsinghua Univ,Tsinghua Natl Lab Informat Sci & Technol TNList,Collaborat Innovat Ctr Quantum Matter"
10.1139/cjp-2017-0227,CN,"Fuzhou Univ,Harbin Inst Technol"
10.1103/PhysRevB.103.174501,"CN,US","Alibaba Grp USA,Alibaba Grp"
10.1038/s41567-024-02400-8,"FR,DE,RO,US","Forschungszentrum Julich,Karlsruhe Inst Technol,Yale Univ,AIDAS,Univ Cologne,Univ PSL,Alice & Bob,IBM TJ Watson Res Ctr,Forschungszentrum Julich & JARA Julich Aachen Res,Rhein Westfal TH Aachen,CETATEA,Technol Innovat Inst"
10.1002/andp.202300350,CN,"South China Normal Univ,Guangxi Normal Univ"
10.1103/PhysRevA.107.032419,RU,"Russian Acad Sci,Russian Quantum Ctr,Natl Univ Sci & Technol MISIS"
10.1088/1367-2630/16/5/055012,DE,Univ Kassel
10.1103/PhysRevLett.128.080504,"CN,FR,US","Univ Chicago,Argonne Natl Lab,Southern Univ Sci & Technol,Univ Lyon,Univ Grenoble Alpes"
10.1103/PhysRevB.82.134518,US,"Univ Illinois,Yale Univ"
10.1103/PRXQuantum.2.020323,"FR,US","Univ Lyon,Univ Chicago"
10.1103/RevModPhys.89.021001,"CA,DE,IN,IL","Max Planck Inst Phys Komplexer Syst,Raman Res Inst,Univ Waterloo,Weizmann Inst Sci"
10.1103/PhysRevB.91.054515,US,"Univ Calif,Stanford Univ,SLAC Natl Accelerator Lab"
10.1109/JLT.2013.2291391,"JP,GB","NTT Corp,Natl Inst Informat & Commun Technol NICT"
10.1364/JOSAB.382881,CN,"East China Jiaotong Univ,Zhejiang Sci Tech Univ"
10.1103/PhysRevX.7.031023,US,Univ Calif Berkeley
10.1088/2058-9565/aceb18,"FR,US","Colorado Sch Mines,NYU,CNRS"
10.1103/PhysRevLett.122.080501,CN,"Southern Univ Sci & Technol,Univ Chinese Acad Sci,Zhejiang Univ,Shenzhen Key Lab Quantum Sci & Engn,Univ Sci & Technol China,Chinese Acad Sci,Huawei Technol"
10.1109/TASC.2017.2649840,JP,Natl Inst Informat & Commun Technol
10.1103/PhysRevA.92.063801,US,"Lab Phys Sci,Univ Maryland,Northrop Grumman Elect Syst,IBM TJ Watson Res Ctr"
10.1038/s41534-020-00353-3,"CZ,DK","Tech Univ Denmark,Palacky Univ"
10.1103/PhysRevB.104.L180304,AU,Univ Sydney
10.1103/PhysRevLett.131.211001,JP,"Univ Tokyo,KEK"
10.1038/s41586-022-04566-8,"CA,DE,NL,CH","Swiss Fed Inst Technol,Univ Sherbrooke,Rhein Westfal TH Aachen,Forschungszentrum Julich,Canadian Inst Adv Res,Delft Univ Technol"
10.1103/PhysRevApplied.11.014031,US,Yale Univ
10.1103/PhysRevLett.117.140505,"KR,US","Harvard Univ,Pohang Univ Sci & Technol POSTECH"
10.1103/PhysRevApplied.22.064023,US,Univ Illinois
10.1109/TMTT.2018.2841829,US,IBM TJ Watson Res Ctr
10.1038/s41586-019-1040-7,US,IBM TJ Watson Res Ctr
10.1088/1367-2630/15/12/123011,US,MIT
10.1038/s41467-024-46623-y,US,"Google AI,Univ Calif Riverside"
10.1038/s41534-019-0209-0,US,Oak Ridge Natl Lab
10.1103/PhysRevA.98.023821,"CN,JP,PL,US","Xi An Jiao Tong Univ,RIKEN,Adam Mickiewicz Univ,Univ Michigan"
10.1103/PhysRevLett.133.150602,"CH,US","IBM Res Zurich,Univ Southern Calif,IBM TJ Watson Res Ctr"
10.1103/PhysRevX.10.011022,US,IBM TJ Watson Res Ctr
10.1063/1.4984894,US,"Lab Phys Sci,Univ Maryland"
10.1103/PhysRevA.104.L050203,"DE,IT,GB","Univ Florence,CNR IOM DEMOCRITOS Simulat Ctr,SISSA,Eberhard Karls Univ Tubingen,Queens Univ Belfast,Univ Trieste"
10.1103/PhysRevLett.129.010402,ES,Inst Fis Fundamental IFF CSIC
10.1038/s41467-024-51434-2,"KR,US","Univ Calif Berkeley,Lawrence Berkeley Natl Lab,Korea Univ,IBM Quantum"
10.1038/s41467-024-47973-3,JP,"Yokohama Natl Univ,Natl Inst Adv Ind Sci & Technol"
10.1088/2058-9565/ab84c1,US,IBM TJ Watson Res Ctr
10.1007/s11128-021-03355-y,"CN,SG","Army Engn Univ,Northeast Normal Univ,Singapore Univ Technol & Design"
10.1103/PhysRevLett.120.267002,US,MIT
10.1142/S0219749911007654,CN,Xi An Jiao Tong Univ
10.1103/PhysRevB.81.024520,SE,Chalmers
10.3762/bjnano.11.131,"DE,RU","Novosibirsk State Tech Univ,Bauman Moscow State Tech Univ,Dukhov Automat Res Inst VNIIA,Leibniz Inst Photon Technol"
10.1103/PhysRevB.96.024502,CN,"Nanjing Univ,Univ Sci & Technol China"
10.1103/PhysRevB.109.155431,"FR,JP,US","Univ Grenoble Alpes,Univ Tsukuba,Yale Univ"
10.1103/PhysRevApplied.20.024024,CH,"Eidgenoss TH Zurich,Univ Bern"
10.1103/PhysRevB.101.035109,CN,Southern Univ Sci & Technol
10.1007/s11467-018-0875-y,CN,"Wuyi Univ,Univ Sci & Technol China,Nanjing Univ,Shangrao Normal Univ,Hangzhou Normal Univ"
10.1038/s41467-018-03686-y,"CN,JP","Univ Tokyo,Peking Univ,RIKEN"
10.1103/PhysRevA.92.032308,US,"Berkeley Ctr Quantum Informat & Computat,Univ Calif Berkeley,Sandia Natl Labs"
10.1088/2058-9565/aadc6c,US,Stanford Univ
10.1103/PhysRevLett.128.126801,DE,"Univ Wurzburg,Wurzburg Dresden Cluster Excellence Ctqmat"
10.1063/1.5119220,DE,Phys Tech Bundesanstalt
10.1038/s41467-018-07279-7,"FR,NL,US","Delft Univ Technol,Univ Calif Santa Barbara,Eindhoven Univ Technol"
10.1038/srep05571,AU,"Macquarie Univ,Univ Queensland"
10.1063/1.5111305,RU,"Moscow MV Lomonosov State Univ,Lomonosov Moscow State Univ,Moscow Tech Univ Commun & Informat,State Univ,Russian Technol Univ MIREA,NL Dukhov All Russia Res Inst Automat"
10.1088/1674-1056/25/8/088501,CN,"Nanjing Univ,Univ Sci & Technol China"
10.1007/s11128-023-04229-1,CN,"Univ Macau,City Univ Hong Kong"
10.1103/PhysRevA.94.022331,CN,"South China Normal Univ,Anhui Xinhua Univ,Nanjing Univ,Huazhong Univ Sci & Technol"
10.1126/sciadv.1603150,"CA,JP","Univ Sherbrooke,Univ Tokyo,RIKEN"
10.1103/PhysRevX.12.021002,FR,"Univ PSL,INRIA Paris,Sorbonne Univ,CNRS,PSL Res Univ"
10.1038/s41467-018-07124-x,"JP,NL","Delft Univ Technol,Natl Inst Mat Sci,Microsoft Stn Q Delft"
10.1103/PhysRevLett.132.140801,US,"Univ Chicago,Rutgers State Univ,Lawrence Berkeley Natl Lab,Stanford Univ,Fermilab Natl Accelerator Lab,AWS Ctr Quantum Networking,NIST"
10.1103/PhysRevLett.128.160401,US,"Washington Univ,MIT,Indiana Univ Purdue Univ Indianapolis IUPUI"
10.1103/PhysRevA.96.010101,"CN,DK","Nanjing Univ,Aarhus Univ,Univ Sci & Technol China"
10.1039/d2sc06019a,"JP,US","IBM Res Almaden,JSR Corp"
10.1038/s41467-022-32056-y,US,"Natl Renewable Energy Lab,ColdQuanta Inc,Univ Texas Austin,Colorado Sch Mines,NVIDIA Corp,Google Quantum AI"
10.21468/SciPostPhys.10.2.037,NL,Delft Univ Technol
10.1103/PhysRevB.87.184501,SE,Chalmers
10.1103/PhysRevLett.126.180501,US,"Yale Univ,Argonne Natl Lab,Univ Texas Austin"
10.1038/s41534-018-0104-0,"FR,ZA","Univ Grenoble Alpes,Univ Witwatersrand"
10.1103/PhysRevA.93.043843,ES,CSIC
10.1038/s41534-019-0228-x,"DE,IL,RU","Ben Gurion Univ Negev,Nucl Res Ctr Negev,Karlsruhe Inst Technol,KIT,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevA.101.012327,"DE,NL","Forschungszentrum Julich,Rhein Westfal TH Aachen,Univ Groningen"
10.1134/S0021364018230030,RU,"All Russia Res Inst Automat,Russian Acad Sci,Natl Res Nucl Univ MEPhI,Natl Res Univ"
10.1038/s41534-018-0088-9,"AU,NL","Delft Univ Technol,Univ Technol Sydney"
10.1088/1612-202X/aa622b,CN,Fuzhou Univ
10.1103/PhysRevApplied.19.064025,"IT,US","Univ Napoli Federico II,Seeqc,Yale Univ,UOS Napoli,CNR Ist Nazl Ott CNR INO"
10.1088/1674-1056/ac0796,CN,"Chinese Acad Sci,Univ Chinese Acad Sci,Songshan Lake Mat Lab"
10.1103/PhysRevB.96.174518,"CN,RU,TW,US","Nanjing Univ,Univ Sci & Technol China,Univ Kansas,Harvard Smithsonian Ctr Astrophys,St Petersburg State Univ,Natl Taiwan Univ"
10.1103/PhysRevA.86.024301,CN,"Hangzhou Normal Univ,E China Normal Univ"
10.1103/PRXQuantum.5.020325,"DE,US","Syracuse Univ,Forschungszentrum Julich,RWTH Achen Univ,Julich Aachen Res Alliance,AF Res Lab"
10.1364/OE.493532,US,"CALTECH,AWS Ctr Quantum Comp"
10.1088/1674-1056/acf496,CN,"Univ Sci & Technol China,Origin Quantum Comp Co Ltd"
10.1088/1367-2630/acc02e,"JP,GB",NTT Corp
10.1063/5.0081232,"IT,MY,SG,CH","Natl Univ Singapore,Univ Teknol Malaysia,Nanyang Technol Univ,Advinno Technol Pte Ltd,Technol Innovat Inst,Univ Milan,INFN Sez Milano,CERN"
10.1103/PhysRevApplied.21.024015,"CH,US","SeeQC Inc,Univ Maryland,Univ Wisconsin Madison,Ecole Polytech Fed Lausanne"
10.1103/PhysRevA.98.042328,CN,"Tsinghua Univ,BNRist"
10.1103/PhysRevLett.106.060501,"JP,US","Univ Calif Santa Barbara,NEC Corp Ltd"
10.1007/s10773-010-0375-5,CN,"Jiangxi Normal Univ,Key Lab Optoelect & Telecommun Jiangxi,Univ Shanghai Sci & Technol"
10.1103/PhysRevLett.126.020502,US,"NIST,Univ Colorado,Raytheon BBN Technol"
10.1103/PhysRevApplied.16.014018,BE,"Katholieke Univ Leuven,IMEC"
10.1038/srep36737,CN,"Fuzhou Univ,Harbin Inst Technol"
10.1063/5.0220776,"KR,GB","Natl Phys Lab,Sejong Univ"
10.1007/s11128-023-04152-5,CN,Xuchang Univ
10.1103/PRXQuantum.2.030321,"CH,US,GB","Yale Univ,Yale Quantum Inst,Univ Chicago,Keysight Technol Inc,Swiss Fed Inst Technol"
10.1103/PhysRevApplied.21.034018,"JP,US","IBM Res Tokyo,IBM Thomas J Watson Res Ctr"
10.1103/PhysRevB.109.085410,US,Argonne Natl Lab
10.1103/PhysRevApplied.18.044025,US,IBM TJ Watson Res Ctr
10.1063/1.4934486,US,Yale Univ
10.1109/TASC.2023.3241131,US,Univ Houston
10.1103/PhysRevLett.116.233604,"DE,GB","Tech Univ Munich,Univ Ulm,Heriot Watt Univ,Max Planck Inst Quantum Opt,Univ Erlangen Nurnberg"
10.1103/PhysRevLett.119.090601,BR,Univ Fed Santa Catarina
10.1038/s41567-020-0812-1,FR,Sorbonne Univ
10.1002/qute.202000121,US,"CUNY,CUNY City Coll"
10.1038/s41534-023-00690-z,"FI,IT,CH","Aalto Univ,Ecole Polytech Fed Lausanne EPFL,Consiglio Nazl Ric IFN CNR"
10.1103/PhysRevA.97.022330,US,Rigetti Comp
10.1103/PhysRevLett.108.046807,"CA,CH","Swiss Fed Inst Technol,Univ Sherbrooke"
10.1038/srep23786,"DE,IL,RU","Karlsruhe Inst Technol,Ben Gurion Univ Negev,KIT,RAS,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr"
10.1088/2058-9565/ad3f47,JP,Fujitsu Ltd
10.1103/PhysRevLett.123.020502,"CN,US","Washington Univ,Southern Univ Sci & Technol,Inst Mat Sci & Engn"
10.1038/s41467-023-38761-6,"AT,IL,RU","IST Austria,Ioffe Inst,Weizmann Inst Sci"
10.1039/d4nr03484h,"FR,DE,ES","CSIC,Univ Zaragoza,Univ Barcelona,PTB,Univ Rennes,Fdn ARAID"
10.1103/PhysRevA.102.033729,"AR,FR","Comis Nacl Energia Atom,Consejo Nacl Invest Cient & Tecn CONICET,Univ Paris Sud,Univ Toulouse"
10.1103/PhysRevA.88.044303,CN,"Natl Univ Def Technol,State Key Lab Math Engn & Adv Comp"
10.1103/PhysRevLett.117.120403,GB,Univ Oxford
10.1103/PhysRevA.84.061805,CH,Swiss Fed Inst Technol
10.1103/PRXQuantum.3.020317,US,"Los Alamos Natl Lab,Univ Maryland"
10.1126/science.abe2824,"CA,US","D Wave Syst,Los Alamos Natl Lab"
10.1103/PhysRevA.106.062428,"ES,US","Tecnun Univ Navarra,Univ Delaware"
10.1103/PhysRevLett.111.090502,US,Duke Univ
10.1109/TASC.2023.3244768,CA,"Univ Waterloo,Adv Wireless Technol R&D Grp"
10.1103/PhysRevB.88.094512,"SG,GB","Univ London Imperial Coll Sci Technol & Med,Natl Univ Singapore"
10.1103/PhysRevApplied.9.014030,US,Princeton Univ
10.1140/epjqt/s40507-024-00248-8,"EG,US","Ain Shams Univ,Univ Sharjah,Abu Dhabi Univ,Texas A&M Univ"
10.1038/s41567-020-0893-x,CN,"Tsinghua Univ,Univ Sci & Technol China"
10.1103/PhysRevB.106.024309,CN,"Chinese Acad Sci,Univ Chinese Acad Sci,UCAS,Songshan Lake Mat Lab"
10.1016/j.physe.2009.10.007,EG,"Assiut Univ,Al Azhar Univ"
10.1103/PhysRevB.81.085328,DE,"Tech Univ Munich,Univ Munich"
10.1209/0295-5075/90/54001,SE,Stockholm Univ
10.22331/q-2020-04-24-257,"HU,PL","Univ Warsaw,Univ Gdansk,Polish Acad Sci,Hungarian Acad Sci,BME MTA Lendulet Quantum Informat Theory Res Grp,Budapest Univ Technol & Econ"
10.1063/1.5040513,JP,Toshiba Co Ltd
10.1103/PhysRevA.88.022303,"CA,CN,JP,TR,US","Koc Univ,Inst Mol Sci,Southeast Univ,Chapman Univ,Univ Calgary,Univ Sci & Technol China"
10.1103/PhysRevLett.124.170601,"FI,RU","Aalto Univ,Moscow Inst Phys & Technol"
10.1126/sciadv.aaw5686,CN,"Zhejiang Univ,Chinese Acad Sci,China Acad Engn Phys"
10.1103/PhysRevA.94.042334,DK,Aarhus Univ
10.1103/PhysRevB.85.054504,CH,"Univ Basel,ETH"
10.1103/PhysRevA.94.022303,IT,"Univ Catania,Ctr Siciliano Fis Nucl & Struttura Mat,UOS Catania Univ,Ist Nazl Fis Nucl"
10.1063/1.4865244,JP,"Akita Prefectural Univ,Natl Inst Physiol Sci"
10.1103/PhysRevA.94.063864,US,Stanford Univ
10.1088/0953-2048/25/2/025005,"IL,US","Natl Inst Stand & Technol,MIT Lincoln Lab,Hebrew Univ Jerusalem,Raytheon BBN Technol"
10.1126/science.abg7812,"CN,JP","Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci,NTT Basic Res Labs & Res Ctr Theoret Quantum Phys,Natl Inst Informat"
10.1063/5.0086489,JP,Univ Tokyo
10.1126/science.aao4309,US,"Univ Calif Santa Barbara,Google,NASA,Univ Space Res Assoc"
10.1038/s41534-020-00333-7,"DE,GB","Univ Duisburg Essen,Kings Coll London,Imperial Coll London"
10.1088/1674-1056/ab4578,CN,"Chinese Acad Sci,Univ Chinese Acad Sci"
10.1142/S0219749921500088,"CA,TN","Univ El Manar,Univ Carthage,Univ Waterloo"
10.1103/PhysRevA.93.062336,ES,"Univ Los Andes,CSIC"
10.1088/2058-9565/ad37d4,"FR,GB","Univ Oxford,Natl Phys Lab,Thames Valley Sci Pk,Alice & Bob,Rutherford Appleton Lab"
10.1103/PhysRevApplied.21.034042,CN,"Southern Univ Sci & Technol,Shenzhen Univ"
10.1126/science.abq5769,"CH,US","Google Res,Univ Geneva,Univ Massachusetts,CALTECH,Univ Calif Riverside,Univ Calif Santa Barbara"
10.1063/5.0040079,CN,Nanjing Univ
10.1103/PhysRevA.87.052306,US,CALTECH
10.1103/PhysRevApplied.10.024052,US,Univ Georgia
10.1103/PhysRevA.109.023705,"CN,SE,TW","Natl Tsing Hua Univ,Natl Chung Cheng Univ,Chalmers Univ Technol,Natl Taiwan Univ,Natl Ctr Theoret Sci,Hon Hai Res Inst,City Univ Hong Kong"
10.1103/PhysRevA.96.063821,CN,Chongqing Univ
10.1103/PhysRevA.108.052603,CN,"Univ Sci & Technol China,Southern Univ Sci & Technol,Huawei Technol"
10.1103/PhysRevA.97.062334,"DE,RU,GB","Karlsruhe Inst Technol,Univ Saarland,Natl Univ Sci & Technol MISIS,Johannes Gutenberg Univ Mainz,Univ Glasgow"
10.1088/0953-2048/23/4/045002,US,"Rutgers State Univ,NIST"
10.1103/PhysRevA.109.062438,CA,"Univ Toronto,Univ Waterloo,Perimeter Inst Theoret Phys"
10.1364/OE.470364,GB,Heriot Watt Univ
10.1007/s11434-011-4821-4,CN,Nanjing Univ
10.1088/0256-307X/39/10/100202,CN,Nanjing Univ
10.1103/PhysRevB.94.144507,"DE,US","Yale Univ,Karlsruhe Inst Technol"
10.1103/PhysRevB.85.104522,"FR,IT","NEST,CNR,Univ Grenoble 1,CNRS"
10.1103/PhysRevApplied.17.024057,"IL,GB","UCL,Bar Ilan Univ,Ben Gurion Univ Negev,Univ Surrey"
10.1103/PhysRevB.101.235422,"FI,DE","Forschungszentrum Julich,Aalto Univ,Univ Oulu,IQM,VTT Tech Res Ctr Finland Ltd"
10.1103/PhysRevA.82.040305,"CA,US","Yale Univ,Univ Waterloo"
10.1088/1367-2630/ab7d7d,"AU,JP,GB","Tokyo Univ Sci,RIKEN,Univ Technol Sydney"
10.1103/PhysRevApplied.12.064013,GB,"Univ Oxford,Oxford Quantum Circuits"
10.1103/PhysRevB.84.235102,CA,Univ Waterloo
10.1088/1367-2630/ac94f2,US,"Northwestern Univ,Fermi Natl Accelerator Lab FNAL"
10.1038/s41598-021-81450-x,"PL,US","Purdue Univ,Jan Dlugosz Univ Czestochowa"
10.1038/s41467-022-31638-0,US,"Univ Massachusetts,Raytheon BBN,NIST,Keysight Technol"
10.1103/PRXQuantum.4.040324,US,"Univ Calif Berkeley,Computat Res Div,Univ Rochester,Mat Sci Div,Chapman Univ"
10.1038/s41567-019-0703-5,US,"Princeton Univ,Northwestern Univ,Univ Chicago"
