DOI,Article Title,Abstract,Country Code,Institutions,Publication Year,isSuperconducting,isTrappedIon,isPhotonic,isSpin
10.1103/PhysRevApplied.22.044057,Coherent control of a triangular exchange-only spin qubit,"We demonstrate coherent control of a three-electron exchange-only spin qubit with the quantum dots arranged in a close-packed triangular geometry. The device is tuned to confine one electron in each quantum dot, as evidenced by pairwise charge stability diagrams. Time-domain control of the exchange coupling is demonstrated and qubit performance is characterized using blind randomized benchmarking, with an average single-qubit gate fidelity F = 99.84%. The compact triangular device geometry can be readily scaled to larger two-dimensional quantum dot arrays with high connectivity.",US,"HRL Labs LLC,Univ Calif Los Angeles,Stanford Univ,Microsoft,SCAD Savannah",2024,0,0,0,1
10.1103/PhysRevA.102.042602,Qubit-environment negativity versus fidelity of conditional environmental states for a nitrogen-vacancy-center spin qubit interacting with a nuclear environment,"We study the evolution of qubit-environment entanglement, quantified using negativity, for nitrogen-vacancycenter spin qubits interacting with an environment of partially polarized nuclear spins in the diamond lattice. We compare it with the evolution of the fidelity of environmental states conditional on the pointer states of the qubit, which can serve as a tool to distinguish between entangling and nonentangling decoherence in the pure-dephasing scenario considered here. The two quantities show remarkable agreement during the evolution in a wide range of system parameters, leading to the conclusion that the amount of entanglement generated between the qubit and the environment is likely to be proportional to the trace that the joint evolution leaves on the environment.",PL,"Wroclaw Univ Technol,Polish Acad Sci",2020,0,0,0,1
10.1016/j.ijleo.2009.03.006,Nanophotonic waveguidance in quantum networks - A simulation approach for quantum state transfer,"A cavity-assisted Raman process can initialize the inter-conversion of stationary spin qubits and flying photon qubits in quantum channels. The qubit transmission essentially requires the implementation of special laser fields to excite atoms at the transmitting node of the quantum cavity. The flying qubit is ultimately absorbed at the receiving node of the channel to regenerate the original spin state of the nanodot. The present paper deals with the phenomena involved in such nanophotonic waveguidance by the process of rigorous simulation, and it is reported that the results obtained by implementing suitable transmission protocol reflect well the reliable transfer/entanglement of the quantum states of the nanodot qubit (C) 2009 Elsevier GmbH All rights reserved",MY,Multimedia Univ,2010,0,0,1,1
10.1039/c6dt02664h,A scalable architecture for quantum computation with molecular nanomagnets,"A proposal for a magnetic quantum processor that consists of individual molecular spins coupled to superconducting coplanar resonators and transmission lines is carefully examined. We derive a simple magnetic quantum electrodynamics Hamiltonian to describe the underlying physics. It is shown that these hybrid devices can perform arbitrary operations on each spin qubit and induce tunable interactions between any pair of them. The combination of these two operations ensures that the processor can perform universal quantum computations. The feasibility of this proposal is critically discussed using the results of realistic calculations, based on parameters of existing devices and molecular qubits. These results show that the proposal is feasible, provided that molecules with sufficiently long coherence times can be developed and accurately integrated into specific areas of the device. This architecture has an enormous potential for scaling up quantum computation thanks to the microscopic nature of the individual constituents, the molecules, and the possibility of using their internal spin degrees of freedom.","AT,NL,ES","CSIC,Univ Zaragoza,Fdn ARAID,Univ Barcelona,TU Wien,Delft Univ Technol",2016,1,0,0,1
10.1038/s41565-020-00828-6,Ultrafast hole spin qubit with gate-tunable spin-orbit switch functionality,"Quantum computers promise to execute complex tasks exponentially faster than any possible classical computer, and thus spur breakthroughs in quantum chemistry, material science and machine learning. However, quantum computers require fast and selective control of large numbers of individual qubits while maintaining coherence. Qubits based on hole spins in one-dimensional germanium/silicon nanostructures are predicted to experience an exceptionally strong yet electrically tunable spin-orbit interaction, which allows us to optimize qubit performance by switching between distinct modes of ultrafast manipulation, long coherence and individual addressability. Here we used millivolt gate voltage changes to tune the Rabi frequency of a hole spin qubit in a germanium/silicon nanowire from 31 to 219 MHz, its driven coherence time between 7 and 59 ns, and its Lande g-factor from 0.83 to 1.27. We thus demonstrated spin-orbit switch functionality, with on/off ratios of roughly seven, which could be further increased through improved gate design. Finally, we used this control to optimize our qubit further and approach the strong driving regime, with spin-flipping times as short as similar to 1 ns. Quantum computing requires fast and selective control of a large number of individual qubits while maintaining coherence, which is hard to achieve concomitantly. All-electrical operation of a hole spin qubit in a Ge/Si nanowire demonstrates the principle of switching from a mode of selective and fast control to idling with increased coherence.","NL,CH","Univ Basel,Eindhoven Univ Technol",2021,0,0,0,1
10.1088/1361-648X/ab4933,Charge noise induced spin dephasing in a nanowire double quantum dot with spin-orbit coupling,"Unexpected fluctuating charge field near a semiconductor quantum dot has severely limited the coherence time of the localized spin qubit. It is the interplay between the spin-orbit coupling and the asymmetrical confining potential in a quantum dot, that mediates the longitudinal interaction between the spin qubit and the fluctuating charge field. Here, we study the 1/f charge noise induced spin dephasing in a nanowire double quantum dot via exactly solving its eigen-energies and eigenfunctions. Our calculations demonstrate that the spin dephasing has a nonmonotonic dependence on the asymmetry of the double quantum dot confining potential. With the increase of the potential asymmetry, the dephasing rate first becomes stronger very sharply before reaching to a maximum, after that it becomes weaker softly. Also, we find that the applied external magnetic field contributes to the spin dephasing, the dephasing rate is strongest at the anti-crossing point B-0 in the double quantum dot.",CN,Yanshan Univ,2020,0,0,0,1
10.1103/PhysRevA.81.044305,Dressed qubits in nuclear spin baths,"We present a method to encode a dressed qubit into the product state of an electron spin localized in a quantum dot and its surrounding nuclear spins via a dressing transformation. In this scheme, the hyperfine coupling and a portion of a nuclear dipole-dipole interaction become logic gates, while they are the sources of decoherence in electron-spin qubit proposals. We discuss errors and corrections for the dressed qubits. Interestingly, the effective Hamiltonian of nuclear spins is equivalent to a pairing Hamiltonian, which provides the microscopic mechanism to protect dressed qubits against decoherence.",ES,"Univ Basque Country,Basque Fdn Sci",2010,0,0,0,1
10.1103/PhysRevA.99.042316,Spin-qubit noise spectroscopy from randomized benchmarking by supervised learning,"We demonstrate a method to obtain the spectra of 1/f noises in spin-qubit devices from randomized benchmarking, assisted by supervised learning. The noise exponent, which indicates the correlation within the noise, is determined by training a double-layer neural network with the ratio between the randomized benchmarking results of pulse sequences that correct noise or not. After the training is completed, the neural network is able to predict the exponent within an absolute error of about 0.05, comparable with existing methods. The noise amplitude is then evaluated by training another neural network with the decaying fidelity of randomized benchmarking results from the uncorrected sequences. The relative error for the prediction of the noise amplitude is as low as 5% provided that the noise exponent is known. Our results suggest that the neural network is capable of predicting noise spectra from randomized benchmarking, which can be an alternative method to measure noise spectra in spin-qubit devices.",CN,"City Univ Hong Kong,South China Normal Univ",2019,0,0,0,1
10.1063/5.0031231,Individual two-axis control of three singlet-triplet qubits in a micromagnet integrated quantum dot array,"The individual confinement and two-axis qubit operations of two-electron spin qubits in a GaAs gate-defined sextuple quantum dot array with an integrated micromagnet are reported in this study. As a first step toward multiple-qubit operations, we demonstrate coherent manipulations of three singlet-triplet qubits showing underdamped Larmor and Ramsey oscillations in all double dot sites. An accurate measurement of site-dependent field gradients as well as root-mean-squared electric and magnetic noise is provided, which is followed by a discussion of the adequacy of a simple rectangular micromagnet for practical use in multiple quantum dot arrays. Current limitations and possible strategies for achieving simultaneous multi-qubit operations in extended linear arrays are also presented.","IL,KR","Seoul Natl Univ,Pusan Natl Univ,Weizmann Inst Sci",2020,0,0,0,1
10.1038/s41563-024-01857-5,Sweet-spot operation of a germanium hole spin qubit with highly anisotropic noise sensitivity,"Spin qubits defined by valence band hole states are attractive for quantum information processing due to their inherent coupling to electric fields, enabling fast and scalable qubit control. Heavy holes in germanium are particularly promising, with recent demonstrations of fast and high-fidelity qubit operations. However, the mechanisms and anisotropies that underlie qubit driving and decoherence remain mostly unclear. Here we report the highly anisotropic heavy-hole g-tensor and its dependence on electric fields, revealing how qubit driving and decoherence originate from electric modulations of the g-tensor. Furthermore, we confirm the predicted Ising-type hyperfine interaction and show that qubit coherence is ultimately limited by 1/f charge noise, where f is the frequency. Finally, operating the qubit at low magnetic field, we measure a dephasing time of T-2* = 17.6 mu s, maintaining single-qubit gate fidelities well above 99% even at elevated temperatures of T > 1 K. This understanding of qubit driving and decoherence mechanisms is key towards realizing scalable and highly coherent hole qubit arrays.","CH,US","IBM Res Europe Zurich,TJ Watson Res Ctr",2024,0,0,0,1
10.1103/PhysRevB.84.235309,Screening of charged impurities with multielectron singlet-triplet spin qubits in quantum dots,"Charged impurities in semiconductor quantum dots comprise one of the main obstacles to achieving scalable fabrication and manipulation of singlet-triplet spin qubits. We theoretically show that using dots that contain several electrons each can help to overcome this problem through the screening of the rough and noisy impurity potential by the excess electrons. We demonstrate how the desired screening properties turn on as the number of electrons is increased, and we characterize the properties of a double quantum dot singlet-triplet qubit for small odd numbers of electrons per dot. We show that the sensitivity of the multielectron qubit to charge noise may be an order of magnitude smaller than that of the two-electron qubit.",US,Univ Maryland,2011,0,0,0,1
10.1103/PhysRevB.107.085428,Qubit-environment entanglement outside of pure decoherence: Hyperfine interaction,"In spin-based architectures of quantum devices, the hyperfine interaction between the electron spin qubit and the nuclear spin environment remains one of the main sources of decoherence. This paper provides a short review of the current advances in the theoretical description of the qubit decoherence dynamics. Next, we study the qubit-environment entanglement using negativity as its measure. For an initial maximally mixed state of the environment, we study negativity dynamics as a function of environment size, changing the numbers of environmental nuclei and the total spin of the nuclei. Furthermore, we study the effect of the magnetic field on qubit-environment disentangling timescales.","CZ,ES","Barcelona Inst Sci & Technol,ICREA,Czech Acad Sci",2023,0,0,0,1
10.1021/acs.nanolett.7b01796,Protecting a Diamond Quantum Memory by Charge State Control,"In recent years, solid-state spin systems have emerged as promising candidates for quantum information processing. Prominent examples are the nitrogen-vacancy (NV) center in diamond, phosphorus dopants in silicon (Si:P), rare-earth ions in solids, and V-si-centersin silicon-carbide. The Si:P system has demonstrated that its nuclear spins can yield exceedingly long spin coherence times by eliminating the electron spin of the dopant. For NV centers, however, a proper charge state for storage of nuclear spin qubit coherence has not been identified yet. Here, we identify and characterize the positively charged NV center as an electron spin-less and optically inactive state by utilizing the nuclear spin qubit as a probe. We control the electronic charge and spin utilizing nanometer scale gate electrodes. We achieve a lengthening of the nuclear spin coherence times by a factor of 4. Surprisingly, the new charge state allows switching of the optical response of single nodes facilitating full individual addressability.","AU,DE,HU,JP,LT,ES","Univ Stuttgart,Tech Univ Munich,Hungarian Acad Sci,Budapest Univ Technol & Econ,Swabian Instruments GmbH,Univ Leipzig,Natl Inst Mat Sci,Univ Tsukuba,Australian Natl Univ,Ctr Phys Sci & Technol,Max Planck Inst Solid State Res,CSIC,Barcelona Inst Sci & Technol,ICREA",2017,0,0,0,1
10.1002/aelm.202300648,Mapping of Spin-Wave Transport in Thulium Iron Garnet Thin Films Using Diamond Quantum Microscopy,"Spin waves, collective dynamic magnetic excitations, offer crucial insights into magnetic material properties. Rare-earth iron garnets offer an ideal spin-wave (SW) platform with long propagation length, short wavelength, gigahertz frequency, and applicability to magnon spintronic platforms. Of particular interest, thulium iron garnet (TmIG) has attracted huge interest recently due to its successful growth down to a few nanometers, observed topological Hall effect, and spin-orbit torque-induced switching effects. However, there is no direct spatial measurement of its SW properties. This work uses diamond nitrogen-vacancy (NV) magnetometry in combination with SW electrical transmission spectroscopy to study SW transport properties in TmIG thin films. NV magnetometry allows probing spin waves at the sub-micrometer scale, seen by the amplification of the local microwave magnetic field due to the coupling of NV spin qubits with the stray magnetic field produced by the microwave-excited spin waves. By monitoring the NV spin resonances, the SW properties in TmIG thin films are measured as a function of the applied magnetic field, including their amplitude, decay length (approximate to 50 mu m), and wavelength (0.8-2 mu m). These results pave the way for studying spin qubit-magnon interactions in rare-earth magnetic insulators, relevant to quantum magnonics applications. The nitrogen-vacancy magnetometry is used to map spin-wave (SW) transport properties of a thulium iron garnet thin film (thickness of 34 nm). A SW decay length approximate to 50 mu m and SW wavelength approximate to 0.8-2 mu m are measured that depend on the applied magnetic field. These results pave the way for using spin waves in rare-earth magnets for magnon spintronics.image",US,Univ Nebraska,2024,0,0,0,1
10.1103/PhysRevA.107.033516,Optomechanical-interface-induced strong spin-magnon coupling,"Strong long-distance spin-magnon coupling is essential for solid-state quantum information processing and single-qubit manipulation. Here, we propose an approach to realize strong spin-magnon coupling in a hybrid op-tomechanical cavity-spin-magnon system, where the optomechanical system, consisting of two cavities coupled to a common high-frequency mechanical resonator, acts as quantum interface. By eliminating the mechanical mode, position-position coupling and two-mode squeezing of two cavities are induced. In the squeezing repre-sentation, the spin-photon, magnon-photon, and photon-photon coupling strengths are exponentially amplified, thus lower-and upper-branch polaritons (LBP and UBP) are generated by strongly coupled squeezed modes of two cavities. Utilizing the critical property of the LBP, the coupling between the spin qubit (magnon) and LBP is greatly enhanced, while the coupling between the spin qubit (magnon) and UBP is fully suppressed. In the dispersive regime, strong and tunable spin-magnon coupling is induced by the virtual LBP, allowing quantum state exchange between them. Our proposal provides a promising platform to construct magnon-based hybrid systems and realize solid-state quantum information processing with optomechanical interfaces.",CN,"Wenzhou Univ,Hangzhou Normal Univ,Anhui Univ",2023,0,0,0,1
10.1103/PhysRevA.96.042108,Localization of a magnetic moment using a two-qubit probe,"A nanomagnet precessing in an external magnetic field can be treated as a source of narrow-bandwidth magnetic noise, that leaves characteristic fingerprints in decoherence of a nearby spin qubit undergoing dynamical decoupling. We show how, by measurements of two-qubit coherence, a noise sensor composed of a qubit pair can be used to reconstruct the position of the nanomagnet. Such localization of noise source is possible with only two qubit probes, because the course of coherence decay under appropriately designed dynamical decoupling sequences contains information not only about noises experienced by each qubit, but also about their cross-correlations. We test the applicability of the proposed protocol on an example of two qubits coupled to the nanomagnet via dipolar interaction. We also show how, using a two-qubit sensor possessing a particular symmetry, one can localize the nanomagnet even when the sensor-magnet coupling law is unknown.","PL,GB","Univ Warsaw,Polish Acad Sci",2017,0,0,0,1
10.1039/d3cc04770a,Molecular elastic crystals exhibiting slow magnetic relaxations,We report an elastic crystal of a copper(ii) porphyrinato complex that exhibits slow magnetic relaxations and is a promising candidate for an external-force-responsive spin qubit. Elastic crystals exhibiting slow magnetic relaxation behaviour were constructed by combining alkyl-substituted porphyrins and copper(ii) ions.,JP,"Nara Womens Univ,Nihon Univ",2023,0,0,0,1
10.1103/PhysRevB.94.205413,Creating arbitrary quantum vibrational states in a carbon nanotube,"We theoretically study the creation of single-and multiphonon Fock states and arbitrary superpositions of quantum phonon states in a nanomechanical carbon nanotube (CNT) resonator. In our model, a doubly clamped CNT resonator is initialized in the ground state, and a single electron is trapped in a quantum dot which is formed by an electric gate potential and brought into the magnetic field of a micromagnet. The preparation of arbitrary quantum phonon states is based on the coupling between the mechanical motion of the CNT and the electron spin which acts as a nonlinearity. We assume that electrical driving pulses with different frequencies are applied on the system. The quantum information is transferred from the spin qubit to the mechanical motion by the spin-phonon coupling, and the electron spin qubit can be reset by the single-electron spin resonance. We describe Wigner tomography which can be applied at the end to obtain the phase information of the prepared phonon states.",DE,Univ Konstanz,2016,0,0,0,1
10.1002/chem.202304202,Spin qubits of Cu(II) doped in Zn(II) metal-organic frameworks above microsecond phase memory time,"With the aim of creating Cu(II) spin qubits in a rigid metal-organic framework (MOF), this work demonstrates a doping of 5 %, 2 %, 1 %, and 0.1 % mol of Cu(II) ions into a perovskite-type MOF [CH6N3][ZnII(HCOO)3]. The presence of dopant Cu(II) sites are confirmed with anisotropic g-factors (gx=2.07, gy=2.12, and gz=2.44) in the S=1/2 system by experimentally and theoretically. Magnetic dynamics indicate the occurrence of a slow magnetic relaxation via the direct and Raman processes under an applied field, with a relaxation time (tau) of 3.5 ms (5 % Cu), 9.2 ms (2 % Cu), and 15 ms (1 % Cu) at 1.8 K. Furthermore, pulse-ESR spectroscopy reveals spin qubit properties with a spin-spin relaxation (phase memory) time (T2) of 0.21 mu s (2 %Cu), 0.39 mu s (1 %Cu), and 3.0 mu s (0.1 %Cu) at 10 K as well as Rabi oscillation between MS=+/- 1/2 spin sublevels. T2 above microsecond is achieved for the first time in the Cu(II)-doped MOFs. It can be observed at submicrosecond around 50 K. These spin relaxations are very sensitive to the magnetic dipole interactions relating with cross-relaxation between the Cu(II) sites and can be tuned by adjusting the dopant concentration. This work demonstrates the occurrence of both magnetic relaxation and spin coherence on single-ion Cu(II) centers in the three-dimensional metal-organic framework (MOF) having phase memory time above microsecond. It provides a new platform for the application of MOFs as spin quantum materials having fine-tuning ability.image","CN,JP","Chitose Inst Sci & Technol,Tohoku Univ,Univ Hong Kong,Osaka Metropolitan Univ,Tongji Univ",2024,0,0,0,1
10.1016/j.physleta.2014.08.015,Nonlocal entanglement and noise between spin qubits induced by Majorana bound states,"We propose a scheme to create nonlocal entanglement between two spatially separated electron spin qubits by coupling them with a pair of Majorana bound states (MBSs). The spin qubits are based on the spins of electrons confined in quantum dots. It is shown that spin entanglement between two dots could be generated by the nonlocality of MBSs. We also demonstrate that in the transport regime, the current noise cross correlation can serve as a good indicator of spin entanglement. The Majorana-dot coupling not only induces an indirect interaction between qubits, but also produces spin localization in the strong coupling limit. These two competing effects lead to a nonmonotonic dependence of current cross-correlation and entanglement on the Majorana-qubit coupling strength. (C) 2014 Published by Elsevier B.V.",CN,"Univ Elect Sci & Technol China,Univ Hong Kong,Tsinghua Univ,Collaborat Innovat Ctr Quantum Matter",2015,0,0,0,1
10.1039/c3nr04114j,Towards controllable growth of self-assembled SiGe single and double quantum dot nanostructures,"Fabrication of semiconductor single and double quantum dot (QD) nanostructures is of utmost importance due to their promising applications in the study of advanced cavity quantum electrodynamics, quantum optics and solid-state spin qubits. We present results about the controllable growth of self-assembled single and double SiGe QD arrays with an ultra-low areal density of 1 x 10(7) cm(-2) on nanohole-patterned Si substrates via molecular beam epitaxy. The two dots in a double QD (DQD) aligned along the elongation direction of the nanoholes and show unsymmetrical features in both size and composition due to the asymmetric nanohole profiles after Si buffer layer growth. The interdot spacing between the two dots in a DQD could well be adjusted by changing the elongation ratio of nanoholes. Moreover, whether a single or a double QD formed in a given nanohole was found to be determined by the growth temperature of the Si buffer layer, the reason of which is given by the calculation of the surface chemical potential around the nanoholes after the buffer layer growth.",CN,"Fudan Univ,Huazhong Univ Sci & Technol",2014,0,0,0,1
10.1088/2058-9565/acef54,Quantum gates with oscillating exchange interaction,"Two-qubit gates between spin qubits are often performed using a rectangular or an adiabatic exchange interaction pulse resulting in a CZ gate. An oscillating exchange pulse not only performs a CZ gate, but also enables the iSWAP gate, which offers more flexibility to perform quantum algorithms. We provide a detailed description for two-qubit gates using resonant and off-resonant exchange pulses, give conditions for performing the respective gates, and compare their performance to the state-of-the-art static counterpart. We find that for relatively low charge noise the gates still perform reliably and compare to the conventional CZ gate.",DE,Univ Konstanz,2024,0,0,0,1
10.1103/PhysRevLett.110.010403,Noise Spectroscopy Using Correlations of Single-Shot Qubit Readout,"A better understanding of the noise causing qubit decoherence is crucial for improving qubit performance. The noise spectrum affecting the qubit may be extracted by measuring dephasing under the application of pulse sequences but requires accurate qubit control and sufficiently long relaxation times, which are not always available. Here, we describe an alternative method to extract the spectrum from correlations of single-shot measurement outcomes of successive free induction decays. This method only requires qubit initialization and readout with a moderate fidelity and also allows independent tuning of both the overall sensitivity and the frequency region over which it is sensitive. Thus, it is possible to maintain a good detection contrast over a very wide frequency range. We discuss using our method for measuring both 1/f noise and the fluctuation spectrum of the nuclear bath of GaAs spin qubits. DOI:10.1103/PhysRevLett.110.010403",DE,"Rhein Westfal TH Aachen,JARA Fundamentals Future Informat Technol",2013,0,0,0,1
10.1134/S1028335816080048,Spin of the ground quantum state of electrons from first principles in the representation of Feynman path integrals,"A method for calculating the spin of the ground quantum state of nonrelativistic electrons and distance between energy levels of quantum states differing in the spin magnitude from first principles is proposed. The approach developed is free from the one-electron approximation and applicable in multielectron systems with allowance for all spatial correlations. The possibilities of the method are demonstrated by the example of calculating the energy gap between spin states in model ellipsoidal quantum dots with a harmonic confining field. The results of computations by the Monte Carlo method point to high sensitivity of the energy gap to the break of spherical symmetry of the quantum dot. For three electrons, the phenomenon of inversion has been revealed for levels corresponding to high and low values of the spin. The calculations demonstrate the practical possibility to obtain spin states with arbitrarily close energies by varying the shape of the quantum dot, which is a key condition for development prospects in technologies of storage systems based on spin qubits.",RU,Peter Great St Petersburg Polytech Univ,2016,0,0,0,1
10.1038/s41467-021-24494-x,Room-temperature control and electrical readout of individual nitrogen-vacancy nuclear spins,"Nuclear spins in semiconductors are leading candidates for future quantum technologies, including quantum computation, communication, and sensing. Nuclear spins in diamond are particularly attractive due to their long coherence time. With the nitrogen-vacancy (NV) centre, such nuclear qubits benefit from an auxiliary electronic qubit, which, at cryogenic temperatures, enables probabilistic entanglement mediated optically by photonic links. Here, we demonstrate a concept of a microelectronic quantum device at ambient conditions using diamond as wide bandgap semiconductor. The basic quantum processor unit - a single N-14 nuclear spin coupled to the NV electron - is read photoelectrically and thus operates in a manner compatible with nanoscale electronics. The underlying theory provides the key ingredients for photoelectric quantum gate operations and readout of nuclear qubit registers. This demonstration is, therefore, a step towards diamond quantum devices with a readout area limited by inter-electrode distance rather than by the diffraction limit. Such scalability could enable the development of electronic quantum processors based on the dipolar interaction of spin-qubits placed at nanoscopic proximity. Nuclear spins in diamond are promising for applications in quantum technologies due to their long coherence times. Here, the authors demonstrate a scalable electrical readout of individual intrinsic N-14 nuclear spins in diamond, mediated by hyperfine coupling to electron spin of the NV center, as a step towards room-temperature nanoscale diamond quantum devices.","AT,BE,CZ,HU,SE","Hasselt Univ,Czech Tech Univ,Czech Acad Sci,Univ Vienna,Wigner Res Ctr Phys,Linkoping Univ,IMEC,Budapest Univ Technol & Econ",2021,0,0,1,1
10.1098/rsta.2021.0275,Non-adiabatic quantum control of quantum dot arrays with fixed exchange using Cartan decomposition,"In semiconductor spin qubits which typically interact through short-range exchange coupling, shuttling of spin is a practical way to generate quantum operations between distant qubits. Although the exchange is often tunable through voltages applied to gate electrodes, its minimal value can be significantly large, which hinders the applicability of existing shuttling protocols to such devices, requiring a different approach. In this work, we extend our previous results for double- and triple-dot systems, and describe a method for implementing spin state transfer in long chains of singly occupied quantum dots in a non-adiabatic manner. We make use of Cartan decomposition to break down the interacting problem into simpler problems in a systematic way, and use dynamical invariants to design smooth non-adiabatic pulses that can be implemented in devices with modest control bandwidth. Finally, we discuss the extensibility of our results to directed shuttling of spin states on two-dimensional lattices of quantum dots with fixed coupling.This article is part of the theme issue 'Shortcuts to adiabaticity: theoretical, experimental and interdisciplinary perspectives'.",US,"Univ Maryland Baltimore Cty,Lab Phys Sci,Univ Maryland",2022,0,0,0,1
10.1134/S1070328417040066,Valence-tautomeric adducts of Co(II) diketonates based on annelated di-o-quinones: Computer simulation,"The computer simulation (DFT B3LYP*/6-311++G(d,p)) is performed for the adducts of divalent cobalt diketonates with di-o-quinones in which the quinone rings are separated by the cycloalkane spacers. The isomers containing dianion-diradical forms of the redox-active ligand, the character of exchange between unpaired electrons of which depends on the spacer structure, correspond to the ground states of the considered compounds. Strong antiferromagnetic interactions (J > 400 cm(-1)) are predicted for the most stable electromers of the adducts of Co(II) bis(chelates) with 9,10-dimethyl-9,10-ethanoanthracene-2,3,6,7(9H,10H)-tetraone, whereas a weak exchange favoring paramagnetism in a wide temperature range is expected for the ground states of the binuclear complexes with the isomeric 5,10-dimethyl-4b,5,9b,10-tetrahydroindeno[2,1-a]indene-2,3,7,8-tetraone spacer. The electromers of the complex with the hexafluoroacetylacetone ligands are characterized by close values of the total energies, due to which the complex becomes a promising object for the development of spin qubits.",RU,"Southern Fed Univ,Russian Acad Sci",2017,0,0,0,1
10.1103/PhysRevB.88.245306,Rapid creation of distant entanglement by multiphoton resonant fluorescence,"We study a simple, effective, and robust method for entangling two separate stationary quantum dot spin qubits with high fidelity using multiphoton Gaussian state. The fluorescence signals from the two dots interfere at a beam splitter. The bosonic nature of photons leads, in analogy with the Hong-Ou-Mandel effect, to selective pairing of photon holes (photon absences in the fluorescent signals). As a result, two odd photon number detections at the outgoing beams herald trion entanglement creation, and subsequent reduction of the trions to the spin ground states leads to spin-spin entanglement. The robustness of the Gaussian states is evidenced by the ability to compensate for photon absorption and noise by a moderate increase in the number of photons at the input. We calculate the entanglement generation rate in the ideal, nonideal, and near-ideal detector regimes and find substantial improvement over single-photon schemes in all three regimes. Fast and efficient spin-spin entanglement creation can form the basis for a scalable quantum dot quantum computing network. Our predictions can be tested using current experimental capabilities.",US,Univ Calif San Diego,2013,0,0,0,1
10.1088/1367-2630/aa7faf,Exact analysis of gate noise effects on non-adiabatic transformations of spin-orbit qubits,Weconsidered various types of potential noise in gates controlling non-adiabatic holonomic transformations of spin-qubits in one and two-dimensional systems with the Rashba interaction. It is shown how exact results can be derived for deviations of spin rotation angle and fidelity of the qubit transformation after a completed transformation. Errors in initial values of gate potentials and time-dependent drivings are considered and exact results for white gate noise are derived and analysed in detail. It is demonstrated how the drivings can be tuned to optimise the final fidelity of the transformation and to minimise the variances of qubit transformations.,SI,"J Stefan Inst,Univ Ljubljana",2017,0,0,0,1
10.1103/PhysRevB.83.121403,Efficient controlled-phase gate for single-spin qubits in quantum dots,"Two-qubit interactions are at the heart of quantum information processing. For single-spin qubits in semiconductor quantum dots, the exchange gate has always been considered the natural two-qubit gate. The recent integration of a magnetic field or g-factor gradients in coupled quantum dot systems allows for a one-step, robust realization of the controlled-phase (C-phase) gate instead. We analyze the C-phase gate durations and fidelities that can be obtained under realistic conditions, including the effects of charge and nuclear field fluctuations, and find gate error probabilities of below 10(-4), possibly allowing fault-tolerant quantum computation.","FR,NL","Delft Univ Technol,CNRS,Univ Grenoble 1",2011,0,0,0,1
10.1039/d0sc03107k,A heterometallic [LnLn′Ln] lanthanide complex as a qubit with embedded quantum error correction,"We show that a [Er-Ce-Er] molecular trinuclear coordination compound is a promising platform to implement the three-qubit quantum error correction code protecting against pure dephasing, the most important error in magnetic molecules. We characterize it by preparing the [Lu-Ce-Lu] and [Er-La-Er] analogues, which contain only one of the two types of qubit, and by combining magnetometry, low-temperature specific heat and electron paramagnetic resonance measurements on both the elementary constituents and the trimer. Using the resulting parameters, we demonstrate by numerical simulations that the proposed molecular device can efficiently suppress pure dephasing of the spin qubits.","IT,ES","Univ Parma,INSTM,Univ Zaragoza,Univ Barcelona,Univ Barcelona IN2UB",2020,0,0,0,1
10.1103/PhysRevLett.121.177701,Quadrupolar Exchange-Only Spin Qubit,"We propose a quadrupolar exchange-only spin qubit that is highly robust against charge noise and nuclear spin dephasing, the dominant decoherence mechanisms in quantum dots. The qubit consists of four electrons trapped in three quantum dots, and operates in a decoherence-free subspace to mitigate dephasing due to nuclear spins. To reduce sensitivity to charge noise, the qubit can be completely operated at an extended charge noise sweet spot that is first-order insensitive to electrical fluctuations. Because of on-site exchange mediated by the Coulomb interaction, the qubit energy splitting is electrically controllable and can amount to several GHz even in the off configuration, making it compatible with conventional microwave cavities.","DE,US","Univ Konstanz,Princeton Univ",2018,0,0,0,1
10.1088/1674-1056/20/10/100310,Decoherence-free spin entanglement generation and purification in nanowire double quantum dots,"We propose a deterministic generation and purification of decoherence-free spin entangled states with singlet-triplet spins in nanowire double quantum dots via resonator-assisted charge manipulation and measurement techniques. Each spin qubit corresponds to two electrons in a double quantum dot in the nanowire, with the singlet and one of the triplets as the decoherence-free qubit states. The logical qubits are immunized against the dominant source of decoherence-dephasing-while the influences of additional errors are shown by numerical simulations. We analyse the performance and stability of all required operations and emphasize that all techniques are feasible in current experimental conditions.",CN,Southeast Univ,2011,0,0,0,1
10.1103/PhysRevLett.122.217702,Spin-orbit Interactions for Singlet-Triplet Qubits in Silicon,"Spin-orbit coupling is relatively weak for electrons in bulk silicon, but enhanced interactions are reported in nanostructures such as the quantum dots used for spin qubits. These interactions have been attributed to various dissimilar interface effects, including disorder or broken crystal symmetries. In this Letter, we use a double-quantum-dot qubit to probe these interactions by comparing the spins of separated singlet-triplet electron pairs. We observe both intravalley and intervalley mechanisms, each dominant for [110] and [100] magnetic field orientations, respectively, that arc consistent with a broken crystal symmetry model. We also observe a third spin-flip mechanism caused by tunneling between the quantum dots. This improved understanding is important for qubit uniformity, spin control and decoherence, and two-qubit gates.","CA,US","Univ Sherbrooke,Sandia Natl Labs,Canadian Inst Adv Res",2019,0,0,0,1
