DOI,Country Code,Institutions
10.1103/PhysRevA.82.012304,"SG,GB","Univ Bristol,Natl Univ Singapore"
10.1103/PhysRevLett.111.090502,US,Duke Univ
10.1103/PRXQuantum.5.020346,"DE,US","Paderborn Univ,Virginia Tech,Virginia Tech Ctr Quantum Informat Sci & Engn"
10.1103/PhysRevA.94.012324,IL,Hebrew Univ Jerusalem
10.1126/science.aal2469,US,"Princeton Univ,HRL Labs LLC,Univ Calif Santa Barbara"
10.1103/PhysRevLett.104.123601,AR,"Univ Buenos Aires,CITEDEF"
10.1007/s11128-023-04225-5,CN,"Beijing Computat Sci Res Ctr,Nanjing Univ Sci & Technol"
10.1103/PhysRevLett.106.100401,"AU,US","Princeton Univ,SC Solut,MIT,Univ Queensland"
10.1126/science.aan5959,"FR,IT,US","CALTECH,Univ Verona,Univ Parma,NIST"
10.1103/PhysRevA.106.032416,CN,"Tianjin Normal Univ,Space Engn Univ,Beijing Computat Sci Res Ctr,Univ Sci & Technol Beijing"
10.1103/PhysRevA.107.022428,CN,"Nanjing Univ Sci & Technol,Nanjing Univ"
10.1103/PhysRevLett.128.236801,DE,Univ Konstanz
10.1088/1367-2630/abb64a,KR,"Korea Inst Sci & Technol KIST,Yonsei Univ,Ajou Univ,Korea Univ Sci & Technol"
10.1103/PhysRevA.93.063823,SE,Chalmers
10.1038/srep07658,US,SUNY Stony Brook
10.1016/j.physe.2017.08.020,"IT,SA","Al Imam Mohammad Ibn Saud Islamic Univ IMSIU,Abdus Salam Int Ctr Theoret Phys"
10.1209/0295-5075/121/54001,CN,"Xidian Univ,Xian Univ"
10.3390/app10051661,CN,China Acad Elect & Informat Technol
10.1038/s41377-022-00769-w,CN,"Tsinghua Univ,Beijing Acad Quantum Informat Sci,Beijing Inst Spacecraft Syst Engn,Frontier Sci Ctr Quantum Informat,Beijing Natl Res Ctr Informat Sci & Technol"
10.1063/1.4870450,CN,"Huazhong Univ Sci & Technol,Hubei Univ Arts & Sci,Wuhan Inst Technol,Key Lab Fundamental Phys Quant Measurement"
10.1103/PhysRevA.85.012327,IN,"Inst Math Sci,Indian Inst Technol"
10.1038/s41467-023-37555-0,"CN,SG,GB","Univ Sci & Technol China,Natl Univ Singapore,Nanyang Technol Univ,NTU Int Joint Res Unit,Univ Manchester,Imperial Coll London"
10.1103/PhysRevA.105.053718,"BY,CN","Dalian Univ Technol,NASB"
10.1103/PhysRevLett.132.160801,CN,"Univ Sci & Technol China,Chinese Acad Sci"
10.1103/PhysRevA.82.012328,AU,Univ Sydney
10.1103/PhysRevApplied.17.034071,US,"Univ Arizona,Univ Illinois"
10.1038/s41467-022-31603-x,CN,"Huazhong Univ Sci & Technol,Zhejiang Univ"
10.1364/OL.532017,RU,"Russian Quantum Ctr,Skolkovo Inst Sci & Technol,Moscow MV Lomonosov State Univ"
10.1364/OE.20.016902,CN,"Huazhong Univ Sci & Technol,Wuhan Inst Technol,China Univ Geosci,Ludong Univ"
10.1038/s41534-019-0128-0,US,"Univ Chicago,US Army Res Lab,Univ Massachusetts"
10.1364/OPTICA.2.000832,"JP,US","NTT Corp,NIST"
10.1016/j.physleta.2022.128142,CN,Huazhong Univ Sci & Technol
10.1103/PhysRevA.82.024303,"CN,US","Xian Univ Posts & Telecommun,Georgia Inst Technol"
10.35848/1347-4065/acac3a,"DE,JP,GB","Univ Tokyo,Univ Electrocommun,Osaka Univ,Kyushu Univ,Ruhr Univ Bochum"
10.1103/PhysRevA.110.023726,IN,Indian Inst Technol Guwahati
10.1103/PhysRevA.86.063815,NL,Eindhoven Univ Technol
10.1103/PRXQuantum.5.020348,"FR,GB","Quandela,Univ Bristol,Univ Paris Saclay"
10.1364/AO.57.000377,"AT,DE","Univ Rostock,Friedrich Schiller Univ,Univ Vienna,Fraunhofer Inst Appl Opt & Precis Engn"
10.1103/PhysRevLett.112.190402,AT,"TU Wien,Univ Vienna,Austrian Acad Sci"
10.1007/s11433-017-9091-0,"CN,SA","Beijing Normal Univ,King Abdulaziz Univ"
10.1080/09500340.2022.2034191,IN,"Univ Delhi,Birla Inst Technol & Sci,Univ Sci & Technol"
10.1063/1.4801503,TW,"Acad Sinica,Natl Chang Hua Univ Educ,Natl Chung Hsing Univ"
10.1038/s41534-020-00323-9,"DK,RU","Tech Univ Denmark,ITMO Univ,RAS,St Petersburg Electrotech Univ LETI"
10.1103/PhysRevA.94.033844,CN,Univ Sci & Technol China
10.1103/PhysRevA.91.062318,US,"Univ Brescia,Tulane Univ,Oak Ridge Natl Lab,Air Force Res Lab"
10.1038/srep03548,ZA,Univ KwaZulu Natal
10.1038/s41567-019-0550-4,"AT,RS","Univ Vienna,Univ Belgrade,VitreaLab GmbH,Austrian Acad Sci"
10.1021/acsphotonics.3c00049,CN,"Harbin Inst Technol Shenzhen,Soochow Univ"
10.1364/JOSAB.31.002334,CN,Chongqing Univ
10.1038/s41467-018-03849-x,"CN,DE","Univ Sci & Technol China,Univ Siegen,Beijing Inst Technol,Univ Cologne,Fudan Univ,Collaborat Innovat Ctr Adv Microstruct,Nanjing Univ Posts & Telecommun"
10.1088/1367-2630/ac15b4,"CN,HU","Beijing Computat Sci Res Ctr,Southeast Univ,Wigner Res Ctr Phys"
10.1103/PhysRevLett.124.223601,CN,"Univ Sci & Technol China,Wuhan Univ"
10.1364/OPTICA.6.000335,US,"MIT,Lightmatter,Elenion Technol"
10.1038/s42005-024-01807-2,ES,"Univ Basque Country UPV EHU,TECNALIA,Univ Carlos III Madrid,IKERBASQUE,Basque Ctr Appl Math BCAM,Inst Ciencia Mat Madrid"
10.1063/1.4935029,GB,"Toshiba Res Europe Ltd,Univ Cambridge"
10.1103/PhysRevLett.125.260504,CN,Univ Sci & Technol China
10.1038/srep13941,CN,Beijing Inst Technol
10.3390/photonics10070739,CN,Zhejiang Univ
10.1103/PhysRevB.94.035441,"CN,CH,US","Soochow Univ,Princeton Univ,ETH"
10.1126/sciadv.adf1070,"CZ,IL","Palacky Univ,Weizmann Inst Sci"
10.1103/PhysRevLett.108.170403,CN,Natl Univ Def Technol
10.1109/ACCESS.2023.3289005,QA,Hamad Bin Khalifa Univ
10.1002/qute.201800074,"CL,CN,ES","Univ Sci & Technol China,Univ Santiago Chile USACH,Ctr Dev Nanosci & Nanotechnol,Univ Basque Country,Basque Fdn Sci,Shanghai Univ"
10.1103/PhysRevLett.125.240405,US,"Univ Maryland,CALTECH,NIST"
10.1038/srep25136,DE,Max Planck Inst Kernphys
10.1038/s41534-018-0063-5,"AU,DE","Australian Natl Univ,Friedrich Schiller Univ Jena,Fraunhofer Inst Appl Opt & Precis Engn,Univ Technol Sydney,Univ Rostock"
10.1038/s41467-017-02775-8,"AU,CN,FR","ENS PSL Res Univ,Australian Natl Univ,Univ Shanghai Sci & Technol"
10.3788/COL201715.092701,CN,Univ Sci & Technol China
10.1103/PhysRevA.110.042405,JP,"Keio Univ,Okinawa Inst Sci & Technol Grad Univ"
10.1103/PhysRevApplied.21.014001,CN,"Univ Sci & Technol Beijing,Beijing Inst Technol"
10.1103/PhysRevLett.128.060501,CN,"Univ Sci & Technol China,Zhejiang Univ"
10.1364/JOSAB.31.002689,"AU,CN","Ocean Univ China,Univ Queensland"
10.1016/j.optcom.2018.06.081,CN,"Hunan Univ Sci & Technol,Hunan Normal Univ"
10.1103/PhysRevLett.123.170402,"AU,CN","Univ Sci & Technol China,Griffith Univ"
10.1103/PhysRevA.100.053843,DK,Univ Copenhagen
10.1117/1.AP.6.5.056012,CN,"Shanghai Jiao Tong Univ,Shandong Normal Univ"
10.1103/PhysRevLett.131.013601,JP,"Kagawa Univ,JST,Keio Univ,Natl Inst Informat & Commun Technol NICT,Natl Inst Informat & Commun Technol"
10.1088/0031-8949/91/7/073006,CH,ETH
10.1103/PhysRevA.109.062202,"FI,SG,CH","Univ Geneva,Natl Univ Singapore,Univ Turku"
10.1103/PhysRevA.93.042307,"CN,JP,US","RIKEN,Univ Michigan,Hangzhou Normal Univ,Fuzhou Univ"
10.1364/OL.522770,CN,"Sichuan Univ,Harbin Inst Technol,Quantum Sci Ctr Guangdong Hong Kong"
10.1103/PhysRevLett.123.070505,"AT,CN","Univ Sci & Technol China,CAS Ctr Excellence Quantum Informat & Quantum Phy,Austrian Acad Sci,Univ Vienna"
10.1038/s41534-022-00522-6,US,Virginia Tech
10.1364/OE.26.016250,CN,"Yanbian Univ,Harbin Inst Technol"
10.1364/OPTICA.4.001006,"CA,DE,IR,US","Univ Ottawa,Natl Res Council Canada,Max Planck Inst Phys Lichts,Univ Erlangen Nurnberg,Univ Rochester,Inst Adv Studies Basic Sci"
10.1017/S0022377824001326,US,"Univ Colorado Boulder,Rigetti Comp,Univ Southern Calif,Lawrence Livermore Natl Lab"
10.1103/PhysRevE.107.044121,CN,Dalian Univ Technol
10.1038/s41586-020-2441-3,US,"MIT,Sandia Natl Labs,Univ Calif Berkeley"
10.1103/PhysRevA.101.052326,"AT,BR,IT,ES","Univ Tecnol Fed Parana UTFPR,Univ Fed Fluminense,Abdus Salaam Int Ctr Theoret Phys,Donostia Int Phys Ctr,Ikerbasque Fdn Sci,Austrian Acad Sci"
10.1103/PhysRevLett.133.260601,US,"Univ Maryland,Univ Calif Los Angeles"
10.1021/acsphotonics.6b00576,TR,Bilkent Univ
10.1103/PhysRevA.101.052107,"PL,ZA,US","Univ KwaZulu Natal,NASA,USRA Res Inst Adv Comp Sci RIACS,Nicolaus Copernicus Univ,KwaZulu Natal,Stellenbosch Univ"
10.1364/OE.464550,US,"Univ Illinois,Peraton,NASA,Tulane Univ,DEVCOM Army Res Lab"
10.1103/PhysRevA.109.012406,"CN,DK,GB","Univ Sci & Technol China,Imperial Coll London,Res Ctr Quantum Sensing,Univ Copenhagen,Tech Univ Denmark"
10.1103/PhysRevA.102.022214,CN,"Beijing Computat Sci Res Ctr,Southeast Univ"
10.1126/science.abc7821,"US,GB",Princeton Univ
10.1103/PhysRevB.94.165302,"BR,IT","Univ Fed Minas Gerais,DISSE INCT Nanodisposit Semicond,Univ Pavia,Univ Fed Rio de Janeiro"
10.1119/1.4735707,US,Univ Maryland
10.1038/s41534-020-0281-5,"DE,PL,SG,GB","Max Planck Inst Quantum Opt,Ludwig Maximilians Univ Munchen,Munich Ctr Quantum Sci & Technol MCQST,Univ Gdansk,Nanyang Technol Univ,Natl Univ Singapore,Imperial Coll London"
10.1364/OPTICA.408611,"DE,US","Univ Washington,Princeton Univ,Humboldt Univ"
10.1103/PhysRevApplied.15.044026,US,"Univ Chicago,AWS Ctr Quantum Comp,Yale Univ"
10.1038/s41566-024-01524-w,IL,Hebrew Univ Jerusalem
10.1038/s42005-023-01283-0,"CL,CN,DE,ES","Shanghai Univ,Forschungszentrum Julich GmbH,Univ Santiago Chile USACH,CEDENNA,Univ Basque Country UPV EHU"
10.1038/ncomms3228,"DE,JP,US,GB","Stanford Univ,Heriot Watt Univ,Natl Inst Informat,Univ Wurzburg,Univ Glasgow"
10.1364/PRJ.517294,"CN,US","Peking Univ,Shanxi Univ,Hefei Natl Lab,Univ Washington,China Mobile Res Inst"
10.1109/ACCESS.2022.3212738,"CA,DE","Quantropi Inc,Deutsch Telekom AG,Calian Grp"
10.1103/PhysRevLett.115.140501,"CA,US","Univ Calgary,Natl Inst Stand & Technol,CALTECH"
10.1103/PhysRevA.97.042103,"CH,GB","Univ Geneva,Imperial Coll London,Univ Oxford"
10.1103/PhysRevLett.125.150401,"CA,CN,US","Nanjing Univ,Univ Guelph,Univ Waterloo,Iowa State Univ,Hong Kong Polytech Univ,Natl Univ Def Technol,Hong Kong Univ Sci & Technol"
10.1038/s41566-018-0339-5,"CN,DE","Max Planck Inst Quantum Opt,TOPTICA Photon AG,Huazhong Univ Sci & Technol"
10.1038/s41598-017-01509-6,"AT,CA,IT,NL,SE","Albanova Univ Ctr,Delft Univ Technol,Univ Vienna,Austrian Acad Sci,Natl Res Council Canada,Politecn Milan,Micro Photon Devices,Univ Waterloo"
10.1103/PRXQuantum.3.030309,KR,"Seoul Natl Univ,Korea Inst Sci & Technol"
10.1364/OPTICA.439170,CN,"Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci"
10.1038/NPHOTON.2011.283,GB,Univ Bristol
10.1088/1367-2630/15/6/063017,"US,GB","Nokia Res Ctr,Univ Bristol,Univ Calif Santa Barbara"
10.1038/s41586-019-1709-y,"FR,DE,CH","Univ Basel,Univ Lyon,Ruhr Univ Bochum"
10.1007/s13538-024-01445-7,IN,Univ Burdwan
10.1103/PhysRevA.91.053845,US,Duke Univ
10.1103/PhysRevLett.126.100402,AU,"Australian Res Council Ctr Excellence Engn Quantu,Univ Queensland,Univ Technol Sydney"
10.1038/ncomms7524,FR,"Univ Grenoble Alpes,CEA Grenoble"
10.1088/2058-9565/abf996,CN,Xian Polytech Univ
10.1021/acs.nanolett.2c04890,"DE,SG,US","Univ Washington,Princeton Univ,ASTAR,Humboldt Univ,Pacific Northwest Natl Lab"
10.1038/NPHYS1777,"AU,CA","Univ Waterloo,Univ Guelph,Univ Sydney"
10.1364/PRJ.7.000A40,CN,"Shanghai Jiao Tong Univ,Univ Sci & Technol China"
10.1088/1612-2011/10/9/095202,CN,Beijing Normal Univ
10.1088/1674-1056/ac6017,CN,"SSF IEU,Univ Sci & Technol China"
10.1038/s41534-020-00317-7,CN,"Nanjing Univ,Southern Univ Sci & Technol"
10.1103/PhysRevLett.126.170505,CN,"Univ Sci & Technol China,Shangrao Normal Univ,Nankai Univ"
10.1103/PhysRevA.98.011802,US,"Univ Michigan,Naval Res Lab,Aerosp Corp,CALTECH"
10.1038/srep01394,"AT,ES,US","Basque Country Univ EHU UPV,Univ Vienna,Univ So Calif"
10.1103/PhysRevA.110.022404,JP,Univ Tokyo
10.1038/s41598-018-34890-x,CN,Univ Jinan
10.1364/OPTICA.486361,US,"MITRE Corp,MIT,Sandia Natl Labs,Univ Arizona,Brookhaven Natl Lab"
10.3390/photonics9080583,CN,"Hengyang Normal Univ,Hunan Normal Univ,Henan Normal Univ"
10.1088/1367-2630/13/2/025018,IL,Technion Israel Inst Technol
10.1126/sciadv.ado6244,"BR,FR,IT,PT","Sapienza Univ Roma,Int Iberian Nanotechnol Lab INL,Univ Fed Fluminense"
10.1038/srep39110,CN,"Univ Jinan,Jilin Univ"
10.1103/PRXQuantum.4.010323,"NL,US,GB","Princeton Univ,Univ Calif Santa Barbara,Delft Univ Technol,Univ Chicago,Rice Univ,Fathom Radiant"
10.1007/JHEP08(2021)170,GB,Univ Durham
10.1364/OE.20.027510,"DE,JP,US,GB","Stanford Univ,Heriot Watt Univ,Univ Wurzburg,Natl Inst Informat"
10.1103/PhysRevA.84.063834,"ES,SE","CSIC,Univ Pais Vasco Euskal Herriko Unibertsitatea,Chalmers Univ Technol,Basque Fdn Sci"
10.1103/PhysRevB.106.104304,"RU,US","CUNY,Russian Acad Sci,Res Univ"
10.1007/s10773-020-04658-z,CN,Beijing Univ Posts & Telecommun
10.1142/S0219749919500588,IR,Malek Ashtar Univ Technol
10.1038/s41534-023-00750-4,"FR,DE,GB","Heriot Watt Univ,Heinrich Heine Univ Dusseldorf"
10.1016/j.crhy.2016.05.003,"FR,US","Ecole Polytech,Yale Univ,Univ Paris 11,CNRS,Univ Paris Saclay"
10.1021/acs.nanolett.9b04495,US,"Stanford Univ,SLAC Natl Accelerator Lab"
10.1038/s41534-021-00422-1,US,"Univ Arizona,Duke Univ"
10.1063/1.4976737,GB,Imperial Coll London
10.1103/PhysRevLett.125.180503,CN,"Tsinghua Univ,Fuzhou Univ"
10.1103/PhysRevA.104.052601,"CH,US","Swiss Fed Inst Technol Lausanne EPFL,Purdue Univ"
10.22331/q-2017-11-30-36,"US,GB","UCL,Imperial Coll London,SUNY Stony Brook"
10.1002/qute.202200118,"KR,GB","Pusan Natl Univ,Chonnam Natl Univ"
10.1073/pnas.1005720107,"CN,DE","Univ Sci & Technol China,Heidelberg Univ"
10.1103/PhysRevA.85.052326,CN,"Hengyang Normal Univ,Hunan Normal Univ,Chongqing Univ Technol"
10.1364/OE.483444,CN,Shanxi Univ
10.1364/OE.24.030149,BR,"Univ Fed Minas Gerais,Inst Fed Norte Minas Gerais,Univ Fed Rural Pernambuco"
10.1103/PhysRevA.90.022110,IT,"Univ Milan,Ist Nazl Fis Nucl,Univ Trieste"
10.1002/adom.202202631,"AT,IN,US","CUNY City Coll,CUNY,Univ Washington,IST Austria,Indian Inst Sci"
10.1063/5.0071797,"CN,US","Nanjing Univ Informat Sci & Technol,Univ Nebraska"
10.1103/PRXQuantum.2.010320,"AT,BR,CL,FR,ES,CH","Univ Fed Rio de Janeiro,Barcelona Inst Sci & Technol,Univ Concepcion,Univ Catolica Santisima Concepcion,Univ Geneva,Univ Grenoble Alpes,Austrian Acad Sci,Technol Innovat Inst"
10.22331/q-2022-09-08-800,US,Los Alamos Natl Lab
10.1103/PhysRevLett.123.180504,"CN,GB","Univ Sci & Technol China,Univ Nottingham"
10.1103/PhysRevA.95.032122,"CN,GB","Southeast Univ,Univ Warwick,East China Normal Univ"
10.1364/OE.517001,"CA,CN","Hangzhou Normal Univ,Univ Calgary,Shangrao Normal Univ,Nanjing Univ"
10.1103/PhysRevA.101.022112,"IN,TW","SN Bose Natl Ctr Basic Sci,CAPSS,Raman Res Inst,Natl Cheng Kung Univ"
10.1038/NPHYS3202,"AU,CN","Australian Natl Univ,Peking Univ,Collaborat Innovat Ctr Quantum Matter,Swinburne Univ Technol,Tianjin Univ"
10.1364/OL.43.005655,US,Stanford Univ
10.1007/s10773-017-3473-9,CN,Beijing Univ Posts & Telecommun
10.1021/acsnano.4c07184,"PL,US","Warsaw Univ Technol,Univ Warsaw,Univ Calif Santa Barbara,Polish Acad Sci,Univ South Carolina"
10.1038/s41534-024-00830-z,"AT,BR,FR,IT","Univ Paris Saclay,CNR,Quandela SAS,Sapienza Univ Roma,Univ Vienna,Univ Fed Sao Carlos,Univ Pavia"
10.1103/PhysRevX.13.031001,"IL,US","Technion Israel Inst Technol,MIT,Harvard Univ"
10.1038/s41586-024-07357-5,DE,Max Planck Inst Quantenoptik
10.1117/1.AP.3.6.065001,AT,Johannes Kepler Univ Linz
10.1038/s41567-024-02496-y,US,Univ Maryland
10.1103/PhysRevA.106.062407,BR,"Inst Fed Alagoas,Univ Fed Pernambuco,Secretaria Estado Educ Alagoas"
10.1002/andp.202100455,IR,Yazd Univ
10.1038/s41467-020-16189-6,"BR,IT","Sapienza Univ Roma,Univ Fed Rio Grande do Norte"
10.1038/s41534-019-0220-5,AT,IST Austria
10.1021/acsphotonics.1c00504,SE,"Albanova Univ Ctr,Royal Inst Technol"
10.1103/PhysRevB.97.201108,"FR,PT,US","Cornell Univ,Univ Wisconsin Milwaukee,Univ Montpellier,Inst Univ France,Univ Lisbon,Inst Telecomunicacoes"
10.1103/PhysRevX.10.021021,FR,Univ Grenoble Alpes
10.1088/2058-9565/ab19f2,"BR,IT,JP,SG","Sapienza Univ Roma,Univ Fed Rio Grande do Norte,Nagoya Univ,Natl Univ Singapore"
10.1007/s11467-019-0949-5,CN,"Shangrao Normal Univ,Univ Sci & Technol China,Nanjing Univ"
10.1038/s41566-024-01403-4,FR,"Quandela,Univ Paris Saclay"
10.1088/2053-1583/acddf6,US,"Univ Wisconsin Madison,Univ Calif Santa Cruz"
10.1088/1367-2630/12/11/113046,"SG,GB","Natl Univ Singapore,UCL"
10.1103/PhysRevA.103.013708,"RU,US","Texas A&M Univ,Russian Acad Sci"
10.1038/s42005-021-00551-1,"DK,PL","Univ Warsaw,Univ Copenhagen"
10.1364/OE.27.000436,CN,Beijing Inst Technol
10.1140/epjp/i2017-11815-y,IR,Yazd Univ
10.1038/srep08963,"CN,US,GB","Arizona State Univ,Lanzhou Univ,Univ Aberdeen"
10.1063/5.0073040,KR,"Pohang Univ Sci & Technol POSTECH,ETRI"
10.1007/s11128-023-04227-3,"CA,CN","Hangzhou Normal Univ,Fuzhou Univ,Univ Calgary,Nanjing Univ"
10.1063/5.0230436,CN,"Hangzhou Normal Univ,Fuzhou Univ"
10.1103/PhysRevA.102.063721,CN,"Zhejiang Univ,Nanjing Univ"
10.1038/s41598-017-11617-y,"FR,IT,US","Politecn Bari,Univ Massachusetts,Raytheon BBN Technol"
10.1038/s42005-023-01235-8,IN,Raman Res Inst
10.1021/acsphotonics.3c00773,US,"MIT,Harvard Univ"
10.1063/5.0098984,US,Univ Calif Santa Barbara
10.1002/qute.202000063,"DK,DE","Aarhus Univ,Leibniz Univ Hannover"
10.1103/PhysRevA.95.012327,DE,Johannes Gutenberg Univ Mainz
10.1103/PhysRevA.103.023705,US,"Yale Univ,Univ Chicago"
10.1103/PRXQuantum.5.010339,"IL,US","Stanford Univ,Tel Aviv Univ,Technion Israel Inst Technol,MIT,Harvard Univ"
10.1142/S021974991560014X,IT,"INRIM,Politecn Torino"
10.1103/PRXQuantum.2.040345,"AU,US","Stanford Univ,Univ Calif Berkeley,Univ Calif Davis,Univ Sydney"
10.1038/s41567-021-01307-y,"DE,IT","European Lab Nonlinear Spect LENS,INFN,CNR INO,Univ Firenze,Tech Univ Munich"
10.1073/pnas.2021768118,US,"Harvard Univ,MIT"
10.1038/s41567-021-01296-y,DK,Tech Univ Denmark
10.1021/acs.nanolett.8b03937,"CA,CN,NL,SE,CH","Royal Inst Technol KTH,Swiss Fed Inst Technol,Delft Univ Technol,Tsinghua Univ,Univ Waterloo,Natl Res Council Canada"
10.1364/OL.37.002031,ES,Univ Politecn Valencia
10.1103/PhysRevA.103.032425,US,"MIT,US Army Res Lab"
10.1103/PhysRevB.91.121201,"AT,DE,HU,RU,ES,SE","Hungarian Acad Sci,Eotvos Lorand Univ,Linkoping Univ,Natl Univ Sci & Technol MISIS,Tomsk State Univ,Univ Erlangen Nurnberg,Salzburg Univ,Univ Basque Country,Budapest Univ Technol & Econ"
10.1088/2040-8986/aa8d56,"JP,GB","Univ Bristol,Univ Glasgow,Univ Strathclyde,Natl Inst Informat & Commun Technol,Heriot Watt Univ,Univ Edinburgh"
10.1103/PhysRevA.94.052337,BR,Univ Fed Sao Carlos
10.1103/PhysRevA.88.022317,SA,"Taibah Univ,KACST"
10.1038/s41467-023-36493-1,US,PsiQuantum
10.1016/j.optcom.2013.10.024,CN,"Hunan Normal Univ,Hunan Univ Sci & Technol,Beijing Inst Technol"
10.1080/09500340.2010.495460,US,MITRE Quantum Informat Sci Grp
10.1103/PhysRevA.104.052623,"FR,US","Virginia Tech,Sorbonne Univ"
10.1103/PhysRevA.94.022320,JP,Natl Inst Informat
10.1063/5.0124841,US,"San Jose State Univ,Boston Coll"
10.1103/PhysRevA.101.032315,"AU,CA","Univ Toronto,Xanadu,RMIT Univ"
10.1038/nature09150,US,Univ Maryland
10.1103/PhysRevApplied.21.034058,"CA,CN","Tongji Univ,Univ Manitoba"
10.1364/PRJ.6.000954,CN,Shanghai Jiao Tong Univ
10.1038/s41598-017-06010-8,"CA,GB","Univ Toronto,Univ Glasgow"
10.1038/ncomms7695,NL,FOM Inst AMOLF
10.1364/OE.539976,SG,"Nanyang Technol Univ,Inst Microelect Agcy Sci Technol & Res A STAR,Sony Elect"
10.1038/srep00817,"JP,GB",NTT Corp
10.1103/PhysRevA.91.012345,DE,Univ Freiburg
10.1109/TIT.2024.3357972,"FR,DE,NL,CH,GB","Swiss Fed Inst Technol,Univ Cambridge,Univ Ulm,Univ Amsterdam,Inst Polytech Paris"
10.1117/1.AP.6.3.036003,"FR,IL","Inst Polytech Paris,Univ Paris Saclay,Weizmann Inst Sci,STMicroelectron SAS"
10.1038/s41534-018-0069-z,"IT,GB","Univ Roma Tre,Univ Roma La Sapienza,Queens Univ Belfast,CNR"
10.1109/JLT.2021.3131193,CN,"Chinese Acad Sci,Univ Chinese Acad Sci"
10.1364/OE.18.027938,"DE,MX,NO","Norwegian Univ Sci & Technol,Univ Grad Ctr,Max Planck Inst Sci Light,Univ Erlangen Nurnberg,Univ Guanajuato"
10.1109/JPHOT.2012.2201255,ES,Univ Politecn Valencia
10.1103/PhysRevA.108.042401,IL,Tel Aviv Univ
10.1142/S0219749910006265,"AU,JP,GB","Hewlett Packard Labs,Macquarie Univ,Res Org Informat & Syst"
10.1103/PhysRevApplied.11.044036,"CA,DE","Simon Fraser Univ,Leibniz Inst Kristallzfichtung,Phys Tech Bundesanstalt PTB Braunschweig,Vitcon Projectconsult GmbH"
10.1038/s41567-021-01333-w,"CN,DK,GB","HH Wills Phys Lab,Univ Bristol,Tech Univ Denmark,Peking Univ"
10.1038/s41467-020-18635-x,"DE,CH","Swiss Fed Inst Technol,Max Planck Inst Quantum Opt,Munich Ctr Quantum Sci & Technol"
10.3103/S1068335624600578,RU,Tupolev Kazan Natl Res Techn Univ
10.1103/PhysRevA.110.052603,"AU,SG,KR","Korea Inst Sci & Technol KIST,Yonsei Univ,Korea Univ Sci & Technol,Korea Univ,Australian Natl Univ,ASTAR"
10.1007/s11128-019-2339-x,"CA,TN","Univ Waterloo,Univ Carthage"
10.1038/srep29939,"CN,US","Southwest Jiaotong Univ,Univ Michigan,Southwest Univ"
10.1038/ncomms7787,"CA,JP","NTT Corp,Univ Toronto"
10.1088/0953-4075/48/8/083001,GB,Univ Oxford
10.1007/s11128-020-02699-1,TH,"Prince Songkla Univ,Commiss Higher Educ,Mahidol Univ"
10.1038/ncomms11490,"CN,US","Nanjing Univ,Collaborat Innovat Ctr Adv Microstruct,Southeast Univ,Northwestern Univ"
10.1103/PhysRevA.109.023713,FR,Quandela
10.1103/PhysRevA.97.042112,"CA,CN","Southeast Univ,Beijing Computat Sci Res Ctr,Nanjing Univ Posts & Telecommun,Univ Sci & Technol China,Univ Calgary,Canadian Inst Adv Res,East China Normal Univ"
10.1103/PhysRevB.90.155436,"BR,IT","Univ Fed Minas Gerais,Univ Pavia"
10.1088/0953-4075/48/4/045502,US,"Univ Brescia,Tulane Univ,Air Force Res Lab,Univ Dayton,Oak Ridge Natl Lab"
10.1126/sciadv.1700930,"CA,DE","Simon Fraser Univ,Leibniz Inst Kristallzuchtung,Phys Tech Bundesanstalt PTB Braunschweig,Vitcon Projectconsult GmbH"
10.1364/PRJ.482942,CN,"Guangxi Univ,Natl Informat Optoelect Innovat Ctr NOE,China Informat & Commun Technol Grp Corp CICT"
10.1038/s41534-021-00421-2,"FR,IT","Univ Padua,Ist TeCIP Scuola Super St Anna,Integrated Photon Technol Fdn,PNTLab Consorzio Nazl Interuniv Telecomunicaz,Sorbonne Univ"
10.3389/fphy.2022.960078,CN,"Beijing Univ Chem Technol,Univ Sci & Technol Beijing"
10.1038/s41467-023-36799-0,"AU,US","CALTECH,Univ Sydney"
10.1103/PhysRevA.100.032333,"BG,IL","Bulgarian Acad Sci,Tel Aviv Univ"
10.1038/s41566-019-0556-6,US,"Stanford Univ,Univ Calif Davis"
10.1063/5.0030765,DE,"Rhein Westfal TH Aachen,Forschungszentrum Julich"
10.1038/s41467-022-35051-5,DE,"Helmholtz Zentrum Dresden Rossendorf,Tech Univ Dresden,Leibniz Inst Kristallzuchtung IKZ"
10.1364/OE.21.019252,CN,Beijing Univ Posts & Telecommun
10.1021/acs.nanolett.7b04717,"DE,US","Univ Washington,Humboldt Univ"
10.1103/PhysRevLett.132.153601,IL,Technion Israel Inst Technol
10.1038/srep04118,DE,Univ Jena
10.1038/s42005-024-01834-z,"CN,HU","Beijing Computat Sci Res Ctr,HUN REN Wigner Res Ctr Phys,Budapest Univ Technol & Econ,MTA WFK Lendulet Momentum Semicond Nanostruct Res"
10.1117/1.OE.56.12.126111,US,"Air Force Res Lab,Leidos"
10.1088/1367-2630/16/10/105017,US,Stanford Univ
10.1103/PhysRevA.95.042312,"DK,DE,US","Harvard Univ,Univ Copenhagen,Max Planck Inst Quantum Opt"
