,gate,resonator,photon,state,cavity,couple,phase,spin,circuit,measurement,microwave,flux,field,noise,atom,interaction,control,frequency,error,entanglement,mode,device,scheme,transmon,superconducting qubit,level,energy,fidelity,transition,information,regime,dynamic,coherence,parameter,protocol,majorana,qed,charge,quantum system,loss,pulse,temperature,decoherence,number,josephson,experiment,wave,computation,transmission,rate,excitation,surface,electron,josephson junction,line,quantum state,lattice,architecture,junction,quantum computing,readout,array,simulation,oscillator,quasiparticle,drive,correlation,property,resonance,parity,relaxation,order,electrodynamic,superconductor,chain,transfer,phonon,scale,process,theory,ensemble,range,code,environment,strength,quantum computer,chip,algorithm,generation,interference,quantum circuit,realization,way,type,ground,technology,hamiltonian,step,tunneling,element,bath,defect,body,dissipation,platform,fluctuation,center,function,signal,quantum dot,density,fabrication,evolution,term,channel,structure,waveguide,quantum gate,proposal,semiconductor,trap,pair
dissipation,0.0750628915185075,0.1673403033788408,0.12931034482758622,0.2301845639764624,0.16427570345801806,0.14522524658292074,0.08955024394639056,0.04288450139351179,0.11644206543719877,0.0610057983164241,0.12488571600329113,0.07390950701391497,0.17984123864573628,0.08153084551415757,0.06909801595573181,0.08321207075307036,0.08116346550465972,0.1287565506561512,0.050307501124667434,0.059684742208964796,0.09925833339709303,0.11866111313364182,0.15367162967282438,0.09897594780811197,0.23099401256842095,0.09672222018188768,0.19848452094881391,0.08398387664337814,0.0991709196122835,0.0813555686503188,0.07895676696818447,0.2147201094799233,0.0658823732048853,0.1326671576263081,0.06755660236665674,0.03959037912324479,0.06407097870320745,0.04708236154307584,0.07796086392316812,0.1034118952469604,0.04041526728107942,0.051502620262460476,0.13076718445050536,0.078527859494823,0.044319383677268745,0.10615495921641367,0.07958371636159366,0.039003822561925784,0.07283570407292297,0.08724138544978104,0.11011723402471343,0.037139067635410375,0.02973505167250263,0.07918075824648958,0.10300524052492095,0.08927525731124829,0.017391961901349125,0.07444375004781977,0.06896551724137931,0.03844258722192447,0.07340252743933794,0.04642383454426297,0.09395523512235256,0.019360077316559157,0.08410342670623601,0.12388188827780261,0.06896551724137931,0.048765984909417075,0.02865341275306264,0.038720154633118314,0.17400443716972247,0.059684742208964796,0.1035040581663989,0.03418928299756789,0.04052204492365539,0.07283570407292297,0.043173289177634556,0.05360562674188974,0.06317483696490862,0.05446337123315844,0.08104408984731078,0.0747783303855266,0.04438967616184753,0.14680505487867587,0.039996444918448296,0.09158437663089954,0.0,0.03914801463431356,0.11262021805899669,0.08920515501750789,0.05388702304143923,0.1061116218154582,0.06469003635399932,0.07999288983689659,0.056310109029498345,0.025876014541599726,0.10543316579753614,0.061898446059017294,0.061519858739629646,0.044602577508753946,0.12456821978060995,0.0804084401128346,0.037516123674206446,1.0,0.05505861701235672,0.09104463009115371,0.03641785203646149,0.07038763628687293,0.05043619793543149,0.05311606738473833,0.08081352297940449,0.037516123674206446,0.059092511569691655,0.06670373459650701,0.08852677897456387,0.03138824102871723,0.16162704595880897,0.0,0.01580743693546698,0.0410132391597531,0.054758567819339354,0.0
platform,0.1558087841476009,0.15788632633064206,0.18582283241670391,0.22858925739575223,0.13843558237952516,0.20869302215869995,0.13583562171144478,0.1455065674537104,0.23756832053988977,0.12523879499923934,0.14332235052381298,0.07375706372955367,0.1435762432835399,0.08949895098228637,0.11032879470779018,0.192653821521454,0.1655919458036294,0.13020419477784775,0.10040747710110164,0.13341807012824417,0.174334347385072,0.1691662381127396,0.12268373735540086,0.15013314104474082,0.2074658148193578,0.12635702071347468,0.16600582608356126,0.1266472109425077,0.08797010931621223,0.18041726081676598,0.13394965273539605,0.1443551898562045,0.1314929728380438,0.07565344158360031,0.13483452474311616,0.07901744265512674,0.1636833997804418,0.025058800551629404,0.21339446247813768,0.08255888105640298,0.07528622845070661,0.07195494974565272,0.06643507483037502,0.16120983198991234,0.05897062932600213,0.1355980896482457,0.07412493166611012,0.1349343652045885,0.05814838046295803,0.059699276076042695,0.16483516483516483,0.029649972666444046,0.035608465375867364,0.0632139541241014,0.05139639267546623,0.12218210899577908,0.16661846227905927,0.19810721293758182,0.05505861701235672,0.18414382475299704,0.07032108464077431,0.14824986333222023,0.14064216928154863,0.12364893354703727,0.050357974669844395,0.054945054945054944,0.05505861701235672,0.06813156254133328,0.04575090108716775,0.030912233386759316,0.06945821656819366,0.08576875936815695,0.13427774639211162,0.05459002451621492,0.08087693101032827,0.029074190231479016,0.12063587589525164,0.12838814775327387,0.12104550653376049,0.09783186641991003,0.016175386202065652,0.13929831084409963,0.05315774339537505,0.10548162696116146,0.04257487955733287,0.1584188280998351,0.11276460248233233,0.04688072309384954,0.11238793135299596,0.130564373044847,0.09679657943662277,0.1376605873799188,0.15493586122166725,0.10643719889333217,0.07867155194709717,0.14460680380688942,0.09619721404877637,0.061770776388425104,0.03274291729632903,0.1068253961276021,0.033149677206589796,0.04279604925109129,0.19468146967692768,0.05505861701235672,1.0,0.05814838046295803,0.08722257069443705,0.022477586270599193,0.0939533838423878,0.11308055883843512,0.03871048305693819,0.014975497667455975,0.08255888105640298,0.06656615369802879,0.11308055883843512,0.05011760110325881,0.09032446046618911,0.08894991799933213,0.15143839721477328,0.03274291729632903,0.06557474954819613,0.08119979429411502
fluctuation,0.08720277392832392,0.09639875882041571,0.10014909310026908,0.16602087420198622,0.06747007539606135,0.138037459246603,0.14186339772328768,0.03396831102433787,0.1366405859860492,0.16567535303269348,0.05770363212223172,0.07805713922509647,0.17341755895670086,0.12915925467288528,0.07297563831157798,0.07030539322372283,0.09524241471993242,0.15411301641245267,0.03984798212713912,0.037820467924447446,0.10482848367219183,0.13427153888239368,0.06682748860824972,0.10453025125088634,0.17076980715181317,0.13000915402801327,0.15971277527452457,0.0689864461987263,0.13964821923471832,0.10501462495582098,0.12508145976752497,0.1551582227085438,0.08117613123247483,0.18014417303072303,0.07134772412317411,0.04181210050035454,0.04059989714705751,0.11602387022306428,0.09409811314590939,0.07801080992678706,0.014227759830611805,0.16317848796612636,0.08788534316656944,0.05923904504775181,0.07801080992678706,0.10090091909944687,0.02801659073402629,0.013730875909527243,0.038461538461538464,0.10529962529853128,0.029074190231479016,0.058834840541455206,0.06280742930213278,0.09756156783416059,0.06799103665255266,0.026938622922018266,0.018367958959266125,0.052414241836095915,0.07283570407292297,0.05413319619607667,0.04651302547095317,0.0,0.07442084075352508,0.14312564351916787,0.11102889792108189,0.07268547557869755,0.03641785203646149,0.051502620262460476,0.07565344158360031,0.061339561508214804,0.13782687566212998,0.05042729056592992,0.0683202929930246,0.07221581446741189,0.021398024625545645,0.0,0.04559607525875532,0.07076731463403722,0.05337605126836238,0.12941939442218642,0.0,0.03948735948694923,0.0,0.10853039276555741,0.05632127170361524,0.04836194101643707,0.016574838603294898,0.0,0.02973505167250263,0.04710557197659958,0.08536655898367082,0.04202488610103943,0.02732811719720984,0.05632127170361524,0.1040726808537592,0.01366405859860492,0.07953559537197222,0.06537204504606134,0.086629616364842,0.04710557197659958,0.043852900965351466,0.16984155512168936,0.03962144258751637,0.09104463009115371,0.05814838046295803,1.0,0.057692307692307696,0.11894020669001051,0.03551104121142175,0.09349469900084571,0.1194880298498108,0.07924288517503274,0.04680648595607224,0.03522349768381734,0.07479575920067658,0.06629935441317959,0.01706971854997297,0.03922322702763681,0.033389028164708894,0.043314808182421,0.05783149319662402,0.053708615552957466
center,0.13476792334377333,0.12049844852551964,0.14567140814584595,0.18380882500934187,0.12530156859268538,0.1303687115106806,0.08511803863397262,0.20380986614602725,0.1024804394895369,0.046020931397970415,0.11540726424446345,0.12684285124078176,0.0908377689773195,0.08610616978192351,0.13378867023789298,0.09666991568261889,0.1428636220798986,0.08158924398306318,0.03984798212713912,0.08824775849037736,0.0628970902033151,0.06266005147845038,0.1718421135640707,0.010453025125088635,0.17076980715181317,0.10215004959343901,0.049910242273288934,0.11826247919781652,0.03491205480867958,0.14320176130339224,0.06254072988376248,0.04774099160262886,0.10436931158461049,0.10008009612817946,0.10702158618476117,0.0,0.12179969144117252,0.08287419301647449,0.09409811314590939,0.031204323970714827,0.17073311796734164,0.08158924398306318,0.10044039219036507,0.05923904504775181,0.07801080992678706,0.07847849263290312,0.05603318146805258,0.12357788318574518,0.10256410256410256,0.02632490632463282,0.05814838046295803,0.09805806756909202,0.07850928662766596,0.04181210050035454,0.12238386597459477,0.13469311461009134,0.05510387687779838,0.07862136275414387,0.03641785203646149,0.05413319619607667,0.031008683647302117,0.049029033784546004,0.1364382080481293,0.020446520502738267,0.02220577958421638,0.05814838046295803,0.07283570407292297,0.051502620262460476,0.07565344158360031,0.020446520502738267,0.01531409729579222,0.06303411320741241,0.05465623439441968,0.0,0.04279604925109129,0.17307692307692307,0.0,0.09907424048765212,0.13344012817090595,0.04313979814072881,0.47075654176200415,0.14478698478548052,0.02344036154692477,0.07752170911825529,0.05632127170361524,0.016120647005479025,0.04972451580988469,0.0,0.1040726808537592,0.04710557197659958,0.04268327949183541,0.02801659073402629,0.08198435159162952,0.09856222548132666,0.044602577508753946,0.09564841019023444,0.031814238148788886,0.11440107883060735,0.0,0.04710557197659958,0.0657793514480272,0.05661385170722978,0.019810721293758184,0.03641785203646149,0.08722257069443705,0.057692307692307696,1.0,0.07433762918125657,0.03551104121142175,0.2243872776020297,0.03413943709994594,0.03962144258751637,0.04680648595607224,0.05283524652572602,0.018698939800169144,0.08287419301647449,0.1706971854997297,0.03922322702763681,0.15025062674119002,0.0216574040912105,0.0,0.0
function,0.11031946970293831,0.10557987975108828,0.09150392717293482,0.18336088728694727,0.1043237612689757,0.171935080084044,0.16817017640798487,0.0875376219064817,0.14261182245845302,0.10673791230455723,0.10834180763111058,0.14332379196542397,0.19791445436459038,0.1414605202802196,0.07522439170232598,0.14267897964977577,0.1399026832816891,0.17521547230465834,0.04107590266330869,0.03898591035773799,0.08104408984731078,0.09688639316269664,0.0959494519279345,0.16970839825674944,0.21218154916150336,0.1579467241565,0.17749640250481122,0.08381089216179065,0.16194543358177566,0.07380727071379577,0.09670189540594476,0.1384091330895666,0.09862000951952102,0.21664456120656053,0.04596644570955763,0.08081352297940449,0.07323922906700686,0.051256782962565965,0.09093539834205498,0.072373250482628,0.08799714013941745,0.147180996735913,0.09706450818307538,0.03663870216291191,0.09649766731017066,0.11267770962334116,0.19493949692028945,0.042461983686565466,0.05947010334500526,0.13228854402241044,0.07867155194709717,0.07580980435789035,0.1699499761701536,0.09697622757528539,0.11564221172107451,0.0728929423560772,0.056801909712307336,0.050652556154569234,0.11262021805899669,0.07323922906700686,0.059932912685673016,0.050539869571926896,0.13424972441590755,0.06322974774186792,0.1373403206998946,0.08991034508239677,0.16893032708849504,0.10949746484630835,0.10527936095153946,0.09484462161280187,0.1539135303499427,0.09746477589434498,0.09507454830563535,0.11166173068753847,0.049629166698546515,0.11894020669001051,0.07050168600188522,0.05471101369155106,0.07221485373552017,0.18899391469010318,0.06617222226472869,0.13228854402241044,0.0,0.09589266029707683,0.10885653508392386,0.024926110128508868,0.07688517444384894,0.04794633014853841,0.06896551724137931,0.0849749880850768,0.021999285034854363,0.043319888204508765,0.09507454830563535,0.09797088157553147,0.034482758620689655,0.09507454830563535,0.1106817677872384,0.03790490217894517,0.1506922629601929,0.12139284012153828,0.033903175181040524,0.10942202738310212,0.09189536012895384,0.07038763628687293,0.022477586270599193,0.11894020669001051,0.07433762918125657,1.0,0.08236196633854768,0.13010726223589664,0.14516472345189757,0.03063178670965128,0.12062208413771333,0.14977427089118572,0.05782544988262073,0.11532776166577342,0.03959037912324479,0.015161960871578069,0.025813436422078877,0.05023075432006429,0.06706527510148438,0.06920456654478331
signal,0.09515195626972942,0.13350559159086584,0.12609049483857873,0.15328492674931796,0.09789096165531408,0.07788501203063643,0.11351655556500442,0.062725004818718,0.14508225945509198,0.2294488672811722,0.23594107757472574,0.09909507779128407,0.11436727868234621,0.1888141941724601,0.06737746338731859,0.06491206061997365,0.12311052623669222,0.16740065365060847,0.06131854453871617,0.05819858178767998,0.10646546206908199,0.17355964628816264,0.088144223218011,0.07720914364821829,0.20271799947252747,0.10288780379170483,0.08294666656717618,0.07279347872434855,0.07521231396991042,0.0969586455398121,0.09623841223943637,0.07713762057251673,0.09636283604710932,0.11088319064318593,0.09881164689548823,0.019302285912054573,0.0499804801866463,0.04591000258371299,0.0760196249048922,0.043215823345445784,0.07881784024780641,0.13810553926175198,0.03477574333704332,0.06563357330449869,0.14405274448481928,0.10351168234075614,0.09053574604251853,0.02535508041519128,0.18939221979424933,0.08506905983765764,0.06710955988741986,0.05432144762551112,0.07248660933577358,0.09007733425625468,0.13810553926175198,0.08705228793740946,0.01695889903687727,0.048393391849582724,0.016812065978477165,0.0499804801866463,0.2290393337255473,0.060357164028345685,0.05725983343138682,0.07551203214910351,0.0,0.13421911977483972,0.05043619793543149,0.0475517034365474,0.08381981343406689,0.01887800803727588,0.05655723217940639,0.08147801450275198,0.08831094053788206,0.033337963927692456,0.03951303898467998,0.0,0.04209826679741144,0.05227083734893167,0.12320354515909547,0.03983041789032374,0.01975651949233999,0.13367995117346199,0.06492654830247076,0.014314958357846706,0.03900052651066187,0.02976796992865011,0.13773000775113897,0.038173222287591214,0.06863497194878974,0.10148125307008302,0.02627261341593547,0.03880103401822223,0.08831094053788206,0.09100122852487769,0.0549079775590318,0.0756950918896132,0.029373674772302332,0.030178582014172842,0.01999600119960014,0.11597857493723775,0.0202444082544729,0.0,0.018290982847556567,0.05043619793543149,0.0939533838423878,0.03551104121142175,0.03551104121142175,0.08236196633854768,1.0,0.051793468104588666,0.015760250451281974,0.054872948542669706,0.0,0.08130350006092965,0.06905795747278488,0.07651667097285499,0.11032175315897381,0.0,0.04624148705148566,0.01999600119960014,0.0,0.04958847036804647
quantum dot,0.1927072041928668,0.11716604821960853,0.17705355794912775,0.17872556798665443,0.17806849308658554,0.19387335545105325,0.10115610777177464,0.253221665979063,0.11957559548748696,0.08054678977098277,0.11221566130369061,0.018974614715465504,0.18468088077559355,0.12558733864367586,0.18921996671650643,0.1452673128646962,0.14817355731532722,0.12340670658118719,0.051661307980782264,0.061290896587567464,0.07135060680126758,0.12185435916898849,0.08354489875337807,0.050819726761358854,0.14825638023941867,0.1354432863442697,0.09705993603072904,0.1149919149152138,0.05657759563453445,0.15780703097860302,0.11148712271412088,0.058025885318565944,0.13531061955186377,0.08758113121817133,0.05781216125786004,0.10163945352271771,0.17106744068953994,0.22563042992710647,0.10293279475195456,0.06068272864507065,0.09684002494125045,0.07933288280219176,0.06103918752987301,0.09216125045232927,0.06068272864507065,0.07630815968623501,0.05448357652831956,0.10680917396691054,0.04986383946711772,0.06399221901922213,0.042405209564413175,0.05720775535473554,0.3358876491038526,0.040655781409087086,0.06611073566849314,0.0654840794813759,0.08929995329613663,0.1274117978594064,0.05311606738473833,0.07895420339517227,0.0753778361444409,0.11123730207865243,0.06030226891555272,0.0,0.021591675854376522,0.01413506985480439,0.08852677897456387,0.07511746287542015,0.11769797726729993,0.019881069312188606,0.05956233575301398,0.07354907590508096,0.10628941821109952,0.10532801505301286,0.04161251892882395,0.07479575920067658,0.04433510985214727,0.12385842357671557,0.1297498240269205,0.09787577659555899,0.0,0.16637976944997754,0.02279211529192759,0.10552897060221726,0.041072774693139975,0.07837414205275961,0.11281521496355323,0.0,0.05782544988262073,0.0763381020690574,0.0,0.10896715305663912,0.09300324093471209,0.1095273991817066,0.043369087411965546,0.07971706365832464,0.030934411244487297,0.06356417261637282,0.06317539727139919,0.01526762041381148,0.02132007163556104,0.055048188256318034,0.038525706426470976,0.05311606738473833,0.11308055883843512,0.09349469900084571,0.2243872776020297,0.13010726223589664,0.051793468104588666,1.0,0.049792959773196914,0.057788559639706465,0.045512046483802984,0.05137408089380563,0.03636363636363636,0.09669875568304563,0.08298826628866153,0.0,0.11362977583012393,0.27376005484272986,0.0,0.05222329678670935
density,0.05629337745609988,0.09982698068562738,0.0646508183835236,0.23157253270566708,0.06844360031191271,0.10891160008180413,0.13431632013581724,0.11055415967851333,0.15160706244354064,0.10620829962935503,0.08780435571627275,0.07794618374722444,0.10994987428338562,0.1337525356070196,0.05397918963594131,0.1404109131602727,0.08453958309103056,0.08851416742396573,0.05895013277353357,0.07833094880502993,0.046524210519923545,0.12712834523274563,0.05084380623523378,0.11134044285378082,0.1678202850857984,0.10715660683489368,0.1772063879801291,0.043738656756789826,0.12395530151376132,0.07626570935285067,0.12027759935822993,0.13772237400214113,0.0926408482481942,0.15101717408522405,0.010555008273018727,0.037113480951260276,0.03603749850782236,0.029424494316824982,0.08352387198917761,0.08309324832467525,0.03788676152120412,0.13277125113594856,0.07800925977109881,0.09464774212616987,0.08309324832467525,0.07961085787020428,0.08703882797784893,0.06093936867726089,0.09103849893318919,0.16356658202098237,0.10322795481850183,0.13926212476455826,0.15331103516796663,0.12371160317086757,0.08449079617742182,0.11955702496470261,0.11412706387705432,0.05815526314990443,0.1454643413629281,0.060062497513037265,0.04128614119223852,0.04351941398892446,0.11009637651263607,0.036297700432031385,0.17739371879672478,0.051613977409250916,0.1454643413629281,0.09143006417649889,0.026860765467512676,0.036297700432031385,0.1359318119567592,0.07833094880502993,0.0727713899728995,0.1442263244544471,0.0,0.01706971854997297,0.06070834938872647,0.07537783614444091,0.011844484241978356,0.12763993017791392,0.07597371763975863,0.08178329101049119,0.04161251892882395,0.13762047064079508,0.04999218933057798,0.05723638070321425,0.07356123579206246,0.018349396085439344,0.07918075824648958,0.06968683416725756,0.05051568202827216,0.06217059141274923,0.08489995496838276,0.08748633132851147,0.06598396520540799,0.08489995496838276,0.0564782494724905,0.07253235664820744,0.11534196721631887,0.1114989346676121,0.1556997888323046,0.07537783614444091,0.12309149097933272,0.08081352297940449,0.03871048305693819,0.1194880298498108,0.03413943709994594,0.14516472345189757,0.015760250451281974,0.049792959773196914,1.0,0.05275349613399974,0.12463987248701287,0.06253053994807224,0.049792959773196914,0.0,0.045454545454545456,0.017407765595569783,0.014818474149146235,0.057670983608159435,0.07699905035090181,0.06356417261637282
fabrication,0.08983259221750463,0.11585688927269844,0.04689515459275805,0.07329756425297362,0.01985851562448331,0.09480021661874247,0.08768498650334659,0.046656947481584346,0.10557099408903141,0.10429937753713846,0.06793580551745874,0.09046254146532325,0.14461932401402902,0.11087864652947611,0.03758820082744411,0.04526601789460557,0.11773762624173345,0.1027274993580964,0.013683232646016449,0.0,0.04319593977248311,0.2397561119080782,0.02950407389235061,0.07537783614444091,0.1822026488124676,0.08609779673774036,0.12339698584263335,0.040609660258211513,0.02397661023704826,0.07867753037960162,0.06442680240024247,0.012295185226055291,0.15530208757274544,0.11340808859081936,0.048999595755002526,0.0430730492253948,0.013941429613550474,0.06829877767625106,0.02423396941942774,0.160726842989432,0.029313667202432975,0.21012443050519716,0.03880103401822223,0.04882043758381491,0.160726842989432,0.0692958928675237,0.05772300254584061,0.028289929799333553,0.06603573764586061,0.06779699969660707,0.0,0.12121830534626528,0.12940308961652522,0.22972292920210563,0.09805806756909201,0.08325307391633692,0.018921890815214913,0.0944911182523068,0.24385480388234188,0.06970714806775237,0.07985957062499248,0.06734350297014739,0.07666518779999279,0.02106313659355673,0.06862635163075162,0.014975497667455975,0.018758061837103223,0.0530558109077291,0.01558699215971374,0.0,0.09465559377843989,0.11688311688311688,0.0,0.07439366341761364,0.0,0.0,0.07045670884515312,0.10206207261596574,0.08247860988423225,0.059254382556024304,0.022043335708870276,0.06779699969660707,0.02414726442081476,0.031943828249996996,0.058019780864778235,0.049820416604493975,0.1024481665143766,0.0,0.0,0.06470154480826261,0.1319115024109484,0.04329225190938046,0.028152265090408374,0.058019780864778235,0.04594768006447692,0.14076132545204187,0.016386838133611553,0.13468700594029479,0.08924214965063204,0.09705231721239392,0.0,0.14580296087995107,0.0,0.037516123674206446,0.014975497667455975,0.07924288517503274,0.03962144258751637,0.03063178670965128,0.054872948542669706,0.057788559639706465,0.05275349613399974,1.0,0.0,0.0,0.057788559639706465,0.1024481665143766,0.07033799484533299,0.04040610178208843,0.034395958024505485,0.13386322447594806,0.029787773436724965,0.0
evolution,0.1607924859748069,0.13034918435963908,0.08125220340832602,0.22609483909211017,0.07037911332728822,0.111991505559059,0.18415285916118368,0.11023565092191008,0.11640111517553597,0.11947953079098908,0.0936313472135114,0.07124481762275775,0.1674950237967634,0.13971801052313088,0.059206041955948904,0.15685900709347056,0.1545427085630454,0.08825915632813758,0.1724222023505978,0.15342107739900326,0.0765437860012612,0.07988652289394242,0.10069051891174352,0.14417137545496114,0.1880289753621533,0.15068291685380852,0.13767551865076758,0.15191737941229028,0.10385680721924986,0.14716306610177898,0.11839349926391206,0.17429786813223802,0.08467611909345331,0.10555509290001502,0.07718039326790731,0.06784535315527583,0.07685813552110532,0.053789489888110546,0.18131454947164258,0.0759493670886076,0.1616042162760238,0.06619436724610317,0.18334921045274777,0.12495957028888124,0.02531645569620253,0.10005376233303333,0.05682552029826643,0.12254033228081551,0.06240864794142966,0.1067886177088331,0.07076475519120257,0.0477334370505438,0.11465200724512384,0.033922676577637915,0.07722676178712036,0.13113383664943887,0.059608613172756356,0.0744175697234484,0.059092511569691655,0.07685813552110532,0.06289432567832845,0.053037152278381995,0.11069401319385808,0.0,0.036031649688745,0.07076475519120257,0.13295815103180622,0.11490796803275208,0.07365429242103545,0.049765548287622016,0.0869716217073246,0.07159650278620153,0.03325746147872457,0.04394219057377803,0.017360483211470365,0.04680648595607224,0.018496331154174848,0.08038016213055944,0.09743547036924464,0.03499985416757812,0.08680241605735182,0.04271544708353324,0.057052369584672295,0.10063092108532552,0.045694147425738865,0.06539440593094518,0.053789489888110546,0.13417456144710072,0.08443545889639932,0.050956447664499485,0.10388842474887244,0.0909208324772263,0.06651492295744914,0.079964757995043,0.08443545889639932,0.05542910246454094,0.10324514658393347,0.0928150164871685,0.052712762982891744,0.0,0.0533676050223615,0.02296576060873127,0.09643610579365919,0.059092511569691655,0.08255888105640298,0.04680648595607224,0.04680648595607224,0.12062208413771333,0.0,0.045512046483802984,0.12463987248701287,0.0,1.0,0.11430904504318623,0.045512046483802984,0.013447372472027637,0.027697749441558416,0.15911145683514602,0.09481126672461973,0.0,0.046919408884858814,0.043574467033059505
term,0.1234219385295591,0.16185223616627684,0.09171763507019713,0.16833413277152529,0.0794440711998564,0.161531830632197,0.11259737804400952,0.11406468642034678,0.15642117932983907,0.0758636503795651,0.0981418611875691,0.1608425595679847,0.12856670761524372,0.10842833686956578,0.15594107177393954,0.1690144266293894,0.061056831732054534,0.13283612836979145,0.1216440598672069,0.10390919481833769,0.08640276493271748,0.06558258357839529,0.06994439445189526,0.12444893192346608,0.15639285757362348,0.17009115075757178,0.1371250376427325,0.11733157823267451,0.14920659471182063,0.13988878890379053,0.0763673128124384,0.1420955977531898,0.12744340976855412,0.1466471150213533,0.06534102628035482,0.05743796858006127,0.0991515465631671,0.04553825555391872,0.08617608143160956,0.014288630630398279,0.06514969050713036,0.04981354813867179,0.09198440996365478,0.10850353103361392,0.042865891891194836,0.07187146209059803,0.10263160115815709,0.07544931822417852,0.05870582947302891,0.12054318600381364,0.06656615369802879,0.01796053020267749,0.08627959628145762,0.012763993017791393,0.08717370924267563,0.03700602836185863,0.03364315551262445,0.060001920092164915,0.016675933649126753,0.07436365992237533,0.05679618342470648,0.08980265101338744,0.10223313016447166,0.0,0.0,0.053252922958423037,0.10005560189476051,0.1061249918932301,0.09699794920789633,0.03745029431365691,0.04207445350899108,0.1154546609092641,0.025027388692774252,0.04960202468574338,0.05878963512522154,0.05283524652572602,0.0,0.06480948092065159,0.09776474334756886,0.17120089600097482,0.09798272520870256,0.10848886740343228,0.06440081861116377,0.02839809171235324,0.20631854707380165,0.07381732441968658,0.015179418517972906,0.09466030570784414,0.05446337123315844,0.028759865427152538,0.05211975240570429,0.08980265101338746,0.12513694346387125,0.14184400111323864,0.08169505684973767,0.11262324911748413,0.16024705035571787,0.10476975951561868,0.019834087593950483,0.057519730854305076,0.02008048322256247,0.02592379236826063,0.072571501142966,0.06670373459650701,0.06656615369802879,0.03522349768381734,0.05283524652572602,0.14977427089118572,0.08130350006092965,0.05137408089380563,0.06253053994807224,0.0,0.11430904504318623,1.0,0.01712469363126854,0.060717674071891624,0.03126526997403612,0.0,0.030578037261837925,0.019834087593950483,0.05296271413323761,0.06558258357839529
channel,0.11562432251572008,0.10154390845699407,0.19475891374404053,0.14989886347267792,0.1405803892788833,0.15659001786431223,0.07356807837947246,0.03302891295379082,0.1395048614020681,0.1789928661577395,0.14427727881903077,0.047436536788663754,0.06423682809585862,0.14651856175095515,0.07095748751868991,0.06836108840691588,0.11113016798649542,0.13222147133698628,0.06457663497597783,0.12258179317513493,0.11212238211627762,0.14796600756234315,0.07426213222522496,0.08131156281817417,0.16604714586814892,0.1354432863442697,0.14558990404609357,0.10540925533894598,0.09052415301525511,0.15780703097860302,0.08108154379208792,0.08123623944599233,0.056379424813276575,0.10704360482220941,0.12718675476729208,0.040655781409087086,0.0657951694959769,0.09669875568304563,0.08005884036263132,0.1972188680964796,0.013834289277321492,0.10577717706958902,0.13428621256572063,0.05760078153270579,0.09102409296760597,0.0981104910251593,0.10896715305663912,0.026702293491727636,0.11219363880101486,0.10238755043075541,0.09894548898363074,0.05720775535473554,0.10687334289668037,0.040655781409087086,0.07933288280219176,0.17025860665157733,0.0,0.03822353935782192,0.017705355794912777,0.07895420339517227,0.12060453783110543,0.015891043154093204,0.0844231764817738,0.059643207936565815,0.021591675854376522,0.08481041912882635,0.05311606738473833,0.06259788572951679,0.044136741475237475,0.07952427724875442,0.11912467150602796,0.08580725522259446,0.1328617727638744,0.05266400752650643,0.020806259464411975,0.16829045820152227,0.022167554926073633,0.04128614119223852,0.11677484162422845,0.041946761398096714,0.0,0.012798443803844426,0.02279211529192759,0.13568010505999362,0.041072774693139975,0.06269931364220768,0.08058229640253803,0.0,0.11565089976524145,0.0763381020690574,0.08300573566392895,0.09534625892455922,0.02657235455277488,0.0547636995908533,0.028912724941310364,0.03985853182916232,0.046401616866730944,0.015891043154093204,0.08423386302853225,0.06107048165524592,0.0,0.0,0.0,0.08852677897456387,0.11308055883843512,0.07479575920067658,0.018698939800169144,0.05782544988262073,0.06905795747278488,0.03636363636363636,0.049792959773196914,0.057788559639706465,0.045512046483802984,0.01712469363126854,1.0,0.08058229640253803,0.0,0.0,0.016232825118589134,0.12635079454279838,0.0,0.1044465935734187
