,gate,cavity,resonator,spin,photon,phase,state,flux,measurement,noise,entanglement,couple,circuit,field,scheme,level,microwave,frequency,charge,superconducting qubit,device,junction,control,mode,decoherence,atom,fidelity,interaction,energy,information,error,transition,qed,quasiparticle,line,josephson junction,transmission,temperature,rate,dynamic,number,regime,transmon,josephson,coherence,readout,parameter,squid,order,loss,ensemble,electron,interference,pulse,experiment,quantum system,correlation,protocol,resonance,quantum state,electrodynamic,superconductor,decay,parity,relaxation,excitation,majorana,computation,architecture,generation,type,process,environment,fluctuation,theory,proposal,oscillator,transfer
order,0.16353434164576458,0.17573375583870182,0.16036540675899566,0.17995712469896202,0.14532037855153093,0.24641279189384852,0.22664389705734064,0.16305491697222813,0.12935233335271093,0.14413089499257942,0.03116725418456507,0.162739878720168,0.17688728441930626,0.1768795089831646,0.15434872662825797,0.16991304800713422,0.15151080381571405,0.14311508554601562,0.12824875884858367,0.18509524454822496,0.2010286761828341,0.1944611170656493,0.12244260519481054,0.08720932535569716,0.161721508012528,0.13423620838876227,0.111745693891081,0.1504142093990467,0.17937304161172324,0.13318241836325834,0.1239758806193046,0.18626292586293283,0.1224112744964246,0.14890247043403096,0.12190439333572473,0.22094516986470863,0.1241010455988046,0.17084608340387927,0.2011869540407391,0.154181655912797,0.15579616754090403,0.14316868049045436,0.18280750757349776,0.13096166144429242,0.22222602215933354,0.11808198473867938,0.2151595673145452,0.1687322975464215,1.0,0.08175874252096607,0.1028991510855053,0.14494275891311212,0.1503116192704361,0.1120224067222408,0.15918343668810866,0.0756529604791034,0.06262242910851495,0.04512426281971401,0.11919076009447163,0.06726727939963124,0.08947924869885988,0.14076306861555737,0.0964256849261258,0.11070186069251192,0.08856148855400954,0.09345802722104672,0.05261336417646564,0.10737509843863187,0.10932267489210505,0.0700140042014005,0.11197633540352388,0.10446143289914159,0.13232633871576988,0.13719886811400708,0.1638872951298985,0.09393364366277243,0.053494721371611896,0.03834824944236852
loss,0.07576538541439333,0.13957263155977062,0.15505506644044395,0.04689790496105418,0.21386180543479086,0.1141629333691555,0.13829796895557545,0.03399447068245024,0.15731330124142315,0.05723638070321425,0.05775909822579078,0.061688709086449876,0.12784480436790724,0.10057278516022669,0.10726454129012913,0.09446476457218128,0.2316431233284637,0.21061636974040907,0.05941759110223065,0.18257418583505536,0.15792709749370532,0.14414999403128942,0.04254570208480497,0.10606060606060606,0.10577717706958902,0.033922676577637915,0.112956498944981,0.04181210050035454,0.09185117918925864,0.15866576560438353,0.09572994763343544,0.04568586779048795,0.07733602811121824,0.11826247919781652,0.0564782494724905,0.08081352297940449,0.08624393618641034,0.13569070631055166,0.16448792373994225,0.07653459686532837,0.09280323373346189,0.07653459686532837,0.10889310129609417,0.0827379240401869,0.13005121775247103,0.041030496993110906,0.0679659059783796,0.02132007163556104,0.08175874252096607,1.0,0.04767312946227962,0.040291148201269014,0.04821182598999188,0.0,0.0632139541241014,0.07009996372327816,0.08703882797784893,0.0627181507505318,0.020707884164064553,0.056096819400507425,0.07106690545187015,0.04891159880445185,0.11487593716012254,0.03077287274483318,0.16412198797244362,0.09278370237815069,0.036563621206356534,0.04264014327112208,0.09496714704969829,0.0778498944161523,0.0518785847899556,0.14519080172812554,0.11495012246792571,0.04767312946227962,0.041415768328129106,0.06527912098338669,0.09913631941932192,0.053300179088902604
ensemble,0.09081532183729997,0.09759000729485333,0.23377074310225074,0.39349550147037177,0.11215007691282604,0.054425043023013514,0.17728105208558367,0.1544993737759967,0.0,0.015007505629691604,0.045433689961153705,0.21566554640687682,0.08251369970070348,0.10548162696116146,0.1875,0.08669104580816224,0.1877335943272391,0.122720173418454,0.07789711910621948,0.14796600756234315,0.050964719143762556,0.03779644730092272,0.059496411730872965,0.12712834523274563,0.0970725343394151,0.19568121841532551,0.07404360971988654,0.05847053462046861,0.055048188256318034,0.23574758339572238,0.0,0.04791574237499549,0.08111071056538127,0.062017367294604234,0.1777046633277277,0.05085476277156078,0.1507556722888818,0.071156806696482,0.06900655593423542,0.09632419486019034,0.06488856845230502,0.11237822733688872,0.0761386987626881,0.03471050672503116,0.1363988678940947,0.0,0.05702659485122011,0.022360679774997897,0.1028991510855053,0.04767312946227962,1.0,0.1690308509457033,0.016854996561581053,0.040824829046386304,0.11602387022306428,0.11028219331407116,0.0,0.021926450482675733,0.1303116728289208,0.07844645405527362,0.07453559924999299,0.025649458802128853,0.10040241611281235,0.0,0.02151657414559676,0.1556997888323046,0.0,0.06708203932499368,0.05976143046671969,0.10206207261596575,0.03627381250550058,0.17131207221604822,0.024112141108520606,0.025,0.04343722427630694,0.09128709291752768,0.0,0.16770509831248423
electron,0.11512943346800045,0.12371791482634838,0.11167132157090805,0.34642124717105827,0.1263788195613404,0.10119462468430136,0.16345072958495868,0.130575803099675,0.14940357616679922,0.12683657235796025,0.06399746063114224,0.1822706541441223,0.14819070929781142,0.14858040970318637,0.042257712736425826,0.1256010963627995,0.15866384600114344,0.1348327197173161,0.13167016328743084,0.15447859516333115,0.1399874099825331,0.12777531299998798,0.138280025167424,0.026860765467512676,0.09376144618769908,0.06013847793242637,0.06257827179021987,0.16060401860990528,0.17446578944971328,0.17580271160193578,0.06788442333021306,0.12148858061010874,0.04113063728303113,0.07862136275414387,0.07509392614826384,0.2005738892714385,0.0637058989297032,0.1954500532803857,0.11664236870396086,0.12211320467908286,0.12339191184909339,0.027136267706462856,0.08043618151097336,0.10267506354855008,0.1729171253112705,0.0909241209316635,0.07229440390678198,0.03779644730092272,0.14494275891311212,0.040291148201269014,0.1690308509457033,1.0,0.08547043234472845,0.05175491695067657,0.1260746583031183,0.062136976600120006,0.03857583749052298,0.03706246583305506,0.14684461964287046,0.06629935441317959,0.1259881576697424,0.23845524161913298,0.03394221166510653,0.02727723627949905,0.05455447255899809,0.1315903389919538,0.03241018617760822,0.03779644730092272,0.11785113019775793,0.05175491695067657,0.07664241743562072,0.1608723630219467,0.02037847864848056,0.1479019945774904,0.036711154910717615,0.07715167498104596,0.02196873875818734,0.0236227795630767
interference,0.19898995184985377,0.15626352755294512,0.13019808061312518,0.06632365324280728,0.11761799222424119,0.19814412521162744,0.27707572307297307,0.2884526489088942,0.15891043154093204,0.21247922286054266,0.06126277504601481,0.1381315976392975,0.13907681247386885,0.1817401181067915,0.24439745014292524,0.25048753354567543,0.19357759119729542,0.2482137721205607,0.1470510355655487,0.10562681853292955,0.5583566078545402,0.20385887657505022,0.09025306336352469,0.10713739108887084,0.1589409883014377,0.09594781857618334,0.07987230638308716,0.12811768579763458,0.18556740475630137,0.14024204850126856,0.027076518053694116,0.1722921969015792,0.06562179588897107,0.04181210050035454,0.11980845957463075,0.13714509626474833,0.0711476174659024,0.08395434125416042,0.09304842103984709,0.09741263838993429,0.08749572785196143,0.1298835178532457,0.05133270023393453,0.2223172791704318,0.080465085727548,0.08703882797784893,0.14417745902039858,0.5427204202399745,0.1503116192704361,0.04821182598999188,0.016854996561581053,0.08547043234472845,1.0,0.1651445647689541,0.14527180078699412,0.16109651905639813,0.06154574548966636,0.044348429699181194,0.16106953848079125,0.13222147133698628,0.08794080883518106,0.1037571695799112,0.14892084929531765,0.04351941398892446,0.08703882797784893,0.1049727762162956,0.051708768999501914,0.060302268915552716,0.040291148201269014,0.06881023532039754,0.17119059581558146,0.06416587529241817,0.06502560887623551,0.10112997936948631,0.05857074126574227,0.07693218186208295,0.0876249546540977,0.07537783614444091
pulse,0.25025759924402186,0.17928429140015906,0.18257418583505536,0.09370892170529153,0.09157015435010396,0.20441416310762067,0.19738550848793068,0.2037778784088537,0.1250925583244189,0.17155007848855514,0.06182742085368724,0.12326312688558734,0.0842151921066519,0.13397282541141672,0.15309310892394865,0.16178958285580192,0.20738401597350942,0.23046138461615817,0.10176437026295687,0.1776672636296754,0.21846572437632575,0.04629100498862758,0.1821698128339726,0.06487491201346025,0.1358732440973515,0.13072340109917852,0.1934603333626698,0.07161148740394328,0.08989331499509895,0.12455047375590554,0.11476952126219177,0.13041013273932528,0.13245323570650439,0.025318484177091666,0.14509525002200233,0.05536365323582665,0.135400640077266,0.0,0.042257712736425826,0.06554031313663454,0.14569855927715483,0.03932418788198072,0.10879222762803661,0.07085252515814196,0.09744805811819829,0.12297746456210364,0.1164050492949297,0.12780193008453875,0.1120224067222408,0.0,0.040824829046386304,0.05175491695067657,0.1651445647689541,1.0,0.08119979429411502,0.12006004503753283,0.07453559924999299,0.053708615552957466,0.1063990353197863,0.12810252304406972,0.06085806194501846,0.0,0.11476952126219177,0.026352313834736494,0.03513641844631533,0.03178208630818641,0.03131121455425748,0.09128709291752768,0.09759000729485331,0.13333333333333333,0.14808721943977307,0.10879222762803661,0.019687480773953943,0.040824829046386304,0.0,0.1304372986874877,0.06367145399670132,0.09128709291752768
experiment,0.14299868370515528,0.19410463442478784,0.16172712363514932,0.22827435497979007,0.21480268901603208,0.2165007129801192,0.283155374116847,0.18910539209702973,0.17970943852642324,0.1790978282281281,0.1405704679415423,0.2001788109431818,0.23250071336698344,0.1787192963438527,0.12431128952471172,0.20527001323159053,0.20500308879748697,0.16272536542233884,0.08263245931822254,0.24813657846388062,0.16049907891132242,0.12529400275814703,0.13806007906801607,0.14749922628956993,0.16549319206168528,0.14152951038240513,0.08836278341129833,0.19382793487652678,0.16423467043540768,0.15629912583603608,0.11981907665645182,0.15883913928452167,0.13981728140845512,0.10279278535093246,0.10799895750269796,0.11238793135299596,0.10994504121565506,0.16511776211280596,0.16012815380508713,0.1277246386719986,0.13981728140845512,0.14901207845066505,0.10095893147651552,0.10355778842507526,0.10173551494575428,0.09985744825254635,0.12287685874807992,0.13342487699899822,0.15918343668810866,0.0632139541241014,0.11602387022306428,0.1260746583031183,0.14527180078699412,0.08119979429411502,1.0,0.13404670069986047,0.09078412990032037,0.11629676092591607,0.15839229598608032,0.11702135834702539,0.11118739749916519,0.06802170238514357,0.06656615369802879,0.08559209850218258,0.12838814775327387,0.09032446046618911,0.050849283618092135,0.05929994533288809,0.07924288517503272,0.06766649524509584,0.03607395526829114,0.13881853078020887,0.11190335723100832,0.09944903161976938,0.18719089525627672,0.07565344158360031,0.10340217933878712,0.07412493166611012
quantum system,0.13353750504987602,0.12556180058348068,0.1494536248230521,0.12054318600381364,0.10993916855367315,0.1760619847298581,0.30807546950462467,0.13106561388974927,0.16462716088817816,0.15447232612146167,0.14474855717883967,0.18234453268021447,0.15924635617541344,0.13786957245171616,0.13785274164258896,0.20031479123154705,0.15426265814968548,0.1353384988847028,0.09163376157740077,0.21117432276343304,0.14051252522024413,0.06947125179709106,0.18590618543326826,0.08178329101049119,0.18352066281439178,0.1438676930480794,0.09798830016960199,0.15045937205113757,0.12141669877745294,0.22430303232870105,0.07381732441968658,0.12917063288278074,0.04770702433286961,0.02279803762937766,0.09798830016960199,0.08724138544978104,0.07758644224125771,0.05231552474475615,0.07610194341477615,0.1652442318861253,0.14312107299860882,0.1652442318861253,0.055978284637524,0.11483852438037763,0.10028244211278003,0.04745789978762495,0.09433526936138206,0.08219949365267865,0.0756529604791034,0.07009996372327816,0.11028219331407116,0.062136976600120006,0.16109651905639813,0.12006004503753283,0.13404670069986047,1.0,0.050336704141051826,0.09672388203287414,0.09580704729332692,0.24511866530960078,0.0547996624351191,0.03771571432023571,0.04429039465181194,0.07118684968143743,0.0949157995752499,0.08585457105482137,0.05638838744346009,0.09863939238321437,0.043937477516374675,0.07503752814845802,0.14667970544223286,0.111956569275048,0.14182078970378834,0.07352146220938077,0.07983920607777244,0.06711560552140243,0.13377695860286035,0.12329924047901797
correlation,0.041451333614483915,0.15590239111558088,0.05567022142689041,0.08980265101338744,0.15925551431765153,0.10930268710861009,0.22068370737618737,0.1193398350657552,0.1613743060919757,0.1643989873053573,0.2903256633948988,0.09843740386976972,0.16947980485980962,0.25677629550654774,0.09128709291752768,0.09044312632922691,0.13105264876364567,0.11202767873705521,0.199108043396001,0.18274699627207186,0.10467947366982797,0.05175491695067657,0.054312544659356844,0.13055824196677338,0.10127393670836667,0.06495698024616309,0.0675922588044844,0.08006407690254358,0.07537783614444091,0.12659242088545833,0.036661778755338326,0.029160592175990215,0.13327849749579576,0.0,0.0675922588044844,0.015474611514754323,0.08257228238447704,0.09743547036924463,0.0472455591261534,0.1905183740721785,0.14808721943977307,0.10258681680809612,0.052128603514268686,0.04752931878933585,0.031128640318234518,0.019641855032959652,0.11713032141645455,0.0,0.06262242910851495,0.08703882797784893,0.0,0.03857583749052298,0.06154574548966636,0.07453559924999299,0.09078412990032037,0.050336704141051826,1.0,0.04003203845127178,0.05947886892886081,0.0716114874039433,0.10206207261596575,0.02341464528954235,0.09165444688834581,0.029462782549439483,0.019641855032959652,0.05330017908890261,0.03500700210070024,0.020412414523193152,0.036369648372665396,0.07453559924999299,0.04966996338993914,0.08688100585711449,0.06603381797442179,0.09128709291752768,0.019826289642953604,0.041666666666666664,0.0,0.025515518153991442
protocol,0.17921318916004358,0.12838814775327387,0.16937302580115893,0.04313979814072881,0.10929124924699354,0.13365497721649944,0.24029618753167464,0.10423454980627081,0.21706078553111482,0.09213717213621488,0.1461092677995101,0.12294827802684932,0.1990155805692835,0.11307206388602571,0.14252192813739226,0.08689494506075623,0.11622582663390894,0.053816356113702196,0.04099217579581476,0.21374668579336073,0.03352426172007556,0.0,0.195681768857081,0.08362420100070908,0.09730085108210398,0.015602161985357414,0.27275027506971883,0.14102564102564102,0.07242068243779014,0.14595127662315596,0.28178798147053874,0.09805806756909201,0.11382207864489444,0.0,0.06494054168326639,0.02973505167250263,0.07933288280219176,0.015602161985357414,0.09078412990032037,0.05632127170361524,0.04268327949183541,0.07040158962951905,0.2504177112353167,0.045664692416098725,0.0747685755693224,0.1320989873168695,0.11253517273807995,0.019611613513818404,0.04512426281971401,0.0627181507505318,0.021926450482675733,0.03706246583305506,0.044348429699181194,0.053708615552957466,0.11629676092591607,0.09672388203287414,0.04003203845127178,1.0,0.01904848294398648,0.06880209161537815,0.09805806756909201,0.0,0.07044699536763468,0.11322770341445956,0.11322770341445958,0.06827887419989188,0.03363363969981562,0.09805806756909202,0.08735706972682653,0.08951435925492911,0.04772135722318333,0.10016708449412667,0.06344324016567203,0.0657793514480272,0.1142908976639189,0.06004805767690767,0.02279803762937766,0.07354355067681902
resonance,0.06903339629150639,0.09537837826484191,0.19425717247145283,0.22789803132115205,0.12990634782579993,0.1513006592024507,0.15401193638762298,0.1651944356740171,0.07166776363062764,0.11733918981567357,0.03947026761085657,0.18735825415895582,0.13440622799127366,0.19345500590998355,0.054296530345383676,0.20441928454519454,0.18227988068094197,0.3091761743682707,0.09474176972666139,0.15879045384807033,0.16603244517199559,0.01641772758257796,0.06460897449973568,0.08283153665625823,0.07228391048864023,0.0772713542815227,0.03859498657956062,0.07619393177594594,0.11955702496470261,0.13252050256250708,0.0,0.09712858623572641,0.0704644825207817,0.026938622922018266,0.1929749328978031,0.0441797947205334,0.19645223844412768,0.12363416685043632,0.04496179869976355,0.11157481747671412,0.09865027552909438,0.18130907839966046,0.08268134335652641,0.030154561307188778,0.07405985269687691,0.05607721540920443,0.061926924756663455,0.09712858623572641,0.11919076009447163,0.020707884164064553,0.1303116728289208,0.14684461964287046,0.16106953848079125,0.1063990353197863,0.15839229598608032,0.09580704729332692,0.05947886892886081,0.01904848294398648,1.0,0.03407496218479927,0.04856429311786321,0.04456565178215864,0.017444809066301296,0.08411582311380665,0.11215443081840885,0.152171249563855,0.09994449069791543,0.019425717247145282,0.10383482633023301,0.017733172553297715,0.1260506983326509,0.08268134335652641,0.04189457924451079,0.04343722427630694,0.05660377358490566,0.019826289642953604,0.09032775043542897,0.024282146558931603
quantum state,0.16919832433558513,0.12440333788202981,0.15149183969848687,0.1157562254139464,0.1857308236232342,0.1963947753002115,0.29710558438327656,0.13052230182370908,0.17565506213798923,0.09418284806910901,0.1782055936049595,0.13534557902010033,0.20227834851568374,0.08274659603084264,0.15689290811054724,0.13601210283987236,0.173259232729684,0.13477747424016345,0.09777204440006755,0.21849239743965404,0.1599200599500437,0.029649972666444046,0.18669130117198268,0.04986383946711772,0.1414213562373095,0.08372998750853342,0.26718909688697373,0.08026910688460784,0.17273340683501218,0.17405705383053477,0.12601941636211517,0.10023520220651762,0.11453125733564,0.0,0.11616917255955381,0.039893758112510815,0.13008872711759817,0.04186499375426671,0.06766649524509584,0.07556291526511143,0.10180556207612444,0.037781457632555714,0.0597281093431553,0.06807290427601057,0.12037508463876115,0.06751595780557777,0.11183835382312352,0.052623481158421755,0.06726727939963124,0.056096819400507425,0.07844645405527362,0.06629935441317959,0.13222147133698628,0.12810252304406972,0.11702135834702539,0.24511866530960078,0.0716114874039433,0.06880209161537815,0.03407496218479927,1.0,0.11694106924093722,0.040242181829276684,0.11026698931685078,0.075955452531275,0.08439494725697222,0.0763381020690574,0.060165683759618685,0.08770580193070292,0.07813453848974923,0.112089707663561,0.04268327949183541,0.1194562186863106,0.07566047878575344,0.03922322702763681,0.03407496218479927,0.053708615552957466,0.06117355427146392,0.2850438562747845
electrodynamic,0.18614679694116348,0.34551165954032126,0.32575757575757575,0.06110296459223054,0.2879270764972656,0.15415092144522458,0.27628748855997143,0.05314940034527339,0.1668979876199978,0.05592967126783536,0.21447372946822216,0.2330840307156992,0.47664112414825727,0.19218555339901836,0.20497289793748072,0.09230812927028523,0.2469323991623974,0.09147021665807528,0.18579547047776473,0.2270621920471109,0.13295400586957762,0.0563436169819011,0.1552110245554725,0.17766726362967536,0.16537964611894462,0.1458521687655505,0.16556654463313047,0.2179068168202045,0.09231861823449955,0.1343709624716425,0.04490132550669372,0.16666666666666666,0.3869206667253396,0.046225016352102424,0.19867985355975656,0.06317483696490862,0.23596995186213474,0.0397778642087865,0.12858612496840993,0.1675235703441389,0.14509525002200233,0.17948953965443454,0.15606369730577058,0.03880752628531664,0.1143739277494535,0.12830005981991682,0.0850102284084451,0.03333333333333333,0.08947924869885988,0.07106690545187015,0.07453559924999299,0.1259881576697424,0.08794080883518106,0.06085806194501846,0.11118739749916519,0.0547996624351191,0.10206207261596575,0.09805806756909201,0.04856429311786321,0.11694106924093722,1.0,0.0,0.13470397652008118,0.12028130608117203,0.06415002990995841,0.07253235664820744,0.0,0.03333333333333333,0.222717701593687,0.22821773229381923,0.20277677641345318,0.17025130615174974,0.053916386601719206,0.07453559924999299,0.14569287935358963,0.11907241805196005,0.019374606457303215,0.08333333333333333
superconductor,0.12811501208373438,0.03754696307413192,0.03128396370962206,0.1345726220504978,0.038354517032414846,0.17868453104932805,0.16535138334062682,0.10973977816492064,0.10882143751650175,0.015397375894859667,0.015537994118497427,0.09957068185683232,0.09523942834879914,0.1322711693170675,0.03847418820319328,0.0635308116562835,0.03399010654215594,0.06295412064573488,0.04795245473566802,0.1250199346145913,0.10457739712320041,0.2326700202988444,0.045781522846965655,0.03260773253630123,0.07113879915305903,0.018251335818524617,0.0303868562731382,0.04499212706658476,0.18355431078559414,0.09959431881428263,0.04120428217151646,0.11470786693528089,0.0,0.19088542889273333,0.0151934281365691,0.15652765711214212,0.015467205622243648,0.2190160298222954,0.08849904067559858,0.03294217956952912,0.06657426652986062,0.03294217956952912,0.0,0.2136733709387288,0.10495671428119793,0.022075539284417398,0.11701610362096508,0.0917662935482247,0.14076306861555737,0.04891159880445185,0.025649458802128853,0.23845524161913298,0.1037571695799112,0.0,0.06802170238514357,0.03771571432023571,0.02341464528954235,0.0,0.04456565178215864,0.040242181829276684,0.0,1.0,0.04120428217151646,0.09933992677987828,0.022075539284417398,0.059904229787315376,0.19672236884115843,0.06882472016116853,0.020437977982832194,0.04188539082916955,0.11164843913471803,0.058587492514838024,0.04947706959952934,0.10259783520851541,0.13369695534647594,0.0468292905790847,0.0,0.057353933467640436
decay,0.13677116598791347,0.26455335806349695,0.1632775472970681,0.09218509784667875,0.16014419469206,0.13114573959730363,0.2847911353666229,0.1336427974217672,0.15145648913255064,0.15670614180495773,0.15813727782736897,0.2078720825427868,0.14912234662243806,0.15062201176762283,0.16064386578049977,0.129316429609506,0.150791251647979,0.0985712153359689,0.08759586042470988,0.2307071876895319,0.1637433900334292,0.12143534814378325,0.08363016882951245,0.24251586733803646,0.2896048475801734,0.11430904504318623,0.1546304721226871,0.09392932715684625,0.13264730648561457,0.16707971975779234,0.04838709677419355,0.11546055130292672,0.20847900962281715,0.14944064441601537,0.14273582042094196,0.06807921404144805,0.10898088293170863,0.11430904504318623,0.29099384762368896,0.16763381949746384,0.06514969050713036,0.11605418272901342,0.07644509315459481,0.06970037479386301,0.041084327674858256,0.06913011298202835,0.1259633739264772,0.1975658322294524,0.0964256849261258,0.11487593716012254,0.10040241611281235,0.03394221166510653,0.14892084929531765,0.11476952126219177,0.06656615369802879,0.04429039465181194,0.09165444688834581,0.07044699536763468,0.017444809066301296,0.11026698931685078,0.13470397652008118,0.04120428217151646,1.0,0.05184758473652126,0.17282528245507087,0.10942844490912643,0.09240616554505462,0.05388159060803247,0.01600051202457731,0.18035210484058706,0.08740748201220976,0.09173411178551379,0.1549387023967062,0.04016096644512494,0.12211366346410907,0.12831622564368414,0.0,0.08980265101338746
parity,0.13189733589612357,0.0944911182523068,0.09185117918925864,0.04233337566673017,0.08043618151097336,0.07026242841491784,0.18725633517970777,0.061371641193221554,0.24343224778007383,0.03874921291460643,0.05865464152543313,0.1113692092779409,0.13315591032282686,0.07565344158360031,0.08068715304598785,0.03197647396955397,0.07128324356402513,0.04752931878933585,0.14079064767409769,0.07865665062071157,0.08224396186997113,0.09759000729485333,0.09601192158032107,0.08206099398622181,0.0716114874039433,0.02296576060873127,0.11470786693528089,0.07548513560963972,0.035533452725935076,0.10741723110591493,0.10369516947304253,0.08247860988423225,0.04188539082916955,0.24019223070763068,0.038235955645093626,0.06565321642986127,0.03892494720807615,0.02296576060873127,0.0668153104781061,0.020725666807241958,0.10471347707292387,0.06217700042172587,0.12286829679574762,0.11202767873705521,0.11005636329070298,0.1111111111111111,0.055215763037423274,0.0,0.11070186069251192,0.03077287274483318,0.0,0.02727723627949905,0.04351941398892446,0.026352313834736494,0.08559209850218258,0.07118684968143743,0.029462782549439483,0.11322770341445956,0.08411582311380665,0.075955452531275,0.12028130608117203,0.09933992677987828,0.05184758473652126,1.0,0.027777777777777776,0.07537783614444091,0.44556639433950346,0.14433756729740643,0.10286889997472794,0.026352313834736494,0.07024393586862705,0.024573659359149524,0.0,0.06454972243679027,0.056077215409204434,0.1473139127471974,0.033557802760701215,0.036084391824351615
relaxation,0.058621038176054914,0.1469861839480328,0.15745916432444337,0.09877787655570372,0.0643489452087787,0.18736647577311422,0.1664500757152958,0.16365770984859082,0.16228816518671588,0.11624763874381927,0.05213745913371834,0.14849227903725454,0.10652472825826148,0.11095838098928044,0.053791435363991905,0.13856472053473384,0.0950443247520335,0.200679345999418,0.09386043178273179,0.20225995873897265,0.10965861582662817,0.1301200097264711,0.10241271635234248,0.05470732932414788,0.13128772690722937,0.06124202828995004,0.06372659274182271,0.06290427967469976,0.3198010745334156,0.09548198320525772,0.10369516947304253,0.12371791482634838,0.08377078165833911,0.2401922307076307,0.11470786693528087,0.11671682920864226,0.1297498240269205,0.07655253536243754,0.14847846772912465,0.08290266722896782,0.05584718777222607,0.12435400084345173,0.14744195615489714,0.1194961906528589,0.16141599949303104,0.09259259259259259,0.06135084781935919,0.019245008972987525,0.08856148855400954,0.16412198797244362,0.02151657414559676,0.05455447255899809,0.08703882797784893,0.03513641844631533,0.12838814775327387,0.0949157995752499,0.019641855032959652,0.11322770341445958,0.11215443081840885,0.08439494725697222,0.06415002990995841,0.022075539284417398,0.17282528245507087,0.027777777777777776,1.0,0.0670025210172808,0.0,0.057735026918962574,0.051434449987363975,0.10540925533894598,0.06243905410544627,0.04914731871829905,0.12451456127293806,0.08606629658238704,0.18692405136401477,0.019641855032959652,0.022371868507134143,0.0
excitation,0.11488690226654374,0.20892772350933625,0.16616503523043885,0.1659319092312881,0.23282324390471643,0.10168761247046756,0.23211296086970098,0.15728609146845451,0.11009637651263605,0.046733309148852105,0.05895013277353357,0.20986925021221445,0.17665127726361124,0.24635200565311152,0.14596855203028555,0.16390158424407328,0.19773290083825157,0.1815212983238123,0.12128564995483251,0.22360679774997896,0.1091089451179962,0.08827348295047495,0.1273742077131806,0.1731962444392146,0.08636670341750609,0.13848874720779208,0.09222859518214328,0.15931737313308109,0.16070608663330627,0.10795837927188262,0.01563263498701806,0.21138001080334737,0.07577352304240824,0.19312181983410703,0.1037571695799112,0.05278717216432639,0.11736313170325505,0.11079099776623366,0.13430382733756338,0.13747852065908944,0.07577352304240824,0.18747070998966744,0.11854779319316988,0.06755523209187052,0.07963978098028483,0.083753151271601,0.12208664567220492,0.08703882797784893,0.09345802722104672,0.09278370237815069,0.1556997888323046,0.1315903389919538,0.1049727762162956,0.03178208630818641,0.09032446046618911,0.08585457105482137,0.05330017908890261,0.06827887419989188,0.152171249563855,0.0763381020690574,0.07253235664820744,0.059904229787315376,0.10942844490912643,0.07537783614444091,0.0670025210172808,1.0,0.059708143402653215,0.13926212476455826,0.07754035086653924,0.07945521577046602,0.042358687104367874,0.10372931904402365,0.018771276394456946,0.09731236802019037,0.016907916618206113,0.12436708454077276,0.12141669877745294,0.06527912098338669
majorana,0.12189130152520146,0.0,0.015590780467500804,0.15089863644835705,0.019114484997483857,0.08348420503032644,0.17305064017267063,0.07292037568309725,0.10846522890932808,0.023020462775806542,0.04646139935246818,0.08270396169735617,0.04746383907802899,0.08988968316207743,0.05752237416355278,0.018996856280406867,0.016939422832878557,0.0,0.07169323570385268,0.026702293491727636,0.039088155249705214,0.057977103565244846,0.09126332951925507,0.14625448482542613,0.02127178149057585,0.0,0.0,0.06726727939963124,0.0,0.10635890745287925,0.0,0.09799919151000505,0.0,0.09513029883089881,0.02271554252121273,0.0,0.023124864503144014,0.054574779454381814,0.05292561240249631,0.0,0.024883630089671975,0.04925152335778521,0.058395716247378375,0.10648697361300041,0.026153289048297074,0.06600983619844496,0.06560610252610431,0.0,0.05261336417646564,0.036563621206356534,0.0,0.03241018617760822,0.051708768999501914,0.03131121455425748,0.050849283618092135,0.05638838744346009,0.03500700210070024,0.03363363969981562,0.09994449069791543,0.060165683759618685,0.0,0.19672236884115843,0.09240616554505462,0.44556639433950346,0.0,0.059708143402653215,1.0,0.13719886811400708,0.030556616567607043,0.0,0.027820744203732862,0.029197858123689188,0.036986336072765455,0.03834824944236852,0.03331483023263848,0.10502100630210073,0.0,0.042874646285627205
