DOI,Addresses
10.1103/PhysRevA.110.022607,"[Hong, Yifan; Marinelli, Matteo; Kaufman, Adam M.; Lucas, Andrew] Univ Colorado, Dept Phys, Boulder, CO 80309 USA; [Hong, Yifan; Lucas, Andrew] Univ Colorado, Ctr Theory Quantum Matter, Boulder, CO 80309 USA; [Marinelli, Matteo; Kaufman, Adam M.] JILA, Boulder, CO 80309 USA; [Marinelli, Matteo; Kaufman, Adam M.] Natl Inst Stand & Technol, Boulder, CO 80309 USA"
10.1007/s11128-018-2134-0,"[Li, Jia-Zhen; Du, Yan-Xiong; Lv, Qing-Xian; Liang, Zhen-Tao; Huang, Wei; Yan, Hui] South China Normal Univ, Sch Phys & Telecommun Engn, Guangdong Prov Key Lab Quantum Engn & Quantum Mat, Guangzhou 510006, Guangdong, Peoples R China"
10.1038/s41565-022-01235-9,"[Butseraen, Guilliam; Ranadive, Arpit; Aparicio, Nicolas; Amin, Kazi Rafsanjani; Juyal, Abhishek; Esposito, Martina; Roch, Nicolas; Renard, Julien] Univ Grenoble Alpes, Inst Neel, Grenoble INP, CNRS, Grenoble, France; [Amin, Kazi Rafsanjani] Univ Grenoble Alpes, CEA, LETI, Grenoble, France; [Esposito, Martina] CNR SPIN Complesso Monte S Angelo, Naples, Italy; [Watanabe, Kenji] Natl Inst Mat Sci, Res Ctr Funct Mat, Tsukuba, Ibaraki, Japan; [Taniguchi, Takashi] Natl Inst Mat Sci, Int Ctr Mat Nanoarchitecton, Tsukuba, Ibaraki, Japan; [Lefloch, Francois] Univ Grenoble Alpes, Grenoble INP, CEA, IRIG PHELIQS, Grenoble, France"
10.1103/PhysRevA.97.042317,"[Aedo, Ibai; Lamata, Lucas] Univ Basque Country, UPV EHU, Dept Phys Chem, Apartado 644, Bilbao 48080, Spain"
10.1021/acs.nanolett.8b04275,"[Vigneau, Florian; Mizokuchi, Raisei; Zanuz, Dante Colao; Maurand, Romain; Lefloch, Francois; De Franceschii, Silvano] Univ Grenoble Alpes, CEA, INAC Pheliqs, F-38000 Grenoble, France; [Huang, Xuhai; Frolov, Sergey] Univ Pittsburgh, Dept Phys & Astron, Pittsburgh, PA 15260 USA; [Tang, Susheng] Univ Pittsburgh, Dept Elect & Comp Engn, Pittsburgh, PA 15260 USA; [Tang, Susheng] Univ Pittsburgh, Petersen Inst NanoSci & Engn, Pittsburgh, PA 15260 USA; [Sammak, Amir; Scappucci, Giordano] QuTech, Lorentzweg 1, NL-2628 CJ Delft, Netherlands; [Sammak, Amir; Scappucci, Giordano] Delft Univ Technol, Kavli Inst Nanosci, Lorentzweg 1, NL-2628 CJ Delft, Netherlands; [Sammak, Amir] QuTech, Stieltjesweg 1, NL-2628 CK Delft, Netherlands; [Sammak, Amir] TNO, Stieltjesweg 1, NL-2628 CK Delft, Netherlands"
10.1103/PhysRevA.85.032334,"[Tufarelli, Tommaso; Ferraro, Alessandro; Bose, Sougato] UCL, Dept Phys & Astron, London WC1E 6BT, England; [Kim, M. S.] Univ London Imperial Coll Sci Technol & Med, Blackett Lab, QOLS, London SW7 2BW, England"
10.1140/epjqt/s40507-024-00250-0,"[Nikolaeva, Anastasiia S.; Kiktenko, Evgeniy O.; Fedorov, Aleksey K.] Russian Quantum Ctr, Moscow 121205, Russia; [Nikolaeva, Anastasiia S.; Kiktenko, Evgeniy O.; Fedorov, Aleksey K.] Natl Univ Sci & Technol MISIS, Moscow 119049, Russia"
10.1038/NPHOTON.2013.41,"[Carter, Samuel G.; Sweeney, Timothy M.; Kim, Chul Soo; Solenov, Dmitry; Economou, Sophia E.; Reinecke, Thomas L.; Yang, Lily; Bracker, Allan S.; Gammon, Daniel] USN, Res Lab, Washington, DC 20375 USA; [Kim, Mijin] Sotera Def Solut Inc, Annapolis Jct, MD 20701 USA"
10.1103/PhysRevLett.110.060503,"[Adhikari, Prabin; Hafezi, Mohammad; Taylor, J. M.] Univ Maryland, Joint Quantum Inst, College Pk, MD 20742 USA; [Hafezi, Mohammad; Taylor, J. M.] NIST, Gaithersburg, MD 20899 USA"
10.1088/1674-1056/26/7/078501,"[Zhang, Ke; Li, Meng-Meng; Liu, Qiang; Yu, Hai-Feng; Yu, Yang] Nanjing Univ, Sch Phys, Natl Lab Solid State Microstruct, Nanjing 210093, Jiangsu, Peoples R China; [Yu, Hai-Feng; Yu, Yang] Univ Sci & Technol China, Synerget Innovat Ctr Quantum Informat & Quantum P, Hefei 230026, Peoples R China"
10.1103/PhysRevA.97.013825,"[Hwang, Myung-Joong; Plenio, Martin B.] Univ Ulm, Insit Theoret Phys, Albert Einstein Allee 11, D-89069 Ulm, Germany; [Hwang, Myung-Joong; Plenio, Martin B.] Univ Ulm, IQST, Albert Einstein Allee 11, D-89069 Ulm, Germany; [Rabl, Peter] TU Wien, Atominst, Vienna Ctr Quantum Sci & Technol, A-1040 Vienna, Austria"
10.1088/1367-2630/17/5/053032,"[Mikelsons, Gatis; Plenio, Martin B.] Univ Ulm, Inst Theoret Phys, D-89069 Ulm, Germany; [Mikelsons, Gatis; Plenio, Martin B.] Univ London Imperial Coll Sci Technol & Med, Dept Phys, London SW7 2AZ, England; [Cohen, Itsik; Retzker, Alex] Hebrew Univ Jerusalem, Racah Inst Phys, IL-91904 Jerusalem, Givat Ram, Israel"
10.1038/srep04910,"[Alvarez-Rodriguez, U.; Sanz, M.; Lamata, L.; Solano, E.] Univ Basque Country UPV EHU, Dept Phys Chem, Bilbao 48080, Spain; [Solano, E.] Basque Fdn Sci, IKERBASQUE, Bilbao 48011, Spain"
10.1103/PhysRevApplied.21.054067,"[Wolf, Robert N.; Pham, Joseph H.; Jee, Julian Y. Z.; Rischka, Alexander; Biercuk, Michael J.] Univ Sydney, Sch Phys, ARC Ctr Engn Quantum Syst, Sydney, NSW 2006, Australia; [Rischka, Alexander] Q CTRL Pty Ltd, Sydney, NSW 2000, Australia"
10.1016/j.tsf.2021.138784,"[Okasha, Sameh; Harada, Yuichi] Kyushu Univ, Global Innovat Ctr, 6-1 Kasuga Koen, Kasuga, Fukuoka 8168580, Japan; [Okasha, Sameh] Kyushu Univ, Interdisciplinary Grad Sch Engn Sci, Mol & Mat Sci Dept, Kasuga, Fukuoka 8168580, Japan; [Sekine, Yoshiaki; Sasaki, Satoshi] NTT Corp, NTT Basic Res Labs, 3-1 Morinosato Wakamiya, Atsugi, Kanagawa 2430198, Japan"
10.1063/5.0018012,"[Borisov, K.; Pop, I. M.; Wernsdorfer, W.] Karlsruhe Inst Technol, IQMT, D-76344 Eggenstein Leopoldshafen, Germany; [Borisov, K.; Rieger, D.; Winkel, P.; Henriques, F.; Valenti, F.; Ionita, A.; Wessbecher, M.; Spiecker, M.; Gusenkova, D.; Pop, I. M.; Wernsdorfer, W.] Karlsruhe Inst Technol, PHI, D-76131 Karlsruhe, Germany; [Valenti, F.] Karlsruhe Inst Technol, IPE, D-76344 Eggenstein Leopoldshafen, Germany; [Borisov, K.] Globalfoundries, Santa Clara, CA 95054 USA"
10.1134/S1070328424600335,"[Tomilov, A. S.; Yazikova, A. A.; Melnikov, A. R.; Smirnova, K. A.; Poryvaev, A. S.; Fedin, M. V.] Russian Acad Sci, Int Tomog Ctr, Siberian Branch, Novosibirsk, Russia; [Tomilov, A. S.; Yazikova, A. A.; Fedin, M. V.] Novosibirsk State Univ, Novosibirsk, Russia"
10.1002/qute.201800067,"[Pagano, Guido] Univ Maryland, Joint Quantum Inst, College Pk, MD 20742 USA; [Scazza, Francesco] CNR, Ist Nazl Ott, I-50019 Sesto Fiorentino, Italy; [Scazza, Francesco] Univ Firenze, LENS, I-50019 Sesto Fiorentino, Italy; [Scazza, Francesco] Univ Firenze, Dipartimento Fis & Astron, I-50019 Sesto Fiorentino, Italy; [Foss-Feig, Michael] US Army Res Lab, Adelphi, MD 20783 USA"
10.1109/JSSC.2017.2737549,"[Patra, Bishnu; Incandela, Rosario M.; van Dijk, Jeroen P. G.; Homulle, Harald A. R.; Babaie, Masoud; Sebastiano, Fabio] Delft Univ Technol, Dept Quantum & Comp Engn, NL-2628 CD Delft, Netherlands; [Patra, Bishnu; Incandela, Rosario M.; van Dijk, Jeroen P. G.; Homulle, Harald A. R.] Qutech, NL-2628 CJ Delft, Netherlands; [Patra, Bishnu; Incandela, Rosario M.; van Dijk, Jeroen P. G.; Homulle, Harald A. R.; Charbon, Edoardo] Kavli Inst Nanosci, NL-2628 CJ Delft, Netherlands; [Song, Lin] Analog Devices Inc, Beijing 100192, Peoples R China; [Shahmohammadi, Mina] Catena BV, NL-2628 XG Delft, Netherlands; [Staszewski, Robert Bogdan] Univ Coll Dublin, UCD Engn & Mat Sci Ctr, Dublin 4, Ireland; [Vladimirescu, Andrei] Univ Calif Berkeley, Berkeley, CA 94708 USA; [Vladimirescu, Andrei] Inst Super Elect Paris, F-75006 Paris, France; [Babaie, Masoud; Sebastiano, Fabio] Delft Univ Technol, Dept Microelect, NL-2628 CD Delft, Netherlands; [Charbon, Edoardo] Ecole Polytech Fed Lausanne, CH-1015 Lausanne, Switzerland; [Charbon, Edoardo] Intel Corp, Hillsboro, OR 97124 USA"
10.1021/jz101650z,"[Yoshino, Tomohiro; Nishida, Shinsuke; Sato, Kazunobu; Nakazawa, Shigeaki; Rahimi, Robabeh D.; Toyota, Kazuo; Shiomi, Daisuke; Takui, Takeji] Osaka City Univ, Dept Chem, Grad Sch Sci, Sumiyoshi Ku, Osaka 5588585, Japan; [Morita, Yasushi] Osaka Univ, Grad Sch Sci, Dept Chem, Osaka 5600043, Japan; [Kitagawa, Masahiro] Osaka Univ, Grad Sch Engn Sci, Dept Syst Innovat, Osaka 5608531, Japan; [Yoshino, Tomohiro; Nishida, Shinsuke; Sato, Kazunobu; Nakazawa, Shigeaki; Toyota, Kazuo; Shiomi, Daisuke; Morita, Yasushi; Kitagawa, Masahiro; Takui, Takeji] Japan Sci & Technol Agcy JST, Chiyoda Ku, Tokyo 1020075, Japan"
10.1103/PhysRevLett.110.140403,"[Noelleke, Christian; Neuzner, Andreas; Reiserer, Andreas; Hahn, Carolin; Rempe, Gerhard; Ritter, Stephan] Max Planck Inst Quantum Opt, D-85748 Garching, Germany"
10.1016/j.crhy.2016.07.008,"[Viennot, Jeremie J.; Delbecq, Matthieu R.; Bruhat, Laure E.; Dartiailh, Matthieu C.; Desjardins, Matthieu M.; Baillergeau, Matthieu; Cottet, Audrey; Kontos, Takis] Univ Paris Diderot, Sorbonne Univ, CNRS,Sorbonne Paris Cite,Univ Paris 06, PSL Res Univ,Lab Pierre Aigrain,Ecole Normale Sup, 24 Rue Lhomond, F-75231 Paris 05, France"
10.1103/PhysRevLett.111.230507,"[Aharon, N.] Tel Aviv Univ, Sch Phys & Astron, IL-69978 Tel Aviv, Israel; [Drewsen, M.] Aarhus Univ, Dept Phys & Astron, Ctr Quantum Opt, Danish Natl Res Fdn,QUANTOP, DK-8000 Aarhus C, Denmark; [Retzker, A.] Hebrew Univ Jerusalem, Racah Inst Phys, IL-91904 Jerusalem, Givat Ram, Israel"
10.1038/nature11120,"[Stute, A.; Casabone, B.; Schindler, P.; Monz, T.; Brandstaetter, B.; Northup, T. E.; Blatt, R.] Univ Innsbruck, Inst Expt Phys, A-6020 Innsbruck, Austria; [Schmidt, P. O.] Phys Tech Bundesanstalt, QUEST Inst Expt Quantum Metrol, D-38116 Braunschweig, Germany; [Schmidt, P. O.] Leibniz Univ Hannover, Inst Quantenopt, D-30167 Hannover, Germany; [Blatt, R.] Austrian Acad Sci, Inst Quantenopt & Quanteninformat, A-6020 Innsbruck, Austria"
10.1088/1367-2630/15/8/083001,"[Lemmer, A.; Bermudez, A.; Plenio, M. B.] Univ Ulm, Inst Theoret Phys, D-89069 Ulm, Germany"
10.1103/PhysRevA.110.L030202,"[Stransky, Pavel; Cejnar, Pavel] Charles Univ Prague, Inst Particle & Nucl Phys, Fac Math & Phys, V Holesovickach 2, Prague 18000, Czech Republic; [Filip, Radim] Palacky Univ, Fac Sci, Dept Opt, 17 Listopadu 12, Olomouc 77146, Czech Republic"
10.1103/PhysRevA.91.022332,"Univ Innsbruck, Inst Theoret Phys, A-6020 Innsbruck, Austria"
10.1103/PhysRevApplied.6.014006,"[Shevchenko, Sergey N.] B Verkin Inst Low Temp Phys & Engn, UA-61103 Kharkov, Ukraine; [Shevchenko, Sergey N.] V Karazin Kharkov Natl Univ, UA-61022 Kharkov, Ukraine; [Shevchenko, Sergey N.; Pershin, Yuriy V.; Nori, Franco] RIKEN, CEMS, Saitama 3510198, Japan; [Pershin, Yuriy V.] Univ S Carolina, Dept Phys & Astron, Columbia, SC 29208 USA; [Pershin, Yuriy V.] Univ S Carolina, Smart State Ctr Expt Nanoscale Phys, Columbia, SC 29208 USA; [Pershin, Yuriy V.] RAS, Nikolaev Inst Inorgan Chem, SB, Novosibirsk 630090, Russia; [Nori, Franco] Univ Michigan, Dept Phys, Ann Arbor, MI 48109 USA"
10.1103/PhysRevLett.119.040501,"[Garcia-Alvarez, L.; Lamata, L.; Solano, E.] Univ Basque Country, Dept Phys Chem, UPV EHU, Apartado 644, E-48080 Bilbao, Spain; [Egusquiza, I. L.] Univ Basque Country, Dept Theoret Phys & Hist Sci, UPV EHU, Apartado 644, E-48080 Bilbao, Spain; [del Campo, A.] Univ Massachusetts, Dept Phys, Boston, MA 02125 USA; [Sonner, J.] Univ Geneva, Dept Theoret Phys, 24 Quai Ernest Ansermet, CH-1214 Geneva 4, Switzerland; [Solano, E.] IKERBASQUE, Basque Fdn Sci, Maria Diaz de Haro 3, Bilbao 48013, Spain"
10.1088/1367-2630/13/8/085007,"[Mueller, M.; Hammerer, K.; Zhou, Y. L.; Zoller, P.] Univ Innsbruck, Inst Theoret Phys, A-6020 Innsbruck, Austria; [Mueller, M.; Hammerer, K.; Roos, C. F.; Zoller, P.] Austrian Acad Sci, Inst Quantenopt & Quanteninformat, A-6020 Innsbruck, Austria; [Mueller, M.] Univ Complutense, Fac Ciencias Fis, Dept Fis Teor 1, E-28040 Madrid, Spain; [Hammerer, K.] Leibniz Univ Hannover, Inst Theoret Phys, D-30167 Hannover, Germany; [Hammerer, K.] Leibniz Univ Hannover, Inst Gravitat Phys, D-30167 Hannover, Germany; [Zhou, Y. L.] Natl Univ Def Technol, Coll Sci, Changsha 410073, Hunan, Peoples R China; [Roos, C. F.] Univ Innsbruck, Inst Expt Phys, A-6020 Innsbruck, Austria"
10.1063/5.0096467,"[Hansen, I; Seedhouse, A. E.; Chan, K. W.; Hudson, F. E.; Laucht, A.; Saraiva, A.; Yang, C. H.; Dzurak, A. S.] Univ New South Wales, Sch Elect Engn & Telecommun, Sydney, NSW 2052, Australia; [Itoh, K. M.] Keio Univ, Sch Fundamental Sci & Technol, Yokohama, Kanagawa, Japan"
10.1109/TASC.2024.3419905,"[Uchida, Tokunoshin; Kutsuma, Hiroki; Yamashita, Taro] Tohoku Univ, Grad Sch Engn, Sendai 9808579, Japan"
10.1103/PhysRevB.82.155315,"[Rahman, Rajib; Muller, Richard P.; Levy, James E.; Carroll, Malcolm S.] Sandia Natl Labs, Albuquerque, NM 87185 USA; [Klimeck, Gerhard] Purdue Univ, Network Computat Nanotechnol, W Lafayette, IN 47907 USA; [Greentree, Andrew D.; Hollenberg, Lloyd C. L.] Univ Melbourne, Sch Phys, Ctr Quantum Comp Technol, Melbourne, Vic 3010, Australia"
10.1063/1.5116659,"[Sevriuk, V. A.; Tan, K. Y.; Hyyppa, E.; Silveri, M.; Partanen, M.; Jenei, M.; Masuda, S.; Goetz, J.; Mottonen, M.] Aalto Univ, Dept Appl Phys, QTF Ctr Excellence, QCD Labs, POB 13500, FI-00076 Aalto, Finland; [Silveri, M.] Univ Oulu, Res Unit Nano & Mol Syst, POB 3000, FI-90014 Oulu, Finland; [Vesterinen, V.; Gronberg, L.; Mottonen, M.] VTT Tech Res Ctr Finland Ltd, POB 1000, FI-02044 Espoo, Finland"
10.1063/1.3570693,"[Levenson-Falk, E. M.; Vijay, R.; Siddiqi, I.] Univ Calif Berkeley, Dept Phys, Quantum Nanoelect Lab, Berkeley, CA 94720 USA"
10.1063/5.0073136,"[Shimizu, Kenji; Scarabel, Jordan; Connell, Steven; Ghadimi, Moji; Haylock, Ben; Streed, Erik; Lobino, Mirko] Griffith Univ, Ctr Quantum Dynam, Brisbane, Qld 4111, Australia; [Bridge, Elizabeth] Univ Queensland, Sch Math & Phys, Ctr Excellence Engn Quantum Syst, Australian Res Council, St Lucia, Qld 4072, Australia; [Hussain, Mahmood Irtiza] Austrian Acad Sci, Inst Quantum Opt & Quantum Informat IQOQI, A-6020 Innsbruck, Austria; [Hussain, Mahmood Irtiza] Univ Innsbruck, Inst Expt Phys, A-6020 Innsbruck, Austria; [Streed, Erik] Griffith Univ, Inst Glyc, Gold Coast, Qld 4222, Australia; [Lobino, Mirko] Griffith Univ, Queensland Micro & Nanotechnol Ctr, Brisbane, Qld 4111, Australia"
10.1063/1.5003169,"[Mcrae, C. R. H.; Bejanin, J. H.; Pagel, Z.; Abdallah, A. O.; McConkey, T. G.; Earnest, C. T.; Rinehart, J. R.; Mariantoni, M.] Univ Waterloo, Inst Quantum Comp, 200 Univ Ave West, Waterloo, ON N2L 3G1, Canada; [Mcrae, C. R. H.; Bejanin, J. H.; Abdallah, A. O.; Earnest, C. T.; Rinehart, J. R.; Mariantoni, M.] Univ Waterloo, Dept Phys & Astron, 200 Univ Ave West, Waterloo, ON N2L 3G1, Canada; [McConkey, T. G.] Univ Waterloo, Dept Elect & Comp Engn, 200 Univ Ave West, Waterloo, ON N2L 3G1, Canada; [Pagel, Z.] Univ Calif Berkeley, Dept Phys, 366 LeConte Hall,MC 7300, Berkeley, CA 94720 USA"
10.1038/s41467-022-35285-3,"[Akhtar, M.; Lebrun-Gallagher, F. R.; Johnson, N. I.; Siegele-Brown, M.; Hong, S.; Hile, S. J.; Kulmiya, S. A.; Weidt, S.; Hensinger, W. K.] Univ Sussex, Sussex Ctr Quantum Technol, Brighton BN1 9QH, England; [Akhtar, M.; Bonus, F.; Lebrun-Gallagher, F. R.; Weidt, S.; Hensinger, W. K.] Universal Quantum Ltd, Brighton BN1 6SB, England; [Bonus, F.] UCL, Dept Phys & Astron, London WC1E 6BT, England; [Kulmiya, S. A.] Univ Bristol, Quantum Engn Ctr Doctoral Training, Bristol BS8 1TH, England"
10.1103/PhysRevB.92.235401,"[Hassler, Fabian; Bluhm, Hendrik] Rhein Westfal TH Aachen, JARA Inst Quantum Informat, D-52056 Aachen, Germany; [Catelani, Gianluigi] Forschungszentrum Julich, Peter Grunberg Inst PGI 2, D-52425 Julich, Germany; [Catelani, Gianluigi] Forschungszentrum Julich, JARA Inst Quantum Informat, D-52425 Julich, Germany"
10.1103/PhysRevLett.127.143201,"[Mao, Z-C; Xu, Y-Z; Mei, Q-X; Zhao, W-D; Jiang, Y.; Chang, X-Y; He, L.; Yao, L.; Zhou, Z-C; Wu, Y-K; Duan, L-M] Tsinghua Univ, Ctr Quantum Informat, Inst Interdisciplinary Informat Sci, Beijing 100084, Peoples R China; [Wang, Y.] Peking Univ, Sch Phys, Beijing 100871, Peoples R China; [Zhou, Z-C] Beijing Acad Quantum Informat Sci, Beijing 100193, Peoples R China; [Wang, Y.] Harvard Univ, Dept Phys, Cambridge, MA 02138 USA"
10.1039/c4an00734d,"[Plant, Simon R.; Porfyrakis, Kyriakos] Univ Oxford, Dept Mat, Oxford OX1 3PH, England"
10.1063/5.0157509,"[Strohbeen, Patrick J.; Brook, Aurelia M.; Shabani, Javad] NYU, Ctr Quantum Informat Phys, Dept Phys, New York, NY 10003 USA; [Sarney, Wendy L.] DEVCOM Army Res Lab, Army Res Directorate, Adelphi, MD 20783 USA"
10.1103/PhysRevLett.113.197601,"[Sushkov, A. O.; Lovchinsky, I.; Walsworth, R. L.; Park, H.; Lukin, M. D.] Harvard Univ, Dept Phys, Cambridge, MA 02138 USA; [Sushkov, A. O.; Park, H.] Harvard Univ, Dept Chem & Biol Chem, Cambridge, MA 02138 USA; [Chisholm, N.] Harvard Univ, Sch Engn & Appl Sci, Cambridge, MA 02138 USA; [Walsworth, R. L.] Harvard Smithsonian Ctr Astrophys, Cambridge, MA 02138 USA; [Walsworth, R. L.] Harvard Univ, Ctr Brain Sci, Cambridge, MA 02138 USA; [Park, H.] Broad Inst MIT & Harvard, Cambridge, MA 02142 USA"
10.1103/PhysRevA.81.042321,"[Shu, G.; Kurz, N.; Dietrich, M. R.; Blinov, B. B.] Univ Washington, Dept Phys, Seattle, WA 98195 USA"
10.1103/PhysRevA.90.062307,"[Govia, Luke C. G.; Pritchett, Emily J.; Wilhelm, Frank K.] Univ Saarland, D-66123 Saarbrucken, Germany; [Xu, Canran; Vavilov, Maxim G.; McDermott, R.] Univ Wisconsin, Dept Phys, Madison, WI 53706 USA; [Plourde, B. L. T.] Syracuse Univ, Dept Phys, Syracuse, NY 13244 USA"
10.1038/s41586-021-03268-x,"[Lecocq, F.; Quinlan, F.; Cicak, K.; Aumentado, J.; Diddams, S. A.; Teufel, J. D.] Natl Inst Stand & Technol, Boulder, CO 80305 USA; [Lecocq, F.; Diddams, S. A.] Univ Colorado, Dept Phys, Boulder, CO 80309 USA"
10.1007/s10909-019-02183-w,"[Wisbey, David S.; Brewster, Jacob; Alameri, Dheyaa; Kuljanishvili, Irma] St Louis Univ, Dept Phys, St Louis, MO 63103 USA; [Vissers, Michael R.; Gao, Jiansong; Kline, Jeff S.; Pappas, Dave P.] NIST, Boulder, CO USA; [Sandberg, Martin O.] IBM Corp, New York, NY USA; [Weides, Martin P.] Univ Glasgow, Sch Engn, Glasgow G12 8QQ, Lanark, Scotland; [Paquette, M. M.; Karki, S.; Caruso, Anthony N.] Univ Missouri, Dept Phys & Astron, Kansas City, MO 64110 USA"
10.1134/S1063783410110053,"[Klenov, N. V.; Pugach, N. G.; Sharafiev, A. V.; Bakurskiy, S. V.; Kornev, V. K.] Moscow MV Lomonosov State Univ, Moscow 119992, Russia"
10.1038/nature14270,"[Kelly, J.; Barends, R.; Fowler, A. G.; Megrant, A.; Jeffrey, E.; White, T. C.; Sank, D.; Mutus, J. Y.; Campbell, B.; Chen, Yu; Chen, Z.; Chiaro, B.; Dunsworth, A.; Hoi, I. -C.; Neill, C.; O'Malley, P. J. J.; Quintana, C.; Roushan, P.; Vainsencher, A.; Wenner, J.; Cleland, A. N.; Martinis, John M.] Univ Calif Santa Barbara, Dept Phys, Santa Barbara, CA 93106 USA; [Fowler, A. G.] Univ Melbourne, Sch Phys, Ctr Quantum Computat & Commun Technol, Melbourne, Vic 3010, Australia; [Megrant, A.] Univ Calif Santa Barbara, Dept Mat, Santa Barbara, CA 93106 USA"
10.1364/PRJ.434217,"[Wang, Kunkun; Xiao, Lei; Xue, Peng] Beijing Computat Sci Res Ctr, Beijing 100084, Peoples R China; [Wang, Kunkun] Anhui Univ, Sch Phys & Optoelect Engn, Hefei 230601, Peoples R China; [Yi, Wei] Univ Sci & Technol China, CAS Key Lab Quantum Informat, Hefei 230026, Peoples R China; [Yi, Wei] CAS Ctr Excellence Quantum Informat & Quantum Phy, Hefei 230026, Peoples R China; [Ran, Shi-Ju] Capital Normal Univ, Dept Phys, Beijing 100048, Peoples R China"
10.1038/s41427-023-00510-y,"[Huang, Tianhong; Wang, Hai] Yunnan Univ, Ctr Optoelect Engn Res, Sch Phys & Astron, Kunming 650091, Peoples R China; [Huang, Tianhong] Kunming Univ, Sch Phys Sci & Technol, Kunming, Yunnan, Peoples R China; [Huang, Tianhong; Chang, Jiawei; Ma, Lin; Zou, Taoyu; Wang, Hai] Yunnan OceanDeepland Organ Optoelect Technol Ltd, Kunming 650214, Yunnan, Peoples R China; [Fisher, Andrew J.; Wu, Wei] UCL, UCL Dept Phys & Astron, Gower St, London WC1E 6BT, England; [Fisher, Andrew J.; Wu, Wei] UCL, London Ctr Nanotechnol, Gower St, London WC1E 6BT, England; [Harrison, Nicholas M.] Imperial Coll London, Dept Chem, White City Campus,80 Wood Lane, London W12 0BZ, England; [Wu, Wei] UCL, UCL Inst Mat Discovery, Malet Pl, London WC1E 7JE, England"
10.1007/s10773-010-0253-1,"[Xue, Zheng-Yuan] S China Normal Univ, ICMP, Lab Quantum Informat Technol, Guangzhou 510006, Guangdong, Peoples R China; [Xue, Zheng-Yuan] S China Normal Univ, Sch Phys & Telecommun Engn, Guangzhou 510006, Guangdong, Peoples R China"
10.3390/sym13122243,"[Mohamed, Abdel-Baset A.; Yassen, Mansour F.] Prince Sattam Bin Abdulaziz Univ, Dept Math, Coll Sci & Humanities Al Aflaj, Alkharj 11942, Saudi Arabia; [Mohamed, Abdel-Baset A.] Assiut Univ, Dept Math, Fac Sci, Assiut 71515, Egypt; [Farouk, Ahmed] South Valley Univ, Fac Comp & Artificial Intelligence, Dept Comp Sci, Hurghada 84511, Egypt; [Eleuch, Hichem] Univ Sharjah, Dept Appl Phys & Astron, Sharjah 27272, U Arab Emirates; [Eleuch, Hichem] Abu Dhabi Univ, Dept Appl Sci & Math, Coll Arts & Sci, Abu Dhabi 59911, U Arab Emirates; [Eleuch, Hichem] Texas A&M Univ, Inst Quantum Sci & Engn, College Stn, TX 77843 USA"
10.1126/science.aau6539,"[Li, Yufan; Xu, Xiaoying; Chien, C. L.] Johns Hopkins Univ, Dept Phys & Astron, Baltimore, MD 21218 USA; [Lee, M. -H.; Chu, M. -W.] Natl Taiwan Univ, Ctr Condensed Matter Sci, Taipei 10617, Taiwan; [Lee, M. -H.; Chu, M. -W.] Natl Taiwan Univ, Ctr Atom Initiat New Mat, Taipei 10617, Taiwan; [Chien, C. L.] Acad Sinica, Inst Phys, Taipei 11519, Taiwan; [Chien, C. L.] Natl Taiwan Univ, Dept Phys, Taipei 10617, Taiwan"
10.1103/PhysRevX.8.011021,"[Colless, J. I.; Ramasesh, V. V.; Dahlen, D.; Blok, M. S.; Kimchi-Schwartz, M. E.; Siddiqi, I.] Univ Calif Berkeley, Dept Phys, Quantum Nanoelect Lab, Berkeley, CA 94720 USA; [Colless, J. I.; Ramasesh, V. V.; Dahlen, D.; Blok, M. S.; Kimchi-Schwartz, M. E.; Siddiqi, I.] Univ Calif Berkeley, Ctr Quantum Coherent Sci, Berkeley, CA 94720 USA; [McClean, J. R.; Carter, J.; de Jong, W. A.] Lawrence Berkeley Natl Lab, Computat Res Div, Berkeley, CA 94720 USA; [Siddiqi, I.] Lawrence Berkeley Natl Lab, Mat Sci Div, Berkeley, CA 94720 USA; [McClean, J. R.] Google Inc, Venice, CA 90291 USA; [Kimchi-Schwartz, M. E.] MIT, Lincoln Lab, Lexington, MA 02421 USA"
10.1103/PhysRevLett.107.146605,"[Lee, Gil-Ho; Jeong, Dongchan; Choi, Jae-Hyun; Lee, Hu-Jong] Pohang Univ Sci & Technol, Dept Phys, Pohang 790784, South Korea; [Doh, Yong-Joo] Korea Univ, Dept Display & Semicond Phys, Chungnam 339700, South Korea"
10.1073/pnas.1207329109,"[Bao, Xiao-Hui; Yuan, Zhen-Sheng; Lu, Chao-Yang; Pan, Jian-Wei] Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Hefei 230026, Anhui, Peoples R China; [Bao, Xiao-Hui; Yuan, Zhen-Sheng; Lu, Chao-Yang; Pan, Jian-Wei] Univ Sci & Technol China, Dept Modern Phys, Hefei 230026, Anhui, Peoples R China; [Bao, Xiao-Hui; Xu, Xiao-Fan; Li, Che-Ming; Yuan, Zhen-Sheng; Pan, Jian-Wei] Heidelberg Univ, Inst Phys, D-69120 Heidelberg, Germany; [Li, Che-Ming] Natl Cheng Kung Univ, Dept Engn Sci, Tainan 701, Taiwan; [Li, Che-Ming] Natl Cheng Kung Univ, Supercomp Res Ctr, Tainan 701, Taiwan"
