,gate,error,spin,ion,state,code,entanglement,photon,fidelity,measurement,noise,field,interaction,trap,quantum computer,scheme,phase,control,circuit,information,laser,algorithm,protocol,transition,fault,mode,dynamic,frequency,quantum computing,number,detection,atom,pulse,hardware,simulation,array,quantum system,architecture,platform,scale,computation,rate,parameter,network,decoherence,quantum processor,quantum simulation,couple,crystal,order,device,experiment,trapped ion,body,level,surface,source,sequence,cavity,crosstalk,coherence,range,ground,electron,term,oscillator,optimization,quantum state,process,hamiltonian,technology,quantum error correction,datum,motion
computation,0.34604988043708346,0.24675590100659828,0.1558703697561297,0.28495855737451364,0.2971388087808421,0.17937400083354382,0.12841755074180852,0.11697193010475819,0.23045878326865607,0.2096410140219837,0.18693323659540842,0.10235033889020939,0.20323743847971518,0.11454220197175097,0.20780877949851576,0.18599622199011084,0.18599622199011084,0.1781520703739565,0.23249527748763854,0.20470067778041878,0.11033737580104405,0.09672388203287414,0.21957887318276975,0.03923664355856711,0.3092805813616807,0.16587786854943434,0.13078881186189037,0.08530244589991119,0.22167554926073632,0.17734043940858907,0.16778901380350608,0.0813896266741265,0.08060323502739512,0.14237369936287486,0.22903205340724592,0.09964083320898795,0.08585457105482137,0.1464582583879156,0.18179481208639486,0.194977019199797,1.0,0.142019094330649,0.1103684523756079,0.09687303228651607,0.1410734556949673,0.15007505629691603,0.21747941810042,0.20194517395039002,0.05733298225836871,0.14864864864864866,0.1513415349215006,0.12463055064254434,0.2851996353785028,0.17199894677510613,0.10529962529853128,0.08664587415167273,0.05812381937190964,0.05318279613892063,0.06711560552140243,0.13181243254912403,0.12107322793720048,0.08930390978595032,0.06782584334807007,0.06711560552140243,0.18744368523675353,0.14237369936287486,0.06070834938872647,0.07837414205275961,0.17567567567567569,0.10762440050012628,0.10873970905021,0.18853757180254174,0.08787495503274936,0.1595483884167619
rate,0.3182183467185532,0.2963725336052374,0.11340734449745218,0.3260946909479793,0.246915468455987,0.1885115452718528,0.21368557015859668,0.21854334588326124,0.2887753168413113,0.16234134692639796,0.15962038488148073,0.12907703761056816,0.05933072705766086,0.3250182521375937,0.1975953209981975,0.12216944435630524,0.13438638879193576,0.1521222365719316,0.10995249992067471,0.20437197621673292,0.23191620989485423,0.10165112213575457,0.1493182097688175,0.17868677282057435,0.27371430369424377,0.12068854787809345,0.08247081822488048,0.19210256404418535,0.19802279106251877,0.19802279106251877,0.1587027635681846,0.051321431942670706,0.10165112213575457,0.21612702282332044,0.19002571855431766,0.19198055541705106,0.04511405717380271,0.18470283861584405,0.165581585686617,0.23052307685302242,0.142019094330649,1.0,0.13048961017841784,0.16289259247507362,0.09883994709867802,0.11040405212838957,0.09795347226725087,0.0816278935560424,0.14059173052284343,0.2272305509290384,0.1749561760746771,0.117881453401707,0.29335088192189984,0.020084532931834775,0.15216262173073555,0.23675529137353296,0.19852534707899597,0.07452266241066098,0.07053456158585983,0.11543927413490254,0.1749561760746771,0.0938531668711012,0.12474171473634474,0.07053456158585983,0.1666858006620993,0.024937733402690822,0.042533941005911347,0.032946649032892676,0.1846248226298437,0.01885115452718528,0.11427905097845935,0.16211611672425452,0.09235141930792204,0.09315332801332622
parameter,0.28704418857935987,0.22492421330802176,0.13464789986245196,0.32324058162183467,0.2610233336498864,0.03662487710657558,0.19665379287369814,0.18576071235199632,0.2352772580229767,0.09011546400696842,0.1550588578423112,0.16718447785078477,0.19595972187246213,0.14032448575281267,0.19194857105322077,0.13054598240132387,0.20175288189295507,0.12504037337400584,0.1424137989832624,0.14628641811943668,0.20275979401567892,0.24686550700373744,0.11867816581938534,0.1602280421609794,0.04985480160175769,0.18237269467338033,0.13352336846748283,0.21149448685333286,0.18104830603051023,0.16973278690360333,0.08564858872844146,0.11632787040410128,0.13166160373532665,0.17765058047422005,0.20920799279564709,0.06781609475393448,0.10225790664180437,0.2242806520081283,0.11135748693238871,0.16173107818196042,0.1103684523756079,0.13048961017841784,1.0,0.09889847151615444,0.06401024245825554,0.10724899728128172,0.17444940691627658,0.14273133293149903,0.039021140551928436,0.13796056546950988,0.09270348699136446,0.15268361902382563,0.27877274230884935,0.07804228110385687,0.13437656161169417,0.01769149641447584,0.14834770727423166,0.05429475185145616,0.18271698928734179,0.0,0.01545058116522741,0.2583180951504403,0.1384879171858429,0.06851887098275317,0.11776171839153225,0.14535047493345277,0.2272513861085624,0.09601536368738331,0.09657239582865691,0.16481194697959012,0.09515422195433268,0.017498140921285422,0.08971226080325131,0.0723930024686082
network,0.14470719035407653,0.10107973914385379,0.08595177052156612,0.20881497243608996,0.2377753193111056,0.0,0.24548656477288622,0.2795084971874737,0.1652067845269884,0.1740122992212915,0.1340050420345616,0.08804509063256238,0.08094048852977201,0.09853292781642932,0.14187608845979144,0.1,0.06666666666666667,0.04789131426105757,0.15,0.10271927240465611,0.06327719971683327,0.046225016352102424,0.1111111111111111,0.09375732507716866,0.02333800140046683,0.05488212999484517,0.13126025510803613,0.12229989761755714,0.17480147469502524,0.14301938838683884,0.09622504486493763,0.04667600280093366,0.023112508176051212,0.18144368465060579,0.1555427542095638,0.09523809523809523,0.10257624248277727,0.1679842102263232,0.13900960937138318,0.08735706972682653,0.09687303228651607,0.16289259247507362,0.09889847151615444,1.0,0.06741998624632421,0.06454972243679029,0.11135885079684349,0.0890870806374748,0.08219949365267865,0.03874921291460643,0.06509445549041193,0.14294833797837264,0.20879830038875224,0.1095993248702382,0.15097027121927944,0.07453559924999299,0.041666666666666664,0.025416428388767447,0.06415002990995841,0.0944911182523068,0.04339630366027462,0.14937635992171197,0.07293249574894728,0.032075014954979206,0.041344911529736156,0.06804138174397717,0.08703882797784893,0.22473328748774737,0.19374606457303215,0.025717224993681984,0.11135885079684349,0.0,0.314970394174356,0.0
decoherence,0.2508726030021272,0.19422164675152884,0.20861521871080327,0.23504644290227897,0.2404621313650513,0.12483755678647185,0.1861953842322604,0.13568010505999362,0.12337741817289975,0.16637976944997754,0.25748661559088487,0.24931194957915642,0.1833554225478525,0.10628941821109952,0.11478340719169698,0.2292279532375023,0.14832396974191325,0.15498392394234678,0.06741998624632421,0.23743995198014897,0.20477510086151082,0.056096819400507425,0.13483997249264842,0.10619477512887363,0.05664411840370207,0.08880365878611453,0.16687750377394428,0.1413506985480439,0.102851895445316,0.1157083823759805,0.11677484162422844,0.11328823680740414,0.056096819400507425,0.03669879217087869,0.08389352279619343,0.07705141285294195,0.14937887931959076,0.06795295885835008,0.08434823356733,0.1554857684028483,0.1410734556949673,0.09883994709867802,0.06401024245825554,0.06741998624632421,1.0,0.06963106238227913,0.05405624776173354,0.16216874328520062,0.0665026647782209,0.07837414205275961,0.035109338351004285,0.14456362470655182,0.2956207493497765,0.1330053295564418,0.09160572248286888,0.10050378152592121,0.2528249484237158,0.08225161211526649,0.0778498944161523,0.025482359571881278,0.122882684228515,0.13811591494556977,0.13767902008851549,0.10379985922153641,0.06689936080056726,0.027524094128159017,0.04694525268130202,0.09090909090909091,0.1410734556949673,0.0832250378576479,0.0900937462695559,0.09940534656094302,0.050964719143762556,0.08225161211526649
quantum processor,0.2882306768491569,0.2446750914644598,0.05326236412913075,0.3375597540245163,0.2685957901173933,0.19920476822239894,0.1188456721353821,0.07216878364870322,0.2067185481265164,0.22056438662814232,0.09082487681884435,0.11366572324507891,0.0626962328219399,0.1399260091115657,0.23078316568852547,0.0903696114115064,0.16782927833565472,0.17311677839032427,0.24528894525980308,0.21596487416564994,0.07352146220938077,0.25064020591380154,0.1721325931647741,0.058099289377412676,0.16269784336399212,0.09919353522139875,0.07262411172176585,0.09473309334313418,0.1723280873710658,0.14770978917519928,0.11180339887498948,0.05423261445466404,0.017902871850985824,0.17568209223157663,0.227578809855708,0.16598500055174645,0.12712834523274563,0.16265001215808886,0.1076763804116331,0.23006608383332586,0.15007505629691603,0.11040405212838957,0.10724899728128172,0.06454972243679029,0.06963106238227913,1.0,0.13801311186847084,0.03450327796711771,0.10611908999450222,0.10505253940784123,0.15126584522688322,0.13840913308956662,0.1819512765274615,0.12734290799340264,0.13155870289605437,0.13471506281091267,0.09682458365518543,0.039374961547907886,0.024845199749997663,0.048795003647426664,0.11765121295424251,0.11570643085877509,0.16947980485980962,0.049690399499995326,0.17614096918559585,0.0,0.1797866299901979,0.05222329678670935,0.07503752814845802,0.05976143046671969,0.08625819491779428,0.26648544566940835,0.09759000729485333,0.019687480773953943
quantum simulation,0.18232322463624387,0.19247971338736308,0.2343100847284878,0.26205565553144483,0.2541925085408374,0.020619652471058063,0.08611187047839651,0.05976143046671968,0.12227087189088336,0.1522038868295523,0.040291148201269014,0.17648280200062938,0.22064900595174514,0.13167016328743084,0.136504726557987,0.16035674514745463,0.1469936830518334,0.16639339764096983,0.18708286933869706,0.1411862416005035,0.12683657235796025,0.1297186304156927,0.1781741612749496,0.06013847793242637,0.05613608914238398,0.10267506354855008,0.24055391172970547,0.07004147683506572,0.08918825850158447,0.24208241593287214,0.11572751247156893,0.14969623771302396,0.05559369874958259,0.14547859349066158,0.3879917968315853,0.20999097578833345,0.09869275424396534,0.10101525445522108,0.23684324034452495,0.15409124903714458,0.21747941810042,0.09795347226725087,0.17444940691627658,0.11135885079684349,0.05405624776173354,0.13801311186847084,1.0,0.19642857142857142,0.19771864882368606,0.10873970905021,0.12178057511186367,0.17192047651837586,0.2511166188199561,0.19771864882368606,0.07565344158360031,0.0,0.08351913809763262,0.1018923932424028,0.05143444998736397,0.050507627227610534,0.0695889000639221,0.11976753439510211,0.1559362351170901,0.1543033499620919,0.16574838603294897,0.0545544725589981,0.11631052629980886,0.0900937462695559,0.10873970905021,0.1649572197684645,0.14285714285714285,0.059108280467932546,0.050507627227610534,0.08151391459392224
couple,0.21547290184283366,0.10130511230913847,0.2343100847284878,0.20382106541334596,0.23830547675703506,0.10309826235529032,0.12301695782628072,0.10458250331675945,0.18340630783632506,0.07610194341477615,0.09401267913629437,0.17648280200062938,0.311504478990699,0.09216911430120157,0.07962775715882577,0.20044593143431827,0.20044593143431827,0.17919288976719827,0.1469936830518334,0.21177936240075526,0.1014692578863682,0.01853123291652753,0.11878277418329973,0.12027695586485274,0.03742405942825599,0.366696655530536,0.27062315069591864,0.15409124903714458,0.14015297764534704,0.14015297764534704,0.0,0.11227217828476796,0.09265616458263765,0.036369648372665396,0.19399589841579265,0.038180177416060626,0.148039131365948,0.08417937871268423,0.15325150845822202,0.1260746583031183,0.20194517395039002,0.0816278935560424,0.14273133293149903,0.0890870806374748,0.16216874328520062,0.03450327796711771,0.19642857142857142,1.0,0.1098436937909367,0.13980819735027,0.03479445003196105,0.15759377014184453,0.3208712351588328,0.1098436937909367,0.12104550653376049,0.09960238411119947,0.016703827619526525,0.06113543594544168,0.2828894749305018,0.025253813613805267,0.08698612507990262,0.15398682993655985,0.11695217633781757,0.1543033499620919,0.08287419301647449,0.24549512651549144,0.023262105259961773,0.07207499701564471,0.13980819735027,0.12371791482634838,0.125,0.07881104062391006,0.07576144084141581,0.22416326513328616
crystal,0.254889809464433,0.16201971583530764,0.1865210692071927,0.28657227132679747,0.19545010850476865,0.02536731447159205,0.09080492095290035,0.09190182776172597,0.20056488422556007,0.04681218398834803,0.04956815970966097,0.1881688085836215,0.19161409458665385,0.25917941678804557,0.111956569275048,0.1643989873053573,0.14795908857482157,0.12597253704384767,0.08219949365267865,0.14474523737201656,0.23406091994174016,0.0,0.07306621658015879,0.07398532461669939,0.046040925551613085,0.2165415982155245,0.07398532461669939,0.15510326900818067,0.1410734556949673,0.15674828410551922,0.04745789978762495,0.0,0.06839411288813298,0.08948747402853657,0.1704738084982559,0.18788455692040834,0.0,0.12427395320024001,0.1371182340382122,0.12063587589525164,0.05733298225836871,0.14059173052284343,0.039021140551928436,0.08219949365267865,0.0665026647782209,0.10611908999450222,0.19771864882368606,0.1098436937909367,1.0,0.11466596451673743,0.06420877537090426,0.10575252900282783,0.22312048937743928,0.05405405405405406,0.0930725988812425,0.07352146220938077,0.14384911389218763,0.10028244211278003,0.03163859985841663,0.12427395320024001,0.12841755074180852,0.08419653359482288,0.19184045508446732,0.06327719971683327,0.0,0.033557802760701215,0.0,0.022167554926073633,0.11466596451673743,0.0507346289431841,0.02196873875818734,0.024239308278185982,0.031068488300060003,0.2507061052819501
order,0.2883749003642362,0.29081945475777654,0.14388034131335048,0.3229530316911155,0.22112655537178943,0.07174960033341753,0.17122340098907804,0.10397504898200728,0.27477778005108994,0.1655060637015661,0.21029989116983447,0.17399557611335595,0.12420065684871484,0.18326752315480155,0.1880174671653238,0.19762098586449275,0.1743714581157289,0.1336140527804674,0.09299811099505542,0.11258537277923032,0.18757353886177489,0.0644825880219161,0.1679132559632945,0.19618321779283554,0.13022340267860238,0.15311803250717018,0.15694657423426844,0.24372127399974627,0.23275932672377314,0.11083777463036816,0.13423121104280486,0.1465013280134277,0.2095684110712273,0.12655439943366653,0.2049234162064832,0.09964083320898795,0.08585457105482137,0.16110408422670716,0.15755550380820887,0.20716308289978433,0.14864864864864866,0.2272305509290384,0.13796056546950988,0.03874921291460643,0.07837414205275961,0.10505253940784123,0.10873970905021,0.13980819735027,0.11466596451673743,1.0,0.1816098419058007,0.1495566607710532,0.30340386742393916,0.09555497043061452,0.11846207846084769,0.10397504898200727,0.11624763874381928,0.1240931909908148,0.08948747402853657,0.13181243254912403,0.13620738142935054,0.11907187971460044,0.033912921674035035,0.08948747402853657,0.2595374103278126,0.11864474946906238,0.06070834938872647,0.10972379887386345,0.10810810810810811,0.14349920066683505,0.15534244150030002,0.0685591170191061,0.04393747751637468,0.07091039485189417
device,0.20992331125953947,0.22700070503353034,0.13427960881291645,0.28367367503942925,0.20895104168480585,0.14062009564580386,0.13183346767884782,0.16011119017838504,0.17868260517960938,0.18535476872363893,0.1046758229305146,0.11462494466661233,0.08851545406995383,0.1924184185225959,0.25489556962103005,0.07811334658849432,0.1041511287846591,0.07481901658904981,0.1822644753731534,0.12608743913327355,0.03707095374472778,0.1263776753179708,0.15911978008767363,0.07323698428963005,0.1276106574454202,0.014290089472673803,0.08788438114755606,0.08188503677432238,0.22343446107871245,0.1861953842322604,0.07516460280028289,0.03646018784154863,0.036107907233705945,0.3011799352898825,0.14849957306434114,0.11159049512642046,0.11217603013123663,0.21322939356555323,0.1900238514292661,0.28659762871012834,0.1513415349215006,0.1749561760746771,0.09270348699136446,0.06509445549041193,0.035109338351004285,0.15126584522688322,0.12178057511186367,0.03479445003196105,0.06420877537090426,0.1816098419058007,1.0,0.16749259603130773,0.24464901008032727,0.021402925123634755,0.10318693980271743,0.1552593359305552,0.11391529710822089,0.059560868393203126,0.07516460280028289,0.09841356626102458,0.1864406779661017,0.13335185571076982,0.07596001757335209,0.12527433800047147,0.20992331125953947,0.0,0.06798894136490048,0.08777334587751072,0.12107322793720048,0.020088585092257694,0.24356115022372735,0.11517184622813063,0.024603391565256146,0.019853622797734376
experiment,0.21941566961880946,0.24382992454708535,0.1879859399580523,0.33288963955828216,0.31865237538561936,0.1158013889632752,0.22700070503353034,0.10787924283421144,0.23706866175772134,0.22387292065330996,0.19395245515057077,0.21710676418562963,0.26033193698599,0.22184061271314914,0.16427570345801806,0.19298025627080306,0.20370138161918103,0.22591746464819779,0.19298025627080306,0.24542503777505956,0.20352083695755452,0.11894020669001051,0.20251014546936125,0.13268429255148464,0.12010062642961199,0.11767963901214167,0.21711975144788398,0.16858189702949394,0.17377726288294684,0.16355507094865587,0.10832228060328027,0.12010062642961199,0.07433762918125657,0.11671682920864226,0.1667593364912675,0.1531589335482564,0.19795189561622398,0.08104408984731079,0.15648564190346356,0.16858189702949394,0.12463055064254434,0.117881453401707,0.15268361902382563,0.14294833797837264,0.14456362470655182,0.13840913308956662,0.17192047651837586,0.15759377014184453,0.10575252900282783,0.1495566607710532,0.16749259603130773,1.0,0.35816844015937355,0.15862879350424175,0.2063678282066151,0.09589266029707683,0.21442250696755896,0.19619475455811422,0.041265630706011525,0.08104408984731078,0.1256194470234808,0.1372699438975795,0.1251069486231209,0.08253126141202305,0.1728729518208802,0.10942202738310212,0.13064158588969932,0.18793271211851736,0.16201971583530764,0.08271527783091086,0.18624718289490716,0.12645949548373583,0.10130511230913847,0.08174781439921426
trapped ion,0.55033763764218,0.43529635332511146,0.409182106087001,0.503298091776992,0.6423091304460128,0.15303681677778422,0.41326099353611906,0.37350975460453656,0.48558199503172733,0.35177407295649143,0.3305140455527635,0.46418754836173004,0.4208158872975271,0.38575327238246343,0.2932725127484663,0.4071566857580668,0.3862768557191916,0.4049848133542435,0.3131974505831283,0.42282430147801153,0.42609253907406003,0.19544702320766566,0.3073974977945519,0.38173921743961675,0.16080685588729718,0.349508511671466,0.3230101070642911,0.3283201383462558,0.36332349681669807,0.36830053101966653,0.2410995098715649,0.33623251685525773,0.2750735882181961,0.20600041053154824,0.3085320958090524,0.2833691219561637,0.3148408528328257,0.2893672450960759,0.36462618781651773,0.33379214065202667,0.2851996353785028,0.29335088192189984,0.27877274230884935,0.20879830038875224,0.2956207493497765,0.1819512765274615,0.2511166188199561,0.3208712351588328,0.22312048937743928,0.30340386742393916,0.24464901008032727,0.35816844015937355,1.0,0.20595737480994394,0.3073427763881914,0.23344359662783537,0.2675228223730888,0.2626918989515902,0.2410995098715649,0.14797188669685699,0.3058112626004091,0.2873892413584747,0.2436508984878414,0.20091625822630407,0.23955873638541952,0.19179348566730356,0.14538847479683062,0.2604278029986126,0.3155400221208967,0.2496916484269111,0.3069203118910575,0.223195816420732,0.17756626403622838,0.2626918989515902
body,0.13254270092150516,0.09970444051403547,0.2034775300442102,0.16119690262132358,0.2149951193552455,0.0507346289431841,0.1816098419058007,0.018380365552345193,0.07521183158458503,0.20285279728284147,0.11565903932254226,0.1592197611092182,0.20758193580220832,0.016198713549252848,0.181929425071953,0.14795908857482157,0.13151918984428582,0.09447940278288576,0.13151918984428582,0.1592197611092182,0.031208122658898687,0.1139901881468883,0.14613243316031757,0.036992662308349696,0.046040925551613085,0.03609026636925408,0.24045230500427303,0.03446739311292904,0.06269931364220768,0.15674828410551922,0.023728949893812475,0.1151023138790327,0.04559607525875532,0.06711560552140243,0.23866333189755828,0.07045670884515312,0.2630695140178147,0.10356162766686668,0.10283867552865913,0.13786957245171616,0.17199894677510613,0.020084532931834775,0.07804228110385687,0.1095993248702382,0.1330053295564418,0.12734290799340264,0.19771864882368606,0.1098436937909367,0.05405405405405406,0.09555497043061452,0.021402925123634755,0.15862879350424175,0.20595737480994394,1.0,0.037229039552497,0.02450715406979359,0.02054987341316966,0.05014122105639002,0.03163859985841663,0.0,0.021402925123634755,0.1262948003922343,0.04796011377111683,0.0,0.1019559237857732,0.033557802760701215,0.05723638070321425,0.15517288448251543,0.11466596451673743,0.1522038868295523,0.15378117130731137,0.024239308278185982,0.09320546490018,0.07521183158458503
level,0.29492753096432023,0.2060104810498419,0.12846400486343923,0.3330669254203241,0.3298037283443946,0.13977131156292244,0.2710098294963041,0.25318484177091666,0.20720475471299118,0.18270066606209562,0.20483662259967567,0.2193211550033457,0.19795764159656265,0.21197648541978326,0.16385589739043474,0.20380986614602725,0.15851878478024342,0.18436919992750997,0.18116432546313532,0.2791360154588036,0.20419486206940096,0.09421114395319916,0.08806599154457967,0.20382579065799794,0.19026059766179765,0.16156861598306377,0.15286934299349847,0.130564373044847,0.19432508268938872,0.18352924476220045,0.147087101353638,0.19026059766179765,0.06280742930213278,0.12326671027227314,0.05870582947302891,0.08087693101032827,0.15331103516796663,0.11412279800291011,0.21248647409244853,0.17804232687933683,0.10529962529853128,0.15216262173073555,0.13437656161169417,0.15097027121927944,0.09160572248286888,0.13155870289605437,0.07565344158360031,0.12104550653376049,0.0930725988812425,0.11846207846084769,0.10318693980271743,0.2063678282066151,0.3073427763881914,0.037229039552497,1.0,0.08439494725697222,0.09907424048765212,0.13813650314199413,0.15253477177414315,0.1497861723788195,0.17689189680465844,0.15947054053870188,0.09909574797525764,0.0435813633640409,0.07022084070579053,0.11556254088025605,0.05913123959890826,0.09160572248286888,0.22376170375937898,0.017471413945365305,0.15130688316720062,0.13355611265883557,0.06419407387663693,0.06906825157099707
surface,0.1941450686788302,0.2373222262672836,0.04612656040144426,0.3004557478993592,0.18608862207297272,0.20701966780270628,0.09606181311913879,0.13333333333333333,0.21596487416564994,0.09904448399486873,0.10487553416094877,0.19687480773953944,0.08687444855261388,0.4847179141631549,0.17765696377960558,0.044721359549995794,0.07453559924999299,0.19989803720978902,0.1192569587999888,0.20999979492217538,0.19808896798973746,0.062017367294604234,0.06625386599999376,0.11740274126621311,0.16699314428937317,0.032725379578254395,0.08385910090443793,0.12501526158359877,0.21320071635561044,0.1421338109037403,0.19364916731037085,0.06262242910851494,0.020672455764868078,0.08114408259335794,0.030915926384011222,0.12777531299998798,0.0,0.1126872339638022,0.06216698721602092,0.12501526158359877,0.08664587415167273,0.23675529137353296,0.01769149641447584,0.07453559924999299,0.10050378152592121,0.13471506281091267,0.0,0.09960238411119947,0.07352146220938077,0.10397504898200727,0.1552593359305552,0.09589266029707683,0.23344359662783537,0.02450715406979359,0.08439494725697222,1.0,0.07453559924999299,0.06819943394704735,0.0573775310549247,0.1126872339638022,0.09703708495659699,0.13360627800656924,0.10872134550890704,0.08606629658238706,0.07396002616336389,0.03042903097250923,0.0,0.06030226891555272,0.19062092313367998,0.0,0.05976143046671969,0.1538554437923503,0.0,0.09093257859606313
source,0.31008683647302115,0.3506203451552428,0.10314212462587934,0.326840826421706,0.21548388312568945,0.07715167498104596,0.20712928902712277,0.1956559480312316,0.28593481937363374,0.11864474946906238,0.22613350843332272,0.27514090822675746,0.14569287935358963,0.2463323195410733,0.10640706634484358,0.2,0.1875,0.19156525704423027,0.0625,0.19810145392326536,0.3203408235664684,0.05200314339611523,0.125,0.1968903826620542,0.12252450735245085,0.1646463899845355,0.0562543950463012,0.2620712091804796,0.13110110602126895,0.07150969419341942,0.07216878364870323,0.07001400420140048,0.17334381132038412,0.10206207261596575,0.14258085802543347,0.08928571428571429,0.07693218186208295,0.1259881576697424,0.09122505614997022,0.10482848367219183,0.05812381937190964,0.19852534707899597,0.14834770727423166,0.041666666666666664,0.2528249484237158,0.09682458365518543,0.08351913809763262,0.016703827619526525,0.14384911389218763,0.11624763874381928,0.11391529710822089,0.21442250696755896,0.2675228223730888,0.02054987341316966,0.09907424048765212,0.07453559924999299,1.0,0.1143739277494535,0.07216878364870322,0.0944911182523068,0.14646252485342687,0.08002304995805999,0.05469937181171046,0.09622504486493763,0.1395390764128595,0.10206207261596577,0.08703882797784893,0.050564989684743156,0.1598405032727515,0.01928791874526149,0.11692679333668567,0.0921512225968107,0.0236227795630767,0.1143739277494535
sequence,0.2742692355983562,0.19653507529013656,0.15729026546513936,0.2575209202374587,0.19036708034044142,0.047062080533501166,0.09827041917978468,0.051149575460285514,0.16279069767441862,0.13027071363481488,0.1685935129529577,0.1879745062477851,0.11849576431500307,0.21036582871767687,0.1947231058905031,0.15249857033260467,0.21349799846564654,0.24831413650946588,0.12199885626608374,0.10741400357016292,0.23159237979522648,0.14803422705323474,0.15249857033260467,0.12010200747281086,0.12812442652769462,0.10043335633226459,0.0857871481948649,0.1758481327915845,0.17448201807069155,0.13086151355301867,0.11005636329070298,0.021354071087949105,0.23262521394079747,0.041504853757646024,0.07906682547518068,0.04357102009502991,0.09385638197228473,0.076852055693898,0.047697225056167004,0.11190335723100832,0.05318279613892063,0.07452266241066098,0.05429475185145616,0.025416428388767447,0.08225161211526649,0.039374961547907886,0.1018923932424028,0.06113543594544168,0.10028244211278003,0.1240931909908148,0.059560868393203126,0.19619475455811422,0.2626918989515902,0.05014122105639002,0.13813650314199413,0.06819943394704735,0.1143739277494535,1.0,0.02934836354418746,0.115278083540847,0.09926811398867189,0.07810176455845598,0.04448840533001291,0.02934836354418746,0.03783023939287672,0.0,0.13273296830047474,0.041125806057633246,0.08863799356486772,0.047062080533501166,0.04075695729696112,0.04496937504132879,0.0576390417704235,0.06976744186046512
cavity,0.09548198320525772,0.05835841460432113,0.03969942227836091,0.11531766834911382,0.21735943730061708,0.029695693545824933,0.21259760138109357,0.3227486121839514,0.08804509063256238,0.10959932487023819,0.019341961772855316,0.11860999914758141,0.13084683595481034,0.05688801239885743,0.04914731871829905,0.1539600717839002,0.09622504486493763,0.0553001263609331,0.09622504486493763,0.10166571355506979,0.05479966243511909,0.05337605126836238,0.06415002990995841,0.12991396049232617,0.026948402781814772,0.25348970020979117,0.10826163374360516,0.04034850217792016,0.03669879217087869,0.14679516868351475,0.05555555555555555,0.18863881947270342,0.02668802563418119,0.05237828008789241,0.03991228933928331,0.109971479845643,0.11844484241978356,0.07273929674533079,0.040128617695256406,0.08069700435584032,0.06711560552140243,0.07053456158585983,0.18271698928734179,0.06415002990995841,0.0778498944161523,0.024845199749997663,0.05143444998736397,0.2828894749305018,0.03163859985841663,0.08948747402853657,0.07516460280028289,0.041265630706011525,0.2410995098715649,0.03163859985841663,0.15253477177414315,0.0573775310549247,0.07216878364870322,0.02934836354418746,1.0,0.036369648372665396,0.07516460280028289,0.09856283612727637,0.0,0.07407407407407407,0.0,0.11785113019775792,0.0,0.10379985922153641,0.022371868507134143,0.059391387091649865,0.07715167498104596,0.05675043538391658,0.036369648372665396,0.05869672708837492
crosstalk,0.25784397701617245,0.30086083390715773,0.019492029389636262,0.26765747821882424,0.11233827907252845,0.05832118435198043,0.0695889000639221,0.10564428184106457,0.14409760442605873,0.12556180058348068,0.037986858819879316,0.04991687442297913,0.11013346473215285,0.18620973068096466,0.2252213082307254,0.13228756555322954,0.056694670951384085,0.19911336892039905,0.09449111825230681,0.1830285395509235,0.1973114009168982,0.052414241836095915,0.0839921051131616,0.08504865111251246,0.18523964340873708,0.1452044673878789,0.021262162778128115,0.1386750490563073,0.10811249552346708,0.1801874925391118,0.13638618139749525,0.026462806201248155,0.07862136275414387,0.07715167498104596,0.03919309008348103,0.13498731178900972,0.0,0.14285714285714285,0.19702760155977517,0.15848577035006547,0.13181243254912403,0.11543927413490254,0.0,0.0944911182523068,0.025482359571881278,0.048795003647426664,0.050507627227610534,0.025253813613805267,0.12427395320024001,0.13181243254912403,0.09841356626102458,0.08104408984731078,0.14797188669685699,0.0,0.1497861723788195,0.1126872339638022,0.0944911182523068,0.115278083540847,0.036369648372665396,1.0,0.12301695782628072,0.024196695924791362,0.027565892320998563,0.036369648372665396,0.04688072309384954,0.0,0.0657951694959769,0.050964719143762556,0.17574991006549873,0.05832118435198043,0.050507627227610534,0.1393195531438382,0.14285714285714285,0.08645856265563524
coherence,0.2745150993393978,0.15791353393636895,0.18799145233808304,0.26948999128745776,0.309557098792305,0.06026575527677309,0.1438183283769249,0.10188893920442685,0.2779507191682813,0.12356984581575929,0.13084477866314326,0.18339991146657972,0.1643858432727714,0.23090210222711507,0.17731865712767308,0.1041511287846591,0.15622669317698865,0.13716819707992467,0.11717001988274148,0.24071238379988588,0.16064079956048707,0.018053953616852973,0.08679260732054925,0.1611213654371861,0.054690281762322934,0.10003062630871662,0.07323698428963005,0.20471259193580593,0.1489563073858083,0.1489563073858083,0.05637345210021216,0.07292037568309725,0.10832372170111783,0.08858233390878899,0.05399984475066951,0.2231809902528409,0.08012573580802616,0.09841356626102457,0.2443163804090564,0.17741757967769847,0.12107322793720048,0.1749561760746771,0.01545058116522741,0.04339630366027462,0.122882684228515,0.11765121295424251,0.0695889000639221,0.08698612507990262,0.12841755074180852,0.13620738142935054,0.1864406779661017,0.1256194470234808,0.3058112626004091,0.021402925123634755,0.17689189680465844,0.09703708495659699,0.14646252485342687,0.09926811398867189,0.07516460280028289,0.12301695782628072,1.0,0.08334490981923114,0.17091003954004222,0.12527433800047147,0.0645917880798583,0.07972410051791008,0.0,0.122882684228515,0.21187814889010084,0.04017717018451539,0.15657502514382474,0.09597653852344219,0.0,0.13897535958414065
