DOI,Institutions
10.1088/1361-6668/aca4a6,"Southwest Jiaotong Univ,Natl Inst Metrol,NIST"
10.1103/PhysRevApplied.18.014062,"Univ Hong Kong,South China Normal Univ"
10.1103/PhysRevX.14.031055,"CALTECH,Univ Chicago,AWS Ctr Quantum Comp,Xi An Jiao Tong Univ,Rice Univ"
10.1103/PhysRevX.9.011004,"Univ Calif Berkeley,McGill Univ,Univ Chicago,Univ Southern Calif,Raytheon BBN Technol"
10.1038/s41467-024-54332-9,"Zhejiang Univ,Singapore Univ Technol & Design,Sichuan Normal Univ,Henan Key Lab Quantum Informat & Cryptog,Chinese Acad Sci,Natl Univ Singapore,NUS"
10.1126/sciadv.ado6240,"CALTECH,AWS Ctr Quantum Comp"
10.1038/s41467-019-11699-4,"MIT,Dartmouth Coll,NanoAcad Technol"
10.1088/1367-2630/aa6acb,"Scuola Normale Super Pisa,CNR,Aalto Univ,Abdus Salaam Int Ctr Theoret Phys"
10.1103/PhysRevB.87.174522,"Univ Maryland,Lab Phys Sci,Joint Quantum Inst,Ctr Nanophys & Adv Mat"
10.1103/PhysRevApplied.18.064056,"MIT,Delft Univ Technol,Univ Copenhagen"
10.1038/s41467-017-00894-w,"Karlsruhe Inst Technol,Johannes Gutenberg Univ Mainz,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevLett.131.080401,"Chinese Acad Sci,Univ Chinese Acad Sci,Beijing Acad Quantum Informat Sci,South China Univ Technol,RIKEN,Songshan Lake Mat Lab,UCAS,Univ Michigan,Hefei Natl Lab"
10.1103/PhysRevX.11.011027,"Univ Wisconsin,Google Res,Syracuse Univ,Northrop Grumman Corp"
10.1109/TCST.2018.2871186,"Univ Sci & Technol China,Univ New South Wales,Australian Natl Univ"
10.1088/1367-2630/aba85a,"Univ Sci & Technol China,Chinese Acad Sci,Univ Chinese Acad Sci,Origin Quantum Comp Co Ltd"
10.1088/1367-2630/aaa643,"Natl Univ Singapore,Nanyang Technol Univ,CNRS UNS NUS NTU Int Joint Res Unit,Univ Catania,INFN Lab Nazl Sud"
10.1103/PhysRevA.100.023844,"Inst for Basic Sci Korea,Natl Univ Sci & Technol MISIS"
10.1103/PRXQuantum.5.020321,"Univ Southern Calif,Washington Univ,Georgia Tech Res Inst,NYU,Princeton Univ,Resonant Inc"
10.1088/1367-2630/15/7/075001,"Res Ctr Julich,Rhein Westfal TH Aachen,Julich Aachen Res Alliance"
10.1063/1.5006745,"Nanjing Univ,Univ Sci & Technol China"
10.1016/j.crhy.2016.07.006,"Univ Paris Saclay,Univ Calif Los Angeles,Grad Univ,Aarhus Univ,Univ Tsukuba,Sumitomo Elect Ind Ltd,Japan Atom Energy Agcy,Tokyo Gas Co Ltd,CNRS,Univ Paris 11,ENS Cachan,Univ Montpellier"
10.1007/s11141-024-10342-7,"Moscow Inst Phys & Technol,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr,LD Landau Inst Theoret Phys,Skolkovo Inst Sci & Technol"
10.1103/PhysRevX.6.031016,"CALTECH,Lund Univ,Univ Copenhagen,Harvard Univ,Univ British Columbia"
10.1103/PhysRevA.93.052302,"Univ Nottingham,Univ Bristol,New York Univ,NYU Shanghai,Res Org Informat & Syst"
10.1103/PhysRevLett.130.193603,"Zhejiang Univ,Hefei Natl Lab"
10.1021/jacs.3c03402,"Univ Nebraska,Indiana Univ,Univ Tubingen,Univ Washington"
10.1103/PhysRevA.87.022324,"Tsinghua Univ,RIKEN,TNList,Univ Lancaster,NEC Smart Energy Res Labs,Univ Michigan"
10.1063/5.0023827,"Univ Chicago,Argonne Natl Lab,Univ Calif Santa Barbara,Univ Grenoble Alpes,Univ Claude Bernard,Google"
10.1088/1402-4896/ad0d8d,"Yazd Univ,Persian Gulf Univ"
10.1103/PhysRevA.96.012313,"Univ Basel,Barcelona Inst Sci & Technol"
10.1038/s41467-021-25100-w,"Delft Univ Technol,Microsoft Quantum Lab Delft,AGH Univ Sci & Technol,Eindhoven Univ Technol,Netherlands Org Appl Sci Res TNO"
10.1038/s41534-022-00542-2,"IBM TJ Watson Res Ctr,IBM Almaden Res Ctr"
10.1038/s41586-018-0719-5,"Univ Calif Santa Barbara,Univ Chicago,Argonne Natl Lab"
10.1063/1.5143440,"Tata Inst Fundamental Res,Univ Chicago"
10.1364/OE.479906,"Xi An Jiao Tong Univ,North China Univ Water Resources & Elect Power,Northwest Inst Nucl Technol"
10.1103/PhysRevApplied.11.044092,"IBM Res Zurich,Forschungszentrum Julich,Rhein Westfal TH Aachen"
10.1073/pnas.1704827114,"Sorbonne Paris Cite,Univ Exeter,CNRS,Univ Grenoble Alpes,PSL Res Univ,INRIA Paris,Ecole Normale Super Lyon"
10.1088/1367-2630/aaf29e,"Leiden Univ,Delft Univ Technol,IGDORE"
10.1038/s41534-020-0266-4,"Univ Tokyo,Tokyo Med & Dent Univ,RIKEN"
10.1134/S1063776120090137,"Lobachevsky State Univ Nizhny Novgorod,Moscow MV Lomonosov State Univ,All Russia Res Inst Automat,Natl Res Univ"
10.1103/PRXQuantum.2.030345,"Kyoto Univ,Japan Sci & Technol Agcy JST,Univ Sydney,Yale Univ"
10.1103/PhysRevA.86.022329,"Hangzhou Normal Univ,E China Normal Univ,Univ Kansas"
10.1103/PhysRevB.86.024503,"Univ Zaragoza,Fdn ARAID,Univ Pais Vasco UPV EHU,Basque Fdn Sci,CSIC"
10.1103/PhysRevLett.133.140402,"Chinese Acad Sci,Univ Chinese Acad Sci,South China Univ Technol,Beijing Acad Quantum Informat Sci,Appl Opt Beijing Normal Univ,Hefei Natl Lab,Hunan Normal Univ,Songshan Lake Mat Lab,UCAS"
10.1103/PRXQuantum.2.010322,"Univ Sydney,Tsinghua Univ,AWS Ctr Quantum Comp"
10.1140/epjd/e2017-80093-x,"Prince Sattam Bin Abdulaziz Univ,Assiut Univ"
10.1103/PhysRevApplied.3.044009,"Univ Calif Santa Barbara,Univ Melbourne,Univ Calif Riverside"
10.1103/PhysRevLett.133.246002,"Bar Ilan Univ,Hebrew Univ Jerusalem"
10.1007/s10773-013-1762-5,"Liaocheng Univ,Qufu Normal Univ"
10.1103/PhysRevA.99.063822,"Hamad Bin Khalifa Univ,NIT Corp,Natl Inst Informat & Commun Technol,Natl Inst Adv Ind Sci & Technol"
10.1103/PhysRevA.88.063823,"RIKEN,Univ Michigan"
10.1088/1674-1056/22/10/100301,"Sohag Univ,Taif Univ,Al Imam Mohammad Ibn Saud Islamic Univ IMSIU,Abdus Salam Int Ctr Theoret Phys,Univ Mohammed V Agdal"
10.1103/PhysRevApplied.21.024058,"Skolkovo Inst Sci & Technol,Moscow Inst Phys & Technol,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevA.100.062321,"Univ Queensland,Thang Long Univ,Univ Sydney,IBM Res Zurich"
10.1103/PhysRevLett.118.103602,"Bayer Akad Wissensch,Tech Univ Munich,Nanosyst Initiat Munich NIM"
10.1063/10.0023896,"Comenius Univ,NAS Ukraine,Kyiv Acad Univ,Slovak Acad Sci"
10.1016/j.optcom.2012.02.063,"Assiut Univ,Al Azhar Univ"
10.1103/PhysRevLett.130.250602,"Delft Univ Technol,Netherlands Org Appl Sci Res TNO"
10.1007/s11128-013-0604-y,"NE Normal Univ,Yanbian Univ"
10.1063/5.0060757,"Univ Sydney,Purdue Univ"
10.1103/PhysRevA.84.010301,"Chinese Acad Sci,Wuhan Natl Lab Optoelect,Univ Sci & Technol China,Huazhong Univ Sci & Technol"
10.1002/pssb.201900459,"Nanjing Univ,Nanjing Inst Technol"
10.1038/srep18036,"Univ Innsbruck,Austrian Acad Sci"
10.1103/PhysRevA.110.053710,"Dalian Univ Technol,Liaoning Normal Univ,Dalian Minzu Univ,Qingdao Binhai Univ"
10.1103/PhysRevD.110.114503,"Keio Univ,RIKEN,RIKEN Ctr Quantum Comp RQC,Univ Tokyo"
10.1103/PhysRevLett.105.223601,"ETH,Univ Sherbrooke"
10.1063/5.0032615,"Austrian Acad Sci,Univ Innsbruck"
10.1103/PhysRevB.107.L140506,"Univ Southern Calif,Georgia Tech Res Inst"
10.1103/PhysRevLett.115.133601,"Univ Waterloo,Qatar Fdn"
10.1088/1402-4896/ad579f,"Columbia Univ,Heidelberg Univ,Deutsch Elektronen Synchrotron DESY,Humboldt Univ,IBM TJ Watson Res Ctr,Univ Florida"
10.1088/1361-6668/ac4150,"Inst Tecnol & Estudios Super Monterrey,Inst Nacl Astrofis Opt & Electr"
10.1108/COMPEL-06-2017-0242,"AGH Univ Sci & Technol,Nagoya Univ"
10.1103/PhysRevLett.121.060503,"Bayer Akad Wissensch,Tech Univ Munich,Nanosyst Initiat Munich,Aalto Univ"
10.1038/ncomms11018,"Chinese Acad Sci,Zhejiang Univ,Univ Kansas,Tsinghua Univ,Tsinghua Natl Lab Informat Sci & Technol TNList,Collaborat Innovat Ctr Quantum Matter"
10.1103/PhysRevApplied.19.024066,"Quantum Nanoelect Lab,Bar Ilan Inst Nanotechnol & Adv Mat BINA,Forschungszentrum Julich,Quantum Res Ctr"
10.1139/cjp-2017-0227,"Fuzhou Univ,Harbin Inst Technol"
10.1103/PhysRevB.103.174501,"Alibaba Grp USA,Alibaba Grp"
10.1038/s41567-024-02400-8,"Forschungszentrum Julich,Karlsruhe Inst Technol,Yale Univ,AIDAS,Univ Cologne,Univ PSL,Alice & Bob,IBM TJ Watson Res Ctr,Forschungszentrum Julich & JARA Julich Aachen Res,Rhein Westfal TH Aachen,CETATEA,Technol Innovat Inst"
10.1002/andp.202300350,"South China Normal Univ,Guangxi Normal Univ"
10.1103/PhysRevA.107.032419,"Russian Acad Sci,Russian Quantum Ctr,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevLett.128.080504,"Univ Chicago,Argonne Natl Lab,Southern Univ Sci & Technol,Univ Lyon,Univ Grenoble Alpes"
10.1103/PhysRevB.82.134518,"Univ Illinois,Yale Univ"
10.1103/PRXQuantum.2.020323,"Univ Lyon,Univ Chicago"
10.1103/PhysRevB.91.054515,"Univ Calif,Stanford Univ,SLAC Natl Accelerator Lab"
10.1103/RevModPhys.89.021001,"Max Planck Inst Phys Komplexer Syst,Raman Res Inst,Univ Waterloo,Weizmann Inst Sci"
10.1109/JLT.2013.2291391,"NTT Corp,Natl Inst Informat & Commun Technol NICT"
10.1364/JOSAB.382881,"East China Jiaotong Univ,Zhejiang Sci Tech Univ"
10.1088/2058-9565/aceb18,"Colorado Sch Mines,NYU,CNRS"
10.1103/PhysRevLett.122.080501,"Southern Univ Sci & Technol,Univ Chinese Acad Sci,Zhejiang Univ,Shenzhen Key Lab Quantum Sci & Engn,Univ Sci & Technol China,Chinese Acad Sci,Huawei Technol"
10.1103/PhysRevA.92.063801,"Lab Phys Sci,Univ Maryland,Northrop Grumman Elect Syst,IBM TJ Watson Res Ctr"
10.1038/s41534-020-00353-3,"Tech Univ Denmark,Palacky Univ"
10.1103/PhysRevLett.131.211001,"Univ Tokyo,KEK"
10.1038/s41586-022-04566-8,"Swiss Fed Inst Technol,Univ Sherbrooke,Rhein Westfal TH Aachen,Forschungszentrum Julich,Canadian Inst Adv Res,Delft Univ Technol"
10.1103/PhysRevLett.117.140505,"Harvard Univ,Pohang Univ Sci & Technol POSTECH"
10.1103/PhysRevA.98.023821,"Xi An Jiao Tong Univ,RIKEN,Adam Mickiewicz Univ,Univ Michigan"
10.1038/s41467-024-46623-y,"Google AI,Univ Calif Riverside"
10.1103/PhysRevLett.133.150602,"IBM Res Zurich,Univ Southern Calif,IBM TJ Watson Res Ctr"
10.1103/PhysRevA.104.L050203,"Univ Florence,CNR IOM DEMOCRITOS Simulat Ctr,SISSA,Eberhard Karls Univ Tubingen,Queens Univ Belfast,Univ Trieste"
10.1063/1.4984894,"Lab Phys Sci,Univ Maryland"
10.1038/s41467-024-47973-3,"Yokohama Natl Univ,Natl Inst Adv Ind Sci & Technol"
10.1007/s11128-021-03355-y,"Army Engn Univ,Northeast Normal Univ,Singapore Univ Technol & Design"
10.1038/s41467-024-51434-2,"Univ Calif Berkeley,Lawrence Berkeley Natl Lab,Korea Univ,IBM Quantum"
10.3762/bjnano.11.131,"Novosibirsk State Tech Univ,Bauman Moscow State Tech Univ,Dukhov Automat Res Inst VNIIA,Leibniz Inst Photon Technol"
10.1103/PhysRevB.96.024502,"Nanjing Univ,Univ Sci & Technol China"
10.1103/PhysRevApplied.20.024024,"Eidgenoss TH Zurich,Univ Bern"
10.1103/PhysRevB.109.155431,"Univ Grenoble Alpes,Univ Tsukuba,Yale Univ"
10.1007/s11467-018-0875-y,"Wuyi Univ,Univ Sci & Technol China,Nanjing Univ,Shangrao Normal Univ,Hangzhou Normal Univ"
10.1038/s41467-018-03686-y,"Univ Tokyo,Peking Univ,RIKEN"
10.1103/PhysRevA.92.032308,"Berkeley Ctr Quantum Informat & Computat,Univ Calif Berkeley,Sandia Natl Labs"
10.1103/PhysRevLett.128.126801,"Univ Wurzburg,Wurzburg Dresden Cluster Excellence Ctqmat"
10.1038/s41467-018-07279-7,"Delft Univ Technol,Univ Calif Santa Barbara,Eindhoven Univ Technol"
10.1038/srep05571,"Macquarie Univ,Univ Queensland"
10.1063/1.5111305,"Moscow MV Lomonosov State Univ,Lomonosov Moscow State Univ,Moscow Tech Univ Commun & Informat,State Univ,Russian Technol Univ MIREA,NL Dukhov All Russia Res Inst Automat"
10.1007/s11128-023-04229-1,"Univ Macau,City Univ Hong Kong"
10.1103/PhysRevA.94.022331,"South China Normal Univ,Anhui Xinhua Univ,Nanjing Univ,Huazhong Univ Sci & Technol"
10.1088/1674-1056/25/8/088501,"Nanjing Univ,Univ Sci & Technol China"
10.1103/PhysRevLett.128.160401,"Washington Univ,MIT,Indiana Univ Purdue Univ Indianapolis IUPUI"
10.1103/PhysRevA.96.010101,"Nanjing Univ,Aarhus Univ,Univ Sci & Technol China"
10.1038/s41467-022-32056-y,"Natl Renewable Energy Lab,ColdQuanta Inc,Univ Texas Austin,Colorado Sch Mines,NVIDIA Corp,Google Quantum AI"
10.1103/PhysRevLett.132.140801,"Univ Chicago,Rutgers State Univ,Lawrence Berkeley Natl Lab,Stanford Univ,Fermilab Natl Accelerator Lab,AWS Ctr Quantum Networking,NIST"
10.1103/PhysRevX.12.021002,"Univ PSL,INRIA Paris,Sorbonne Univ,CNRS,PSL Res Univ"
10.1038/s41467-018-07124-x,"Delft Univ Technol,Natl Inst Mat Sci,Microsoft Stn Q Delft"
10.1039/d2sc06019a,"IBM Res Almaden,JSR Corp"
10.1126/sciadv.1603150,"Univ Sherbrooke,Univ Tokyo,RIKEN"
10.1103/PhysRevLett.126.180501,"Yale Univ,Argonne Natl Lab,Univ Texas Austin"
10.1038/s41534-018-0104-0,"Univ Grenoble Alpes,Univ Witwatersrand"
10.1038/s41534-019-0228-x,"Ben Gurion Univ Negev,Nucl Res Ctr Negev,Karlsruhe Inst Technol,KIT,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevA.101.012327,"Forschungszentrum Julich,Rhein Westfal TH Aachen,Univ Groningen"
10.1134/S0021364018230030,"All Russia Res Inst Automat,Russian Acad Sci,Natl Res Nucl Univ MEPhI,Natl Res Univ"
10.1038/s41534-018-0088-9,"Delft Univ Technol,Univ Technol Sydney"
10.1088/1674-1056/ac0796,"Chinese Acad Sci,Univ Chinese Acad Sci,Songshan Lake Mat Lab"
10.1103/PhysRevApplied.19.064025,"Univ Napoli Federico II,Seeqc,Yale Univ,UOS Napoli,CNR Ist Nazl Ott CNR INO"
10.1103/PhysRevApplied.21.024015,"SeeQC Inc,Univ Maryland,Univ Wisconsin Madison,Ecole Polytech Fed Lausanne"
10.1103/PhysRevA.98.042328,"Tsinghua Univ,BNRist"
10.1103/PhysRevLett.106.060501,"Univ Calif Santa Barbara,NEC Corp Ltd"
10.1103/PhysRevA.86.024301,"Hangzhou Normal Univ,E China Normal Univ"
10.1103/PRXQuantum.5.020325,"Syracuse Univ,Forschungszentrum Julich,RWTH Achen Univ,Julich Aachen Res Alliance,AF Res Lab"
10.1364/OE.493532,"CALTECH,AWS Ctr Quantum Comp"
10.1088/1674-1056/acf496,"Univ Sci & Technol China,Origin Quantum Comp Co Ltd"
10.1063/5.0081232,"Natl Univ Singapore,Univ Teknol Malaysia,Nanyang Technol Univ,Advinno Technol Pte Ltd,Technol Innovat Inst,Univ Milan,INFN Sez Milano,CERN"
10.1007/s10773-010-0375-5,"Jiangxi Normal Univ,Key Lab Optoelect & Telecommun Jiangxi,Univ Shanghai Sci & Technol"
10.1103/PhysRevB.96.174518,"Nanjing Univ,Univ Sci & Technol China,Univ Kansas,Harvard Smithsonian Ctr Astrophys,St Petersburg State Univ,Natl Taiwan Univ"
10.1103/PhysRevApplied.16.014018,"Katholieke Univ Leuven,IMEC"
10.1038/srep36737,"Fuzhou Univ,Harbin Inst Technol"
10.1103/PhysRevLett.126.020502,"NIST,Univ Colorado,Raytheon BBN Technol"
10.1103/PRXQuantum.2.030321,"Yale Univ,Yale Quantum Inst,Univ Chicago,Keysight Technol Inc,Swiss Fed Inst Technol"
10.1103/PhysRevApplied.21.034018,"IBM Res Tokyo,IBM Thomas J Watson Res Ctr"
10.1063/5.0220776,"Natl Phys Lab,Sejong Univ"
10.1103/PhysRevLett.116.233604,"Tech Univ Munich,Univ Ulm,Heriot Watt Univ,Max Planck Inst Quantum Opt,Univ Erlangen Nurnberg"
10.1002/qute.202000121,"CUNY,CUNY City Coll"
10.1103/PhysRevLett.123.020502,"Washington Univ,Southern Univ Sci & Technol,Inst Mat Sci & Engn"
10.1038/srep23786,"Karlsruhe Inst Technol,Ben Gurion Univ Negev,KIT,RAS,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr"
10.1038/s41534-023-00690-z,"Aalto Univ,Ecole Polytech Fed Lausanne EPFL,Consiglio Nazl Ric IFN CNR"
10.1103/PhysRevLett.108.046807,"Swiss Fed Inst Technol,Univ Sherbrooke"
10.1038/s41467-023-38761-6,"IST Austria,Ioffe Inst,Weizmann Inst Sci"
10.1103/PhysRevA.102.033729,"Comis Nacl Energia Atom,Consejo Nacl Invest Cient & Tecn CONICET,Univ Paris Sud,Univ Toulouse"
10.1103/PhysRevA.88.044303,"Natl Univ Def Technol,State Key Lab Math Engn & Adv Comp"
10.1039/d4nr03484h,"CSIC,Univ Zaragoza,Univ Barcelona,PTB,Univ Rennes,Fdn ARAID"
10.1103/PRXQuantum.3.020317,"Los Alamos Natl Lab,Univ Maryland"
10.1126/science.abe2824,"D Wave Syst,Los Alamos Natl Lab"
10.1103/PhysRevA.106.062428,"Tecnun Univ Navarra,Univ Delaware"
10.1109/TASC.2023.3244768,"Univ Waterloo,Adv Wireless Technol R&D Grp"
10.1140/epjqt/s40507-024-00248-8,"Ain Shams Univ,Univ Sharjah,Abu Dhabi Univ,Texas A&M Univ"
10.1103/PhysRevB.88.094512,"Univ London Imperial Coll Sci Technol & Med,Natl Univ Singapore"
10.1038/s41567-020-0893-x,"Tsinghua Univ,Univ Sci & Technol China"
10.1103/PhysRevB.81.085328,"Tech Univ Munich,Univ Munich"
10.1103/PhysRevB.106.024309,"Chinese Acad Sci,Univ Chinese Acad Sci,UCAS,Songshan Lake Mat Lab"
10.1016/j.physe.2009.10.007,"Assiut Univ,Al Azhar Univ"
10.22331/q-2020-04-24-257,"Univ Warsaw,Univ Gdansk,Polish Acad Sci,Hungarian Acad Sci,BME MTA Lendulet Quantum Informat Theory Res Grp,Budapest Univ Technol & Econ"
10.1103/PhysRevA.88.022303,"Koc Univ,Inst Mol Sci,Southeast Univ,Chapman Univ,Univ Calgary,Univ Sci & Technol China"
10.1063/1.4865244,"Akita Prefectural Univ,Natl Inst Physiol Sci"
10.1103/PhysRevLett.124.170601,"Aalto Univ,Moscow Inst Phys & Technol"
10.1126/sciadv.aaw5686,"Zhejiang Univ,Chinese Acad Sci,China Acad Engn Phys"
10.1103/PhysRevB.85.054504,"Univ Basel,ETH"
10.1103/PhysRevA.94.022303,"Univ Catania,Ctr Siciliano Fis Nucl & Struttura Mat,UOS Catania Univ,Ist Nazl Fis Nucl"
10.1088/0953-2048/25/2/025005,"Natl Inst Stand & Technol,MIT Lincoln Lab,Hebrew Univ Jerusalem,Raytheon BBN Technol"
10.1126/science.abg7812,"Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci,NTT Basic Res Labs & Res Ctr Theoret Quantum Phys,Natl Inst Informat"
10.1038/s41534-020-00333-7,"Univ Duisburg Essen,Kings Coll London,Imperial Coll London"
10.1088/1674-1056/ab4578,"Chinese Acad Sci,Univ Chinese Acad Sci"
10.1126/science.aao4309,"Univ Calif Santa Barbara,Google,NASA,Univ Space Res Assoc"
10.1142/S0219749921500088,"Univ El Manar,Univ Carthage,Univ Waterloo"
10.1103/PhysRevA.93.062336,"Univ Los Andes,CSIC"
10.1088/2058-9565/ad37d4,"Univ Oxford,Natl Phys Lab,Thames Valley Sci Pk,Alice & Bob,Rutherford Appleton Lab"
10.1103/PhysRevApplied.21.034042,"Southern Univ Sci & Technol,Shenzhen Univ"
10.1126/science.abq5769,"Google Res,Univ Geneva,Univ Massachusetts,CALTECH,Univ Calif Riverside,Univ Calif Santa Barbara"
10.1103/PhysRevA.109.023705,"Natl Tsing Hua Univ,Natl Chung Cheng Univ,Chalmers Univ Technol,Natl Taiwan Univ,Natl Ctr Theoret Sci,Hon Hai Res Inst,City Univ Hong Kong"
10.1103/PhysRevA.108.052603,"Univ Sci & Technol China,Southern Univ Sci & Technol,Huawei Technol"
10.1103/PhysRevA.109.062438,"Univ Toronto,Univ Waterloo,Perimeter Inst Theoret Phys"
10.1063/5.0153617,"NY CREATES,NIST,Brookhaven Natl Lab,SUNY Polytech Inst,Neutral Phys Corp"
10.1088/0953-2048/23/4/045002,"Rutgers State Univ,NIST"
10.1103/PhysRevA.97.062334,"Karlsruhe Inst Technol,Univ Saarland,Natl Univ Sci & Technol MISIS,Johannes Gutenberg Univ Mainz,Univ Glasgow"
10.1103/PhysRevB.94.144507,"Yale Univ,Karlsruhe Inst Technol"
10.1103/PhysRevB.85.104522,"NEST,CNR,Univ Grenoble 1,CNRS"
10.1103/PhysRevApplied.17.024057,"UCL,Bar Ilan Univ,Ben Gurion Univ Negev,Univ Surrey"
10.1103/PhysRevB.101.235422,"Forschungszentrum Julich,Aalto Univ,Univ Oulu,IQM,VTT Tech Res Ctr Finland Ltd"
10.1103/PhysRevA.82.040305,"Yale Univ,Univ Waterloo"
10.1088/1367-2630/ab7d7d,"Tokyo Univ Sci,RIKEN,Univ Technol Sydney"
10.1103/PhysRevApplied.12.064013,"Univ Oxford,Oxford Quantum Circuits"
10.1088/1367-2630/ac94f2,"Northwestern Univ,Fermi Natl Accelerator Lab FNAL"
10.1038/s41598-021-81450-x,"Purdue Univ,Jan Dlugosz Univ Czestochowa"
10.1038/s41467-022-31638-0,"Univ Massachusetts,Raytheon BBN,NIST,Keysight Technol"
10.1103/PRXQuantum.4.040324,"Univ Calif Berkeley,Computat Res Div,Univ Rochester,Mat Sci Div,Chapman Univ"
10.1038/s41567-019-0703-5,"Princeton Univ,Northwestern Univ,Univ Chicago"
10.1080/03772063.2023.2245350,"Sant Longowal Inst Engn & Technol,Ctr Dev Adv Comp C DAC"
10.1016/j.scib.2023.04.003,"Univ Sci & Technol China,Univ Sci Technol China,Henan Key Lab Quantum Informat & Cryptog,Okinawa Inst Sci & Technol Grad Univ,NTT Basic Res Labs,Res Ctr Theoret Quantum Phys,Natl Inst Informat,Grad Univ Adv Studies"
10.1103/PhysRevD.103.094501,"Univ Washington,CALTECH"
10.1103/PhysRevLett.120.083602,"NIST,Univ Colorado,Tsinghua Univ,Tsinghua Natl Lab Informat Sci & Technol TNList"
10.1109/TDSC.2023.3313934,"Fed Univ Parana UFPR,Politecn Torino,Kent State Univ,Univ Trento"
10.1103/PhysRevB.98.060501,"RIKEN,Univ Tokyo,Natl Inst Adv Ind Sci & Technol,Univ Maryland,NIST"
10.1038/s41567-022-01929-w,"MIT,Univ Sydney,Quantum Nanoelect Lab,Amazon Web Serv Ctr Quantum Comp,Atlantic Quantum Corp"
10.1038/s41534-019-0148-9,"South China Normal Univ,Shanxi Univ"
10.1109/TASC.2024.3350602,"Fdn Bruno Kessler FBK,INFN,INFN Milano Bicocca,Univ Salerno,Salerno Grp,Univ Milano Bicocca,Ist Nazl Ric Metrol INRiM,Univ Salento,CNR,CNR FBK,Univ Sannio,Univ Trento"
10.1116/6.0003368,"Gusu Lab Mat,Chinese Acad Sci"
10.1088/1742-5468/2015/02/P02013,"Nanjing Normal Univ,Chinese Acad Sci"
10.1103/PRXQuantum.5.010323,"Lund Univ,Univ Copenhagen,Univ Autonoma Madrid,CSIC,Norwegian Univ Sci & Technol"
10.1364/OPTICA.2.000832,"NTT Corp,NIST"
10.1038/s41534-019-0128-0,"Univ Chicago,US Army Res Lab,Univ Massachusetts"
10.1103/PhysRevB.81.241202,"Macquarie Univ,Univ London Imperial Coll Sci Technol & Med"
10.1038/s41467-020-16988-x,"Univ Copenhagen,Microsoft Quantum Lab Copenhagen,Purdue Univ,BM Res Zurich"
10.1103/PRXQuantum.2.020328,"Univ Basque Country UPV EHU,Univ Fed Goias,Basque Fdn Sci,IQM,Oak Ridge Natl Lab,Amazon Web Serv"
10.1063/5.0047690,"Moscow Inst Phys & Technol,Skolkovo Inst Sci & Technol,Royal Holloway Univ London,Natl Phys Lab"
10.1103/PhysRevB.92.075143,"Ben Gurion Univ Negev,Univ Surrey"
10.1103/PhysRevA.105.032621,"Russian Quantum Ctr,Moscow Inst Phys & Technol,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevE.99.062223,"Lobachevsky State Univ Nizhny Novgorod,Chonnam Natl Univ,Dukhov All Russia Res Inst Automat VNIIA,Natl Res Univ Higher Sch Econ HSE MIEM"
10.1103/PhysRevX.8.021003,"Swiss Fed Inst Technol,Stanford Univ"
10.1103/PhysRevA.102.062609,"Indian Inst Technol Kharagpur,Univ Zaragoza"
10.1088/1367-2630/ab5ca5,"Chalmers Univ Technol,Indian Inst Sci,NTT Basic Res Labs"
10.1103/PRXQuantum.3.010329,"AWS Ctr Quantum Comp,CALTECH,Yale Univ,Univ Chicago,Stanford Univ"
10.1103/PhysRevA.91.013825,"Fuzhou Univ,Tsinghua Univ"
10.1007/s11128-018-2002-y,"Dukhov Res Inst Automat VNIIA,Natl Res Nucl Univ MEPhI,Russian Acad Sci,Natl Res Univ"
10.1103/PhysRevB.100.035407,"RIKEN,Aalto Univ,Natl Inst Quantum & Radiol Sci & Technol,Univ Michigan"
10.1063/1.3659896,"Univ Cambridge,Chungbuk Natl Univ"
10.1088/0256-307X/40/4/047302,"Tsinghua Univ,Beijing Acad Quantum Informat Sci,Chinese Acad Sci,Yangtze Delta Reg Ind Innovat Ctr Quantum & Inform,Frontier Sci Ctr Quantum Informat"
10.1088/1367-2630/aad4e7,"Zhejiang Univ,Univ Sci & Technol China,Tsinghua Univ"
10.1080/09500340.2016.1246679,"Prince Sattam Bin Abdulaziz Univ,Al Baha Univ,Assiut Univ"
10.1103/PhysRevA.86.032311,"Univ Waterloo,Univ Saarland,Univ Victoria"
10.1103/PhysRevApplied.18.014054,"Florida State Univ,Chinese Acad Sci,Aix Marseille Univ"
10.1088/1674-1056/abeee6,"Chinese Acad Sci,Univ Chinese Acad Sci,CAS Ctr Excellence Superconducting Elect CENSE,ShanghaiTech Univ"
10.1038/s41586-023-06312-0,"Univ Hamburg,Hamburg Ctr Ultrafast Imaging"
10.1038/s43588-022-00351-9,"Zhejiang Univ,Tsinghua Univ,Alibaba Zhejiang Univ Joint Res Inst Frontier Tec,Beijing Inst Math Sci & Applicat,Shanghai Qi Zhi Inst"
