DOI,quantum dot,gate,field,entanglement,electron,noise,state,interaction,couple,valley,exchange,decoherence,control,donor,charge,silicon,hole,dot,coherence,relaxation,photon,device,temperature,dynamic,measurement,resonance,frequency,phase,semiconductor,information,singlet,fidelity,scheme,bath,pulse,triplet,diamond,transition,orbit,order
10.1038/ncomms2738,3.14,1.0,0.0,0.0,0.53,0.0,1.61,1.13,0.0,0.0,0.0,1.41,1.41,0.0,1.6,0.0,2.69,0.0,1.6,9.89,0.0,3.68,0.0,1.82,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,1.68
10.1038/NNANO.2013.168,0.0,1.0,1.93,0.0,1.06,0.0,2.15,2.25,0.0,0.0,8.32,1.41,7.07,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,6.52,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.88.075301,1.57,0.0,0.0,0.0,1.06,0.0,0.0,1.13,0.0,0.0,0.0,5.65,0.0,0.0,0.0,0.0,0.0,1.61,0.0,9.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,1.68
10.1038/ncomms2776,0.0,0.0,0.96,0.0,0.53,0.0,0.54,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,12.81,0.0,0.0,1.63,0.0,0.0,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.87.045301,4.71,1.0,2.89,0.0,0.53,3.72,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,4.79,0.0,0.0,1.61,1.6,9.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.110.160402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1.17,0.0,2.08,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.110.067601,0.0,0.0,0.96,0.0,0.0,0.0,1.07,4.5,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0
10.1103/PhysRevLett.110.057601,0.0,1.0,1.93,0.0,1.06,0.0,0.0,1.13,0.0,0.0,0.0,0.0,1.41,9.58,0.0,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
10.1038/NNANO.2013.7,3.93,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/0957-4484/24/1/015202,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,1.93,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.87.022305,2.36,5.99,0.0,0.0,1.06,0.0,0.0,0.0,2.34,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,5.65,0.0,0.0,0.0,0.0,0.0,0.0,1.68
10.1038/NPHYS2688,1.57,0.0,2.89,0.0,0.0,22.34,1.07,0.0,0.0,0.0,0.0,1.41,0.0,0.0,6.38,0.0,0.0,1.61,0.0,0.0,2.36,5.52,0.0,0.0,0.0,1.63,5.79,0.0,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.88.085320,2.36,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,3.52,0.0,0.0,3.19,0.0,0.0,3.68,0.0,0.0,0.0,1.63,0.0,0.0,1.72,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,1.68
10.1103/PhysRevB.87.195307,0.0,5.99,0.96,0.0,0.0,0.0,0.54,0.0,1.17,0.0,0.0,0.0,1.41,0.0,0.0,0.0,32.34,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,2.36,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0
10.1103/PhysRevLett.111.060501,0.79,1.0,0.0,0.0,1.06,0.0,0.54,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.24,0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0
10.1038/nature12011,0.0,1.0,0.96,0.0,1.59,0.0,0.54,0.0,0.0,0.0,0.0,0.0,4.24,4.79,0.0,5.28,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,3.26,0.0,1.93,0.0,0.0,3.03,0.0,7.45,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms3069,2.36,1.0,1.93,0.0,0.53,0.0,0.54,0.0,1.17,19.22,0.0,0.0,1.41,0.0,0.0,5.28,0.0,1.61,0.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0
10.1103/PhysRevLett.110.010403,0.0,0.0,0.0,0.0,0.0,7.45,0.0,0.0,0.0,0.0,0.0,1.41,1.41,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.88.245306,1.57,0.0,0.0,9.31,0.0,1.86,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,1.61,0.0,0.0,16.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.88.195131,1.57,1.0,0.0,0.0,2.13,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.52,2.08,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0
10.1038/srep03121,2.36,1.0,0.96,0.0,2.66,1.86,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,0.0,8.78,0.0,0.0,0.0,1.68
10.1103/PhysRevA.88.022120,1.57,0.0,0.0,0.0,0.53,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,3.26,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.111.086805,0.79,0.0,2.89,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,3.86,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.12,0.0
10.1103/PhysRevA.87.033815,0.0,0.0,0.0,7.45,0.0,0.0,1.07,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,4.72,0.0,0.0,3.64,1.63,0.0,3.86,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1021/nl303863s,0.0,1.0,0.0,0.0,0.0,0.0,0.54,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,5.52,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1021/nl303663n,0.0,0.0,0.0,0.0,2.13,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.87.062337,1.57,5.0,0.0,0.0,1.06,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,9.43,0.0,0.0,0.0,1.63,0.0,0.0,4.72,0.0,1.52,0.0,1.86,7.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1021/nl402744s,2.36,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.61,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.87.081410,1.57,0.0,0.0,0.0,1.06,0.0,0.0,1.13,1.17,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms3017,0.0,0.0,0.0,0.0,1.06,0.0,1.61,0.0,1.17,0.0,0.0,0.0,0.0,11.97,0.0,3.52,0.0,0.0,1.6,4.94,0.0,0.0,0.0,0.0,0.0,1.63,1.93,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0
10.1103/PhysRevB.88.165102,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,7.18,0.0,3.52,0.0,0.0,0.0,4.94,0.0,1.84,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
10.1103/PhysRevA.87.052315,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.88.085402,1.57,5.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,1.63,0.0,0.0,0.0,0.0,0.0,1.86,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.110.167402,0.0,0.0,0.0,0.0,0.53,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,1.82,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.86,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0
10.1103/PhysRevLett.110.076401,0.0,0.0,0.96,0.0,0.0,0.0,0.54,1.13,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1367-2630/15/1/013041,0.0,1.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,2.36,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0
10.1209/0295-5075/104/47005,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,1.17,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,6.41,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,1.68
10.1140/epjb/e2013-40677-x,3.14,0.0,2.89,0.0,2.13,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,2.08,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0
10.1038/ncomms3053,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,2.34,19.22,0.0,0.0,0.0,0.0,1.6,0.0,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.66,0.0,0.0
10.1103/PhysRevX.3.041023,0.0,2.0,0.0,1.86,0.0,0.0,0.0,1.13,2.34,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,2.14,0.0,0.0,0.0
10.1039/c2sc21490c,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.110.016804,2.36,1.0,1.93,0.0,0.53,0.0,1.07,1.13,0.0,0.0,2.08,0.0,1.41,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.88.155321,1.57,0.0,0.0,1.86,0.53,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,2.08,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1007/s10773-013-1689-x,0.0,0.0,1.93,0.0,0.0,0.0,0.0,4.5,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.88.161408,1.57,4.0,0.96,0.0,1.06,5.59,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,4.16,1.86,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.110.156402,0.0,0.0,0.0,0.0,0.0,0.0,0.54,4.5,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,8.54,0.0,0.0,0.0
10.1103/PhysRevLett.110.177602,1.57,1.0,2.89,0.0,0.53,0.0,1.07,1.13,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1039/c3tc30800f,0.0,0.0,0.0,0.0,0.53,0.0,1.07,2.25,0.0,0.0,2.08,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1142/S2010324713500070,1.57,0.0,2.89,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0,4.72,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/science.1239584,0.0,1.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,12.81,0.0,0.0,0.0,0.0,0.0,1.72,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.87.155315,1.57,1.0,0.96,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,4.33,0.0,1.68
10.1038/srep03405,0.0,1.0,0.0,0.0,0.0,0.0,0.54,2.25,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms2854,0.0,0.0,0.0,0.0,1.06,0.0,2.15,2.25,0.0,0.0,0.0,0.0,1.41,0.0,0.0,1.76,0.0,0.0,3.19,0.0,0.0,0.0,2.14,0.0,0.0,1.63,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,2.14,2.16,0.0,0.0
10.1103/PhysRevB.88.075206,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,7.98,0.0,0.0,0.0,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,0.0,0.0
10.1103/PhysRevB.88.085314,3.14,1.0,2.89,0.0,0.53,0.0,1.07,1.13,0.0,0.0,2.08,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.0,8.32,0.0,0.0,0.0,0.0,8.78,0.0,0.0,0.0,0.0
10.1038/NPHYS2731,0.0,0.0,0.96,0.0,0.53,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.63,4.89,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
10.1038/nphys2514,1.57,0.0,0.0,0.0,0.53,0.0,0.0,2.25,1.17,0.0,0.0,1.41,0.0,0.0,0.0,0.0,16.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.72,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/NMAT3499,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,1.76,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,3.26,1.93,0.0,0.0,1.52,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,5.05
10.1103/PhysRevB.87.205432,1.57,0.0,0.96,0.0,1.59,0.0,0.54,0.0,3.51,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,1.68
10.1103/PhysRevA.87.022306,0.0,3.0,0.0,0.0,0.0,0.0,1.61,0.0,2.34,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0
10.1103/PhysRevB.88.085201,0.0,0.0,2.89,3.72,0.0,0.0,0.0,0.0,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,0.0,0.0
10.1103/PhysRevB.88.045307,0.0,0.0,4.81,0.0,0.53,0.0,0.0,1.13,0.0,2.75,0.0,0.0,0.0,14.37,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0
10.1080/00268976.2013.811304,0.0,0.0,1.93,0.0,4.25,0.0,1.07,9.01,3.51,0.0,29.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,3.26,3.86,2.36,0.0,1.52,0.0,0.0,0.0,0.0,2.08,0.0,0.0,4.33,0.0,3.37
10.1039/c4an00734d,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.113.197601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,0.0,0.0
10.1038/ncomms4860,2.36,0.0,0.0,0.0,1.59,0.0,0.54,1.13,0.0,13.73,0.0,0.0,1.41,0.0,0.0,10.55,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0
10.1038/nature13407,4.71,1.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,2.83,0.0,3.19,0.0,0.0,3.23,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,5.16,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,2.16,0.0,1.68
10.1038/NNANO.2014.153,3.14,2.0,1.93,0.0,1.06,0.0,1.61,1.13,1.17,2.75,0.0,0.0,4.24,0.0,0.0,1.76,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.63,1.93,0.0,0.0,1.52,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,1.68
10.1063/1.4893242,0.0,0.0,1.93,0.0,0.53,1.86,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.90.174402,0.0,1.0,2.89,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,1.82,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
10.1103/PhysRevB.90.195440,0.0,0.0,0.96,0.0,1.06,0.0,0.0,0.0,0.0,10.98,0.0,0.0,1.41,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/nphoton.2014.84,1.57,0.0,0.0,1.86,0.53,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
10.1088/0268-1242/29/5/053001,3.14,0.0,0.0,0.0,1.06,0.0,1.61,0.0,0.0,0.0,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,1.52,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0
10.1088/1054-660X/24/4/045204,1.57,4.0,0.0,0.0,0.53,0.0,1.61,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,1.84,0.0,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.90.042118,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,10.68,0.0,3.26,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.90.032319,0.0,0.0,0.0,0.0,1.59,3.72,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,3.03,0.0,0.0,0.0,2.47,4.16,0.0,4.27,0.0,0.0,0.0
10.1038/ncomms4895,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.47,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/1.4901162,0.79,1.0,0.96,0.0,0.0,7.45,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,4.79,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0
10.1007/s10701-013-9735-3,0.0,0.0,0.0,3.72,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
