,gate,noise,silicon,electron,state,field,quantum dot,donor,charge,control,hole,couple,photon,fidelity,interaction,exchange,dot,valley,relaxation,orbit,center,readout,entanglement,decoherence,coherence,resonator,measurement,phase,device,semiconductor,sequence,bath,frequency,error,diamond,information,resonance,scheme,temperature,transition,ion,energy,cavity,dynamic,order,environment,singlet,phonon,architecture,structure,parameter,triplet,interface,metal,distance,complex,molecule,regime,level,vacancy,computation,microwave,function
architecture,0.3268695241087095,0.19071659974829247,0.1643989873053573,0.20617596354915174,0.23329013545583027,0.1412114456398516,0.20222338499491116,0.11115400287534569,0.1559625734730109,0.23717371971730777,0.08219949365267865,0.20270270270270271,0.09208185110322617,0.24659848095803594,0.13559399939321415,0.17812181099872781,0.10455754681132273,0.031068488300060003,0.023728949893812475,0.13181243254912403,0.06590621627456202,0.12253577034896795,0.12535305264097504,0.09968152785361249,0.16778901380350608,0.1691651623303803,0.12198380461320985,0.1174278480752552,0.2047597175387335,0.20567735105731827,0.10667614941253299,0.0,0.061649620239508984,0.2974089582579658,0.06906138832741962,0.15180282187201677,0.04142465106674667,0.1262948003922343,0.04078236951430928,0.02177517781546711,0.0,0.06117355427146392,0.0949157995752499,0.06906138832741962,0.19849646503089743,0.04956815970966096,0.16967515794730187,0.030015011259383207,1.0,0.07610194341477615,0.12951986753290368,0.14704292441876154,0.11277677488692019,0.12683657235796025,0.10529962529853128,0.03224129401095805,0.0644825880219161,0.11990028442779208,0.0949157995752499,0.04901430813958718,0.23980056885558415,0.13894250359418212,0.08710071126186844
structure,0.09439897672063849,0.10441947515323594,0.13887301496588272,0.21501647626876533,0.2919519153085987,0.26507948099153394,0.1563099797617667,0.07824607964359516,0.09759000729485331,0.1391306451882804,0.07715167498104596,0.12683657235796025,0.06482037235521644,0.04629100498862758,0.20362761288565667,0.05572782125753528,0.06542448953507875,0.17496355305594127,0.15590239111558088,0.12371791482634838,0.12371791482634838,0.046004370622823615,0.023531040266750583,0.14969623771302396,0.22047927592204922,0.026462806201248155,0.16356122383769686,0.022043335708870276,0.12229989761755714,0.19304683562633607,0.07509392614826384,0.060522753266880246,0.07715167498104596,0.09304842103984709,0.06482037235521644,0.17414308638685846,0.13608276348795434,0.07902607796935995,0.210528725646512,0.22481775781115415,0.1781741612749496,0.210528725646512,0.029695693545824933,0.12964074471043288,0.18630692324771156,0.13957263155977062,0.045501575519329006,0.14085904245475275,0.07610194341477615,1.0,0.04052204492365539,0.023002185311411807,0.10585122480499262,0.2619047619047619,0.07412493166611012,0.12104550653376049,0.15130688316720062,0.06752237049095156,0.15590239111558088,0.046004370622823615,0.11253728415158593,0.026082026547865053,0.14306584587982538
parameter,0.24099009325151116,0.1904080798378775,0.14443707614569481,0.2195652642293626,0.3016774600058979,0.28709267411827166,0.19002000065765923,0.06658451424277129,0.1522500463985233,0.1539135303499427,0.06565321642986127,0.35617963571548505,0.11031946970293832,0.18382900600361157,0.30323921743156135,0.18968924322560374,0.16702144855500403,0.024814583349273254,0.07580980435789034,0.1579190414273092,0.1579190414273092,0.13701805122009747,0.1802163895792365,0.1273859510596964,0.0804084401128346,0.18015093964441797,0.13918454046250336,0.20633868020813545,0.11894020669001051,0.13689641954834839,0.12780429685269148,0.1287565506561512,0.1805463451821185,0.09897594780811197,0.16547920455440748,0.16166106912431769,0.1158013889632752,0.20174479174172597,0.13029246839689126,0.12174373330944387,0.15161960871578067,0.19543870259533688,0.07580980435789034,0.14709262627058442,0.21619130152100108,0.13856632693135676,0.15488061853247326,0.07191949522280762,0.12951986753290368,0.04052204492365539,1.0,0.15659205853725425,0.022518867455552247,0.08104408984731078,0.16820685341247202,0.10300524052492095,0.10300524052492095,0.11491807027621376,0.15161960871578067,0.13701805122009747,0.15322409370161835,0.11097419040461882,0.24348746661888773
triplet,0.31919326509315904,0.21616885058355845,0.1341640786499874,0.18695308585492676,0.23168585599927477,0.2328100985898594,0.3343788142067963,0.05039526306789696,0.2199887763691481,0.20161945963637798,0.049690399499995326,0.2328179636630391,0.06262242910851494,0.223606797749979,0.22131333406899525,0.23329882422520506,0.20541970069399013,0.0563436169819011,0.10758287072798381,0.13944333775567927,0.07968190728895957,0.13333333333333333,0.06819943394704735,0.10846522890932808,0.15214515486254615,0.1278274981412284,0.1896181852559909,0.12777531299998798,0.18566888396533887,0.20204270845206798,0.16927779169233606,0.05847053462046861,0.11180339887498948,0.22473328748774737,0.06262242910851494,0.0917662935482247,0.0939060283031685,0.13360627800656924,0.036980013081681945,0.15795970073575796,0.0,0.11094003924504582,0.0573775310549247,0.10437071518085823,0.21271496725865358,0.13483997249264842,0.8571946154145231,0.0816496580927726,0.14704292441876154,0.023002185311411807,0.15659205853725425,1.0,0.10226199851298273,0.09200874124564723,0.09548198320525772,0.0,0.029235267310234306,0.13046561461068845,0.04303314829119352,0.08888888888888889,0.15220988371246985,0.17638342073763938,0.2764294762875764
interface,0.19672236884115843,0.13263515206157425,0.27439773622801417,0.23897745234617562,0.2549536095115239,0.26783579200279006,0.24818404210539918,0.11595420713048969,0.16269784336399212,0.185562079933713,0.05716619504750295,0.19735935605211033,0.2881752638568445,0.12004900959975619,0.19802950859533486,0.1238760208523001,0.14543050934011967,0.291691675598474,0.07426106572325057,0.2520920866827581,0.06875238727711586,0.1278274981412284,0.13076644524148537,0.10398629135096288,0.10502100630210073,0.11764705882352941,0.12725169567260472,0.024499797877501263,0.07767356373806174,0.1966795984593417,0.0,0.0,0.042874646285627205,0.025854384499750957,0.09605842128561483,0.1759538357694467,0.10803395392536073,0.06587443126365881,0.10635890745287925,0.13629325512727639,0.09901475429766744,0.14890247043403096,0.26403934479377983,0.024014605321403707,0.07529766114978555,0.025854384499750957,0.1264304343560434,0.09393364366277243,0.11277677488692019,0.10585122480499262,0.022518867455552247,0.10226199851298273,1.0,0.10585122480499262,0.0,0.0,0.03363363969981562,0.12507819831856498,0.07426106572325057,0.10226199851298273,0.12507819831856498,0.14494275891311212,0.13629325512727639
metal,0.15339833717103754,0.10441947515323594,0.24688535993934707,0.27952141914939493,0.260671352954106,0.16868694244915797,0.1898049754250024,0.052164053095730106,0.17891501337389776,0.1391306451882804,0.07715167498104596,0.1648875440653483,0.021606790785072147,0.10801234497346435,0.1527207096642425,0.16718346377260584,0.11449285668638781,0.20412414523193148,0.11135885079684349,0.14433756729740643,0.12371791482634838,0.11501092655705904,0.07059312080025175,0.05613608914238398,0.1417366773784602,0.026462806201248155,0.1308489790701575,0.11021667854435137,0.26207120918047955,0.2895702534395041,0.025031308716087945,0.0,0.09643959372630743,0.11631052629980886,0.021606790785072147,0.1424807070437933,0.09720197391996739,0.03951303898467998,0.15311180047019055,0.28613169175965075,0.2672612419124244,0.24880667576405963,0.029695693545824933,0.08642716314028859,0.1524329372026731,0.09304842103984709,0.11375393879832252,0.0563436169819011,0.12683657235796025,0.2619047619047619,0.08104408984731078,0.09200874124564723,0.10585122480499262,1.0,0.07412493166611012,0.2723523897009611,0.21182963643408087,0.06752237049095156,0.0890870806374748,0.023002185311411807,0.06752237049095156,0.07824607964359516,0.10218988991416098
distance,0.20817020153834942,0.12384138336551517,0.06405126152203486,0.2789164281839253,0.28133190503651806,0.1375429889020977,0.23172933137144022,0.08119979429411502,0.10127393670836667,0.15882096333554366,0.05337605126836238,0.31589887589559384,0.2242242646654375,0.112089707663561,0.26414295058344245,0.2120488083876214,0.15276195320645225,0.0,0.13867504905630726,0.06419407387663693,0.10699012312772822,0.11935247900657214,0.21977383072747694,0.0582551728035463,0.147087101353638,0.13730875909527243,0.13578840285017976,0.11437725271791938,0.0725237724293895,0.08347257041177222,0.025976216673306556,0.06280742930213278,0.10008009612817946,0.02414022747926338,0.06726727939963124,0.23000322710873397,0.16139400871168064,0.08200923681047297,0.11916871834484359,0.02120949209919259,0.0,0.19861453057473932,0.06163335513613657,0.15695698526580623,0.10545808983558425,0.04828045495852676,0.1416576493949657,0.05847053462046861,0.10529962529853128,0.07412493166611012,0.16820685341247202,0.09548198320525772,0.0,0.07412493166611012,1.0,0.03140371465106639,0.03140371465106639,0.09342836717341034,0.13867504905630726,0.09548198320525772,0.1634996425534681,0.18946618668626836,0.10604746049596295
complex,0.04499212706658476,0.01895926239286929,0.0,0.19129682038046888,0.11927070271810421,0.12251277836633775,0.014190465507408673,0.0,0.062017367294604234,0.017683196392243517,0.0,0.16120647005479025,0.0,0.0,0.16175386202065653,0.07082882469748285,0.020788268748151588,0.0,0.254762332682534,0.052414241836095915,0.15724272550828775,0.029235267310234306,0.02990743022772896,0.14269544824634822,0.10008009612817946,0.0,0.041576537496303176,0.14008295367013143,0.02220577958421638,0.040893041005476534,0.031814238148788886,0.15384615384615385,0.0,0.0,0.027461751819054487,0.08048436365855337,0.14824986333222023,0.02511009804759127,0.21892691493473396,0.10390486669322622,0.3396831102433787,0.26757734047578596,0.0,0.08238525545716346,0.10763271222740439,0.08869685939836239,0.0,0.0716114874039433,0.03224129401095805,0.12104550653376049,0.10300524052492095,0.0,0.0,0.2723523897009611,0.03140371465106639,1.0,0.2692307692307692,0.05721295676906231,0.11322770341445956,0.029235267310234306,0.0,0.0,0.05195243334661311
molecule,0.08998425413316952,0.01895926239286929,0.058834840541455206,0.16396870318325904,0.19878450453017368,0.13782687566212998,0.028380931014817347,0.09944903161976938,0.0,0.035366392784487034,0.0,0.09672388203287414,0.027461751819054487,0.019611613513818404,0.19410463442478784,0.1180480411624714,0.041576537496303176,0.0,0.14153462926807445,0.0,0.0,0.0,0.05981486045545792,0.1664780229540729,0.20016019225635892,0.06726727939963124,0.062364806244454764,0.11206636293610515,0.11102889792108189,0.020446520502738267,0.031814238148788886,0.0,0.07354355067681902,0.0,0.0,0.1408476364024684,0.09883324222148017,0.10044039219036507,0.12162606385262997,0.12988108336653278,0.1887128390240993,0.19460170216420797,0.0,0.10984700727621795,0.0,0.08869685939836239,0.05783149319662402,0.03580574370197165,0.0644825880219161,0.15130688316720062,0.10300524052492095,0.029235267310234306,0.03363363969981562,0.21182963643408087,0.03140371465106639,0.2692307692307692,1.0,0.028606478384531155,0.19814848097530424,0.0,0.05721295676906231,0.0,0.10390486669322622
regime,0.22309149380341822,0.1692156117064202,0.18962448894726291,0.24390949249427823,0.23655942469212138,0.3189239823010602,0.2744149294875859,0.12327841818038449,0.2152572818734065,0.15782644031360965,0.14586499149789456,0.27577065418392177,0.1429762897859917,0.17503798979747345,0.2045226094018689,0.10536048862093504,0.2937715053343365,0.055131784641997125,0.12632278815997786,0.23390435267563514,0.07796811755854505,0.08697707640712563,0.06673260799501936,0.10613237065158375,0.10421098348069739,0.20012511730970398,0.17007823993040533,0.04167571185654131,0.16515957995876274,0.18248971940174205,0.023662426214015053,0.11442591353812462,0.20056436330960503,0.04397994971335425,0.04085036851028334,0.14965432360392486,0.147018092378659,0.1120565904169729,0.072369302025194,0.13524203070138519,0.056143461404434596,0.1628309295566865,0.1403586535110865,0.08170073702056668,0.25617220560270193,0.10994987428338561,0.12903971808580209,0.13315591032282686,0.11990028442779208,0.06752237049095156,0.11491807027621376,0.13046561461068845,0.12507819831856498,0.06752237049095156,0.09342836717341034,0.05721295676906231,0.028606478384531155,1.0,0.1684303842133038,0.08697707640712563,0.0425531914893617,0.17258978545253828,0.13524203070138519
level,0.17660431427533918,0.18139731096043296,0.23094010767585027,0.27152482051433124,0.2535891522582829,0.23668827910020096,0.1984340967435695,0.12198750911856665,0.18257418583505539,0.15617376188860607,0.024056261216234408,0.17796712420359356,0.040422604172722164,0.1010362971081845,0.17857142857142858,0.06950480468569159,0.09179850920431569,0.1091089451179962,0.16666666666666666,0.1350154312168304,0.09643959372630743,0.06454972243679029,0.04402254531628119,0.2450490147049017,0.11785113019775793,0.04950737714883372,0.16829726687457877,0.08247860988423225,0.1797731238766687,0.1203858530857692,0.0,0.11322770341445956,0.12629537138523064,0.10879853497231115,0.10105651043180541,0.2073221072156823,0.10910894511799618,0.0924026588693216,0.25064020591380154,0.1338258447578277,0.19444444444444445,0.37596030887070225,0.027777777777777776,0.08084520834544433,0.1901172751573434,0.13055824196677338,0.06384423980690615,0.15811388300841897,0.0949157995752499,0.15590239111558088,0.15161960871578067,0.04303314829119352,0.07426106572325057,0.0890870806374748,0.13867504905630726,0.11322770341445956,0.19814848097530424,0.1684303842133038,1.0,0.15061601901917732,0.10526899013331487,0.07319250547113999,0.1529438225803745
vacancy,0.17099639201419234,0.14411256705570563,0.14907119849998599,0.18695308585492676,0.3021989426077497,0.2328100985898594,0.0,0.02519763153394848,0.0628539361054709,0.24194335156365357,0.024845199749997663,0.15929650145365834,0.20874143036171647,0.14907119849998599,0.17213259316477408,0.017946063401938852,0.0,0.0,0.08606629658238704,0.019920476822239894,0.6772962119561564,0.15555555555555556,0.22733144649015782,0.12654276706088277,0.21300321680756462,0.10226199851298273,0.12641212350399392,0.191662969499982,0.033757978902788886,0.01554174680400523,0.12091270835166862,0.08770580193070292,0.1304372986874877,0.022473328748774737,0.8140915784106942,0.22941573387056177,0.0939060283031685,0.09543305571897803,0.22188007849009164,0.1777046633277277,0.0573775310549247,0.05547001962252291,0.20082135869223644,0.14611900125320154,0.1799895876803992,0.13483997249264842,0.0,0.21773242158072692,0.04901430813958718,0.046004370622823615,0.13701805122009747,0.08888888888888889,0.10226199851298273,0.023002185311411807,0.09548198320525772,0.029235267310234306,0.0,0.08697707640712563,0.15061601901917732,1.0,0.10872134550890704,0.15118578920369088,0.05923488777590923
computation,0.3569463900854692,0.1974182136574902,0.18962448894726291,0.1930950148913036,0.24641606738762645,0.1025112800253408,0.2321972480279573,0.09862273454430759,0.10762864093670325,0.28934847390828433,0.048621663832631515,0.22781054041280493,0.16340147404113337,0.30631648214557855,0.1924918676723472,0.21072097724187008,0.13915492357942255,0.055131784641997125,0.0842151921066519,0.058476088168908785,0.07796811755854505,0.17395415281425125,0.15570941865504517,0.10613237065158375,0.1786474002526241,0.150093837982278,0.15461658175491394,0.14586499149789456,0.181675537954639,0.16728224278493023,0.1419745572840903,0.0,0.0911656196861841,0.32984962285015684,0.10212592127570835,0.17958518832470982,0.055131784641997125,0.16808488562545934,0.036184651012597,0.019320290100197885,0.0,0.036184651012597,0.1403586535110865,0.08170073702056668,0.14409686565151983,0.0879598994267085,0.1505463377667691,0.026631182064565374,0.23980056885558415,0.11253728415158593,0.15322409370161835,0.15220988371246985,0.12507819831856498,0.06752237049095156,0.1634996425534681,0.0,0.05721295676906231,0.0425531914893617,0.10526899013331487,0.10872134550890704,1.0,0.07396705090823069,0.13524203070138519
microwave,0.206817795821195,0.1797491205220151,0.18593393604027364,0.22376181114658628,0.25128502099070443,0.3035791144753614,0.24461286251055886,0.08571428571428572,0.16035674514745463,0.182891982743685,0.0563436169819011,0.22230800575069137,0.3313667478318056,0.2197401062294143,0.19518001458970663,0.14244246232238394,0.10750340619486992,0.06388765649999399,0.07319250547113999,0.06776309271789385,0.1355261854357877,0.12598815766974242,0.07733088933397006,0.12298800925361816,0.20701966780270628,0.3188740696088466,0.10750340619486992,0.1207363221040738,0.13397282541141672,0.14098147537004826,0.08226127456606226,0.0,0.1690308509457033,0.050964719143762556,0.14201432049934526,0.1560797945143416,0.191662969499982,0.0432843655349805,0.14675987714106856,0.22388683141982252,0.06506000486323554,0.10482848367219183,0.2602400194529422,0.09467621366623018,0.20408900896431054,0.10192943828752511,0.12461119656980671,0.09258200997725516,0.13894250359418212,0.026082026547865053,0.11097419040461882,0.17638342073763938,0.14494275891311212,0.07824607964359516,0.18946618668626836,0.0,0.0,0.17258978545253828,0.07319250547113999,0.15118578920369088,0.07396705090823069,1.0,0.044777366283964504
function,0.21270799391196737,0.20487580167943004,0.1986798535597566,0.27685362649941275,0.30431224767326437,0.31028580141904544,0.2683514336889064,0.11194341570991126,0.22338875108890427,0.14331487278000374,0.15452877499092177,0.22863936706240465,0.0741886512099543,0.15894388284780528,0.25126485138204385,0.15945495774497995,0.14040014904887735,0.12515654358043973,0.1338258447578277,0.23009750575655633,0.07079923254047886,0.09872481295984872,0.12119357448701654,0.144560827395728,0.08111071056538127,0.13629325512727639,0.09828010433421415,0.05676567244564474,0.19496588395520062,0.2071380662497903,0.150407264907739,0.07792865001991968,0.18212319909644353,0.11980845957463075,0.055641488407465724,0.14948356774835644,0.1668753914405863,0.13567119229501817,0.23000322710873397,0.07017543859649122,0.12745318548364543,0.2464320290450721,0.025490637096729083,0.12983013961742002,0.1599249454062093,0.15974461276617433,0.25387913423096475,0.16927779169233606,0.08710071126186844,0.14306584587982538,0.24348746661888773,0.2764294762875764,0.13629325512727639,0.10218988991416098,0.10604746049596295,0.05195243334661311,0.10390486669322622,0.13524203070138519,0.1529438225803745,0.05923488777590923,0.13524203070138519,0.044777366283964504,1.0
